Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7)
1.795597573571054e-19,0.041572359999999996,4.048767989384169e-17,3.4413060187628638e-37,2.439142335965525e-17,4.0125399904351257e-162,4.049356583599971e-17,0.938,4.818229748001843e-84,1.1645340711371132e-17,8.45645394246027e-54,5.8859421580147126e-21,1.6869866622144355e-15,0.0,0.0,0.026632463764569944,0.009999999999999995,0.04999999999999998,3.750820908208497e-91,7.445106533693e-109,0.0019999999999982727,9.005276648776296e-172
3.5911953374104934e-19,0.041572359999999996,8.097536407787358e-17,1.3765227332958949e-36,4.878284930366534e-17,2.0544217396853658e-159,8.098713596281331e-17,0.938,1.5418340387203904e-82,2.3290682656724986e-17,6.765165061823529e-53,1.1771884939725296e-20,3.373973503128861e-15,0.0,0.0,0.02663246376456814,0.00999999999999999,0.049999999999999954,6.001315168010385e-90,4.7648697911696456e-107,0.0019999999999965453,9.221408966120591e-169
7.182390865089372e-19,0.041572359999999996,1.619507324458198e-16,5.506092883132597e-36,9.756570119092458e-17,1.0518647144026337e-156,1.6197427621632293e-16,0.938,4.933871133566501e-81,4.658136654742636e-17,5.412134349322023e-52,2.3543770503143266e-20,6.747947184779005e-15,0.0,0.0,0.026632463764564532,0.009999999999999978,0.049999999999999906,9.602108938808865e-89,3.0495180268482083e-105,0.00199999999999309,9.442729815348211e-166
1.436478192044713e-18,0.041572359999999996,3.2390146918124184e-16,2.2024385819368505e-35,1.9513140496239929e-16,5.3855540538685964e-154,3.239485567228718e-16,0.938,1.5788399986460358e-79,9.316273432880377e-17,4.329710858157186e-51,4.7087541629966397e-20,1.349589454736447e-14,0.0,0.0,0.026632463764557315,0.009999999999999955,0.04999999999999981,1.5363388591981333e-87,1.9516930546878299e-103,0.0019999999999861804,9.669367384488606e-163
2.872956403116265e-18,0.041572359999999996,6.478029426502047e-16,8.809765494667087e-35,3.902628124931736e-16,2.7574102178498413e-151,6.478971177340883e-16,0.938,5.0522956202149055e-78,1.8632546989145714e-16,3.463773972014319e-50,9.417508388356138e-20,2.6991789269676105e-14,0.0,0.0,0.026632463764542882,0.009999999999999908,0.049999999999999614,2.458146695155621e-86,1.2490854257481754e-101,0.0019999999999723607,9.901455683157014e-160
5.745912825259368e-18,0.041572359999999996,1.2956058895806052e-15,3.5239150788924223e-34,7.805256275060216e-16,3.4905691949508694e-148,1.2957942397489958e-15,0.938,1.6167394325426865e-76,3.726509410163582e-16,2.7710275862269e-49,1.8835016839054623e-19,5.39835787028622e-14,0.0,0.0,0.026632463764514017,0.009999999999999815,0.049999999999999226,2.4581466951556107e-86,7.994170441066698e-100,0.001999999999944721,2.5053664892372897e-156
1.1491825669545574e-17,0.041572359999999996,2.591211783411306e-15,1.409573125875406e-33,1.5610512573369156e-15,1.789271666080683e-145,2.591588483748709e-15,0.938,5.173597049240427e-75,7.453018832645379e-16,2.2168355035190204e-48,3.7670033740369424e-19,1.0796715752348567e-13,0.0,0.0,0.02663246376445629,0.009999999999999629,0.04999999999999844,2.458146695155668e-86,5.116299365792456e-98,0.0019999999998894418,2.570000455491467e-153
2.2983651358117986e-17,0.041572359999999996,5.182423570952305e-15,5.638349237045049e-33,3.1221025162194953e-15,9.161311613469896e-143,5.183176971627732e-15,0.938,1.655570797804066e-73,1.4906037677544078e-15,1.7734898904380755e-47,7.534006754266955e-19,2.159343149817378e-13,0.0,0.0,0.026632463764340832,0.009999999999999256,0.04999999999999688,2.4581466951524675e-86,3.2744703336442183e-96,0.0019999999997788835,2.631754044701131e-150
3.44754770466904e-17,0.041572359999999996,7.773635358372902e-15,1.1981587859169062e-32,4.683153774322867e-15,5.225563364248547e-142,7.77476545938635e-15,0.938,7.745168530836612e-73,2.235905652237788e-15,5.07111263756958e-47,1.1301010134463906e-18,3.2390147225699503e-13,0.0,0.0,0.026632463764225376,0.009999999999998883,0.04999999999999532,1.4161976872892003e-82,1.8353897083610043e-95,0.0019999999996683252,1.7628479840247622e-149
4.5967302735262817e-17,0.041572359999999996,1.0364847145673099e-14,2.0439338628004495e-32,6.24420503164703e-15,4.3507708460624826e-141,1.0366353947024561e-14,0.938,2.4986617139625913e-72,2.981207536714678e-15,1.0696528863588313e-46,1.506801351462769e-18,4.3186862934925757e-13,0.0,0.0,0.02663246376410992,0.00999999999999851,0.04999999999999376,3.3041645560853195e-82,6.700149737612928e-95,0.001999999999557767,1.4249026569869947e-148
6.895095411240765e-17,0.041572359999999996,1.5547270719990912e-14,4.231766520528951e-32,9.366307544466607e-15,1.568055193405065e-139,1.55495309220184e-14,0.938,1.3754000303796801e-71,4.471811305653228e-15,2.921597579247821e-46,2.2602020274876952e-18,6.478029431043049e-13,0.0,0.0,0.026632463763879007,0.009999999999997764,0.049999999999990635,4.4889980236975854e-82,4.3639878507295817e-94,0.0019999999993366505,5.570199197419416e-147
9.193460548955248e-17,0.041572359999999996,2.0729694293865965e-14,7.197230027557802e-32,1.2488410054420754e-14,9.752872739444038e-139,2.0732707896569467e-14,0.938,4.414065993437515e-71,5.962415074567911e-15,6.113044383769862e-46,3.013602703500311e-18,8.637372561864149e-13,0.0,0.0,0.026632463763648095,0.009999999999997018,0.04999999999998751,7.5070089268445e-82,1.604447764257373e-93,0.001999999999115534,3.8931634606823115e-146
1.149182568666973e-16,0.041572359999999996,2.591211786726663e-14,1.0995903480500681e-31,1.5610512561304803e-14,4.9732929035246394e-138,2.591588487064613e-14,0.938,1.1533932510095041e-70,7.453018843457027e-15,1.1128724199954568e-45,3.767003379499659e-18,1.0796715685475206e-12,0.0,0.0,0.026632463763417182,0.009999999999996272,0.04999999999998439,1.2993755382985222e-81,4.725225562055245e-93,0.0019999999988944174,2.100320628590593e-145
1.6088555962098697e-16,0.041572359999999996,3.6276965012615e-14,2.1145443054636432e-31,2.185471756566976e-14,1.6402558150089976e-136,3.628223881734646e-14,0.938,6.452358950150409e-70,1.0434226381156941e-14,2.9384238905266517e-45,5.2738047314572135e-18,1.5115401910614305e-12,0.0,0.0,0.026632463762955357,0.009999999999994782,0.049999999999978145,1.5828674502749083e-81,3.96545571481459e-92,0.001999999998452184,1.283107392765665e-143
2.0685286237527663e-16,0.041572359999999996,4.664181215603663e-14,3.4679591600131494e-31,2.8098922557565417e-14,1.1452851272545834e-135,4.664859276212001e-14,0.938,2.1329690302795353e-69,1.3415433918753005e-14,6.092297103749509e-45,6.780606083359749e-18,1.94340881064696e-12,0.0,0.0,0.026632463762493532,0.009999999999993292,0.0499999999999719,6.690063747993855e-81,1.6203836190915007e-91,0.0019999999980099504,1.0468682959801373e-142
2.9878746788385595e-16,0.041572359999999996,6.737150643710045e-14,7.1901928090170726e-31,4.058733250395409e-14,4.294497901123086e-134,6.738130064588751e-14,0.938,1.4284165978199723e-68,1.9377848993633628e-14,1.8307032435947006e-44,9.794208786996074e-18,2.8071460410341138e-12,0.0,0.0,0.02663246376156988,0.00999999999999031,0.04999999999995941,9.162645496429854e-80,1.697702913697015e-90,0.0019999999971254834,6.712676235331801e-141
4.826566789010145e-16,0.041572359999999996,1.0883089497611045e-13,1.8697297128833496e-30,6.556415224712205e-14,4.281037409699356e-132,1.0884671639030433e-13,0.938,1.777739054669019e-67,3.1302679142148886e-14,7.872125382316938e-44,1.582141419356991e-17,4.53462046667307e-12,0.0,0.0,0.02663246375972257,0.009999999999984348,0.04999999999993443,1.184057640286592e-78,3.906681256901663e-89,0.0019999999953565495,1.3187750002267753e-138
8.503951009353317e-16,0.041572359999999996,1.9174967196166017e-13,5.797043201279107e-30,1.1551779113502527e-13,8.493995269591447e-130,1.9177754778666559e-13,0.938,3.3903269483297344e-66,5.5152339434195674e-14,4.434453474608385e-43,2.7875825003729706e-17,7.98956917741075e-12,0.0,0.0,0.026632463756027958,0.009999999999972423,0.04999999999988446,1.8797309509992044e-77,1.456903412612414e-87,0.001999999991818682,5.216530053788075e-136
1.5858719450039663e-15,0.041572359999999996,3.575872255628743e-13,2.0162023493803886e-29,2.1542506651710334e-13,2.597797057796409e-127,3.5763921020949617e-13,0.938,8.270264744481965e-65,1.0285165999835594e-13,2.9467368639122574e-42,5.1984646610561336e-17,1.4899466036725727e-11,0.0,0.0,0.02663246374863873,0.009999999999948574,0.04999999999978453,2.9992040147162663e-76,7.050604148279369e-86,0.0019999999847429475,3.1873376064986538e-133
3.056825633141235e-15,0.041572359999999996,6.892623312857258e-13,7.498769622219429e-29,4.1523960770635106e-13,1.0156048039123086e-124,6.893625335755659e-13,0.938,2.304960205341035e-63,1.9825030104695533e-13,2.14522107884233e-41,1.0020228975798003e-16,2.8719257506715618e-11,0.0,0.0,0.02663246373386028,0.009999999999900875,0.04999999999958467,4.80992072187944e-75,3.916557936313606e-84,0.001999999970591481,2.4910766540252502e-130
5.998733009415773e-15,0.041572359999999996,1.3526125368128351e-12,2.894563607326042e-28,8.148686517852192e-13,4.542110621957889e-122,1.3528091743891496e-12,0.938,6.891624385051334e-62,3.8904758282536736e-13,1.6395800434289645e-40,1.9663757568950212e-16,5.63588314521387e-11,0.0,0.0,0.026632463704303385,0.009999999999805475,0.04999999999918494,7.734730093226521e-74,2.3382669837019476e-82,0.0019999999422885568,2.2277380154270177e-127
1.1882547761964848e-14,0.041572359999999996,2.6793129241903714e-12,1.1411387796223842e-27,1.6141265867444793e-12,2.9339582848450377e-119,2.6797024323405613e-12,0.938,2.1401088270600683e-60,7.706421451078254e-13,1.2873242659077948e-39,3.8950814531258804e-16,1.1163794336478166e-10,0.0,0.0,0.02663246364518963,0.009999999999614678,0.04999999999838549,9.747561100931256e-74,1.4510593473490584e-80,0.0019999998856827443,2.876785366832782e-124
2.3650177267063002e-14,0.041572359999999996,5.332713604220276e-12,4.563290565563264e-27,3.2126418438693204e-12,1.4913876846413592e-116,5.333488853528121e-12,0.938,6.802118280408933e-59,1.5338312645815294e-12,1.028886993187251e-38,7.752492693053561e-16,2.2219602327743574e-10,0.0,0.0,0.026632463526962274,0.009999999999233084,0.04999999999678659,1.664266334476087e-73,9.219675197516442e-79,0.0019999997724712637,2.9253989453262993e-121
3.5417806772161155e-14,0.041572359999999996,7.986114157925876e-12,1.031346133406959e-26,4.811156283936214e-12,1.764567871582555e-115,7.98727514841267e-12,0.938,3.88051789945369e-58,2.29702037727511e-12,3.2840940989165567e-38,1.1609903647436477e-15,3.32753911306816e-10,0.0,0.0,0.026632463408735107,0.00999999999885149,0.049999999995187686,2.534921737911669e-71,6.382108866950629e-78,0.0019999996592599753,3.8470450047040986e-120
4.718543627725931e-14,0.041572359999999996,1.0639514585273531e-11,1.8442372366888273e-26,6.4096699069455654e-12,1.708033308068737e-114,1.064106131697187e-11,0.938,1.409713619535711e-57,3.0602094831999683e-12,7.542345785483283e-38,1.546731420147527e-15,4.4331160745325087e-10,0.0,0.0,0.026632463290508137,0.009999999998469896,0.049999999993588784,6.962150438391493e-71,2.693887535686903e-77,0.001999999546048879,3.849514911622393e-119
5.895306578235746e-14,0.041572359999999996,1.3292914886228462e-11,2.9002461396390703e-26,8.008182712897792e-12,1.15382031821932e-113,1.3294847359182624e-11,0.938,3.9798733223893814e-57,3.823398582367892e-12,1.4492396887445878e-37,1.9324724236485704e-15,5.538691117170799e-10,0.0,0.0,0.02663246317228136,0.009999999998088302,0.04999999999198988,1.2251396315315461e-70,8.668823600842647e-77,0.001999999432837974,2.7609748456200966e-118
8.248832479255377e-14,0.041572359999999996,1.8599715108831186e-11,5.761061215929825e-26,1.1205205873632435e-11,2.667633725126351e-112,1.860241906447315e-11,0.938,2.0136113325172018e-56,5.349776760476637e-12,3.9133267018251554e-37,2.703954230934135e-15,7.749835445981791e-10,0.0,0.0,0.02663246293582838,0.009999999997325112,0.049999999988792086,1.804421103752564e-70,5.573121409409921e-76,0.0019999992064167406,7.840099740257239e-117
1.0602358380275007e-13,0.041572359999999996,2.3906514825455087e-11,9.655850044707685e-26,1.4402225766143496e-11,1.952994924005284e-111,2.3909990264099e-11,0.938,6.666257807539883e-56,6.876154911695886e-12,8.30856264946554e-37,3.475435691407433e-15,9.96097209952837e-10,0.0,0.0,0.02663246269937617,0.009999999996561922,0.04999999998559429,1.9428439084050227e-70,2.1776343121533317e-75,0.001999998979996276,6.204499136717844e-116
1.5309410182314267e-13,0.041572359999999996,3.452011273959052e-11,2.072463933159219e-25,2.079625574650903e-11,8.289538146936172e-110,3.45251311455758e-11,0.938,4.485506332809781e-55,9.928911133864402e-12,2.5634438344335076e-36,5.018397170650215e-15,1.4383222380943027e-09,0.0,0.0,0.026632462226474078,0.009999999995035544,0.04999999997919872,1.7771183308403426e-70,2.288061595430071e-74,0.00199999852715765,5.4066954714591456e-114
2.0016461984353529e-13,0.041572359999999996,4.513370862635542e-11,3.645027303198693e-25,2.719027265402185e-11,7.97746506321531e-109,4.5140270002099364e-11,0.938,1.7175146106740068e-54,1.2981667249645913e-11,5.8965627810198704e-36,6.561356083563204e-15,1.880544196163724e-09,0.0,0.0,0.02663246175357507,0.009999999993509166,0.04999999997280317,2.5392404255884494e-70,1.1038406650860998e-73,0.001999998074322096,5.994673769088512e-113
2.472351378639279e-13,0.041572359999999996,5.5747302483485014e-11,5.717421027886759e-25,3.358427648870921e-11,4.86547908842159e-108,5.57554068321657e-11,0.938,4.9373101607706934e-54,1.6034423259807933e-11,1.1439024824666407e-35,8.104311657314052e-15,2.322763084183204e-09,0.0,0.0,0.02663246128067915,0.009999999991982788,0.049999999966407624,1.2825952908759168e-69,3.770685926507821e-73,0.0019999976214896144,4.0564842005610732e-112
