Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),NOX2(52),N2X2(45)
6.875195327149022e-10,0.05497191311922635,1.7603440625755807e-07,0.938,0.0,0.0,0.035214327295696526,0.009999986006240653,0.04999871617556164,1.3043155369686218e-35,1.9609140553342441e-38,0.0019992076601419886,2.144490666983371e-54,1.9507535153400798e-48,1.2835676678086776e-06,2.0815872382398542e-25,2.820501358589e-08,1.827887296458935e-18,3.927570511891565e-11,6.16779853195581e-07,1.7555986890149308e-07,1.3590914177152815e-13,1.7969777432208313e-54,9.245839676789366e-38,7.534655992269373e-25,2.103446139132579e-33
6.909742200522044e-10,0.05497191311922635,1.7689450666656202e-07,0.938,0.0,0.0,0.03521432289726014,0.009999985935926341,0.049998716174374694,1.3840595250728186e-35,2.0303801289210186e-38,0.001999204263621583,2.281400348823316e-54,2.0204939715603092e-48,1.2835675727153053e-06,2.144543870713405e-25,2.8347184097928445e-08,1.873576260468071e-18,3.901585839611487e-11,6.193190991600718e-07,1.7641714131005876e-07,1.379418133128847e-13,1.901412273418148e-54,9.518622496240727e-38,7.762217472374593e-25,2.2209258967560182e-33
6.944289073895067e-10,0.05497191311922635,1.7775424897145435e-07,0.938,0.0,0.0,0.03521431850444749,0.00999998586561205,0.04999871617319214,1.4682457632508305e-35,2.1019417925643125e-38,0.0019992008723623686,2.4262446083343497e-54,2.0922856961405204e-48,1.2835674731760407e-06,2.2090750531257992e-25,2.8489351781834906e-08,1.920170743704076e-18,3.875885234605471e-11,6.218534393140346e-07,1.7727405831826104e-07,1.3999430827207164e-13,2.0113074905041413e-54,9.797778767012821e-38,7.995462056071917e-25,2.3443324687162773e-33
6.978835947268089e-10,0.05497191311922635,1.7861363159107735e-07,0.938,0.0,0.0,0.035214314117251934,0.009999985795297775,0.04999871617201367,1.5570977862902996e-35,2.175651322869518e-38,0.0019991974863564554,2.5794371996393483e-54,2.1661764858186908e-48,1.283567369508199e-06,2.2752119658079893e-25,2.863151664802631e-08,1.967684018049055e-18,3.850467640824176e-11,6.243828831381646e-07,1.7813061833458292e-07,1.420667145394419e-13,2.1269177525821196e-54,1.0083423353059289e-37,8.234502114334931e-25,2.4739330950251952e-33
7.013382820641111e-10,0.05497191311922635,1.794726529470785e-07,0.938,0.0,0.0,0.03521430973566688,0.009999985724983517,0.049998716170838974,1.6508491797288633e-35,2.2515620289736412e-38,0.001999194105595971,2.741411093047137e-54,2.2422149972301897e-48,1.2835672620074413e-06,2.342986244379217e-25,2.8773678708156526e-08,2.016129480959902e-18,3.8253318762965987e-11,6.269074400960962e-07,1.7898681976909786e-07,1.4415911984810618e-13,2.248507857025685e-54,1.037567281947264e-37,8.479451656370762e-25,2.610005640678909e-33
7.047929694014133e-10,0.05497191311922635,1.803313114639222e-07,0.938,0.0,0.0,0.0352143053596858,0.00999998565466928,0.0499987161696678,1.7497439774290692e-35,2.32972826756933e-38,0.001999190730073055,2.912619259666196e-54,2.3204507596183316e-48,1.2835671509492672e-06,2.4124299839996024e-25,2.891583797505706e-08,2.0655206559795315e-18,3.8004766391656445e-11,6.294271196343753e-07,1.7984266103354035e-07,1.46271611773306e-13,2.3763534126312032e-54,1.0674645455879824e-37,8.730426344923175e-25,2.7528389609643103e-33
7.082476567387156e-10,0.05497191311922635,1.8118960556890213e-07,0.938,0.0,0.0,0.03521430098930214,0.009999985584355059,0.04999871616849987,1.8540370783551082e-35,2.410205458128643e-38,0.0019991873597798664,3.093535495296624e-54,2.4009341877927844e-48,1.2835670365903633e-06,2.4835757436480672e-25,2.9057994462679547e-08,2.115871193246054e-18,3.7759005135462304e-11,6.319419311824376e-07,1.8069814054137423e-07,1.4840427773179164e-13,2.5107412278958348e-54,1.0980461299907411e-37,8.98754351158697e-25,2.9027332817962913e-33
7.117023440760178e-10,0.05497191311922635,1.8204753369215288e-07,0.938,0.0,0.0,0.03521429662450941,0.009999985514040858,0.049998716167334964,1.9639946767410267e-35,2.493050098259396e-38,0.0019991839947085767,3.2846552718098375e-54,2.483716595251786e-48,1.2835669191698524e-06,2.556456550410111e-25,2.9200148186039326e-08,2.1671948700005804e-18,3.751601975265012e-11,6.344518841525811e-07,1.815532567078598e-07,1.5055720498120359e-13,2.6519697103474676e-54,1.1293242160673015e-37,9.250922172232916e-25,3.0600005904085357e-33
7.1515703141332e-10,0.05497191311922635,1.8290509426666173e-07,0.938,0.0,0.0,0.03521429226530114,0.009999985443726673,0.04999871616617284,2.0798946955897752e-35,2.5783197790903817e-38,0.0019991806348513734,3.486496595426586e-54,2.5688502073397077e-48,1.2835667989105409e-06,2.631105903777852e-25,2.9342299161159356e-08,2.2195055910947246e-18,3.727579397569357e-11,6.369569879399471e-07,1.8240800795012115e-07,1.5273048061945439e-13,2.8003492693066853e-54,1.161311164225136e-37,9.5206830425244e-25,3.22496502872207e-33
7.186117187506222e-10,0.05497191311922635,1.837622857282803e-07,0.938,0.0,0.0,0.0352142879116709,0.009999985373412505,0.0499987161650133,2.202027242277589e-35,2.666073200870693e-38,0.0019991772802004605,3.699600910386099e-54,2.65638817466901e-48,1.2835666760200333e-06,2.7075577799810777e-25,2.9484447405016088e-08,2.272817389495896e-18,3.70383105664265e-11,6.394572519224967e-07,1.8326239268721044e-07,1.5492419158411545e-13,2.9562027363538604e-54,1.1940195167195015e-37,9.796948553396316e-25,3.3979633036147793e-33
7.220664060879245e-10,0.05497191311922635,1.8461910651573643e-07,0.938,0.0,0.0,0.03521428356361226,0.009999985303098355,0.04999871616385615,2.330695084972716e-35,2.756370188762516e-38,0.0019991739307480545,3.924534045466031e-54,2.746384586779837e-48,1.2835665506917403e-06,2.7858466363249006e-25,2.962659293548698e-08,2.32714442679059e-18,3.680355136939982e-11,6.419526854609923e-07,1.8411640934017138e-07,1.571384246518087e-13,3.119865802861231e-54,1.227462000006883e-37,1.0079842866608169e-24,3.579345113083166e-33
7.255210934252267e-10,0.05497191311922635,1.8547555507064563e-07,0.938,0.0,0.0,0.03521427922111885,0.009999985232784225,0.049998716162701226,2.466214143093939e-35,2.849271708756863e-38,0.0019991705864863905,4.161887189509464e-54,2.8388944859493755e-48,1.2835664231058399e-06,2.866007415533195e-25,2.9768735771299263e-08,2.382500993686407e-18,3.657149736409551e-11,6.444432978989804e-07,1.849700563321012e-07,1.593732664376011e-13,3.2916874689633566e-54,1.2616515270967854e-37,1.0369491890429874e-24,3.7694735830032294e-33
7.289757807625289e-10,0.05497191311922635,1.863316298375222e-07,0.938,0.0,0.0,0.03521427488418429,0.009999985162470111,0.04999871616154834,2.6089139824125777e-35,2.944839883630033e-38,0.0019991672474077146,4.412277876575803e-54,2.9339738810505335e-48,1.2835662934302105e-06,2.9480755501156935e-25,2.9910875931978975e-08,2.438901510513639e-18,3.634212871675327e-11,6.469290985627722e-07,1.8582333208821194e-07,1.6162880339439982e-13,3.472030497133662e-54,1.2966011999015916e-37,1.0666023295378073e-24,3.968725707578584e-33
7.324304680998311e-10,0.05497191311922635,1.871873292637914e-07,0.938,0.0,0.0,0.03521427055280225,0.009999985092156015,0.04999871616039734,2.7591383343201077e-35,3.043138009110628e-38,0.001999163913504292,4.6763510210161285e-54,3.0316797616668917e-48,1.2835661618212764e-06,3.032086966773543e-25,3.005301343780204e-08,2.4963605277246857e-18,3.611542483024012e-11,6.494100967614299e-07,1.8667623503589016e-07,1.6390512181235318e-13,3.661271884917389e-54,1.3323243115867335e-37,1.0969566529879243e-24,4.1774928078913055e-33
7.358851554371334e-10,0.05497191311922635,1.8804265179979994e-07,0.938,0.0,0.0,0.03521426622696639,0.00999998502184194,0.04999871615924808,2.917245638991003e-35,3.1442305702505576e-38,0.0019991605847684,4.954780002011731e-54,3.132070112454417e-48,1.2835660284247674e-06,3.118078090786108e-25,3.019514830974707e-08,2.5548927263913428e-18,3.589136439203112e-11,6.518863017867507e-07,1.8752876360475436e-07,1.6620230781825523e-13,3.859803356998985e-54,1.3688343489196715e-37,1.1280252836095998e-24,4.3961810083728294e-33
7.393398427744356e-10,0.05497191311922635,1.888975958988278e-07,0.938,0.0,0.0,0.035214261906670465,0.009999984951527879,0.04999871615810042,3.0836096043520227e-35,3.2481832579218113e-38,0.0019991572611923335,5.248267780957759e-54,3.235203927653927e-48,1.283565893376434e-06,3.206085850416634e-25,3.0337280569449383e-08,2.6145129187007898e-18,3.566992542103855e-11,6.543577229132568e-07,1.8838091622671148e-07,1.6852044737495468e-13,4.068031869871208e-54,1.4061449946152381e-37,1.159821526583988e-24,4.625211724954523e-33
7.427945301117378e-10,0.05497191311922635,1.8975216001709915e-07,0.938,0.0,0.0,0.035214257591908146,0.009999984881213836,0.04999871615695425,3.2586197697097953e-35,3.355062985348297e-38,0.0019991539427684003,5.557548028581865e-54,3.341141225644966e-48,1.283565756802756e-06,3.2961476813547396e-25,3.047941023915532e-08,2.6752360484512097e-18,3.545108531410489e-11,6.568243693981811e-07,1.8923269133601292e-07,1.7085962628076334e-13,4.286380121206087e-54,1.4442701296771675e-37,1.192358869648545e-24,4.865022156846798e-33
7.4624921744904e-10,0.05497191311922635,1.9060634261379348e-07,0.938,0.0,0.0,0.035214253282673226,0.00999998481089981,0.04999871615580943,3.442682096590201e-35,3.4649379048538125e-38,0.0019991506294889222,5.883386308592965e-54,3.449943063758123e-48,1.2835656188215795e-06,3.388301531177319e-25,3.062153734167858e-08,2.7370771915451602e-18,3.5234820890509374e-11,6.592862504814571e-07,1.9008408736930853e-07,1.7321993016887078e-13,4.5152870804459005e-54,1.4832238357373747e-37,1.2256509846879942e-24,5.1160657983022334e-33
7.497039047863423e-10,0.05497191311922635,1.9146014215105655e-07,0.938,0.0,0.0,0.035214248978959445,0.009999984740585806,0.04999871615466589,3.636219586081894e-35,3.577877424815194e-38,0.001999147321346241,6.226581316514639e-54,3.561671553330751e-48,1.2835654795426899e-06,3.482585863787758e-25,3.076366190035828e-08,2.8000515564808096e-18,3.502110843459913e-11,6.61743375385711e-07,1.9093510276569892e-07,1.756014445067629e-13,4.7552085406190615e-54,1.523020397390858e-37,1.259711729342459e-24,5.3788129698785e-33
7.531585921236445e-10,0.05497191311922635,1.9231355709401152e-07,0.938,0.0,0.0,0.035214244680760586,0.009999984670271817,0.04999871615352349,3.8396729138770317e-35,3.693952226744086e-38,0.0019991440183327065,6.58796615550228e-54,3.6763898749137997e-48,1.2835653390683541e-06,3.579039663892965e-25,3.09057839390182e-08,2.8641744848418396e-18,3.480992373727918e-11,6.641957533162548e-07,1.9178573596678616e-07,1.7800425459564413e-13,5.0066176841237244e-54,1.5636743045253706e-37,1.2945551486172407e-24,5.6537513625477234e-33
7.566132794609467e-10,0.05497191311922635,1.9316658591076953e-07,0.938,0.0,0.0,0.03521424038807045,0.009999984599957846,0.04999871615238215,4.053501070589478e-35,3.8132342824050845e-38,0.001999140720440687,6.968409623243553e-54,3.7941622935207497e-48,1.2835651974938502e-06,3.6777024415163687e-25,3.1047903481926383e-08,2.929461451786958e-18,3.460124213717961e-11,6.66643393461078e-07,1.926359854167244e-07,1.804284455698604e-13,5.270005653683482e-54,1.605200254646695e-37,1.330195476492796e-24,5.941386585818438e-33
7.60067966798249e-10,0.05497191311922635,1.9401922707244063e-07,0.938,0.0,0.0,0.035214236100882895,0.009999984529643891,0.04999871615124177,4.278182032377936e-35,3.9357968711531105e-38,0.0019991374276625666,7.368817562180958e-54,3.915054174133046e-48,1.2835650549079481e-06,3.7786142364993914e-25,3.1190020553756554e-08,2.995928066537129e-18,3.439503855986434e-11,6.690863049908435e-07,1.9348584956226875e-07,1.8287410239632674e-13,5.54588214665203e-54,1.6476131551997158e-37,1.3666471375449274e-24,6.242242737699399e-33
7.635226541355512e-10,0.05497191311922635,1.9487147905314453e-07,0.938,0.0,0.0,0.035214231819191734,0.009999984459329954,0.04999871615010229,4.514213461062777e-35,4.0617145974782106e-38,0.001999134139990741,7.79013427149178e-54,4.0391319974465415e-48,1.2835649113933426e-06,3.8818156230082873e-25,3.1332135179551515e-08,3.0635900728606468e-18,3.4191287555210516e-11,6.715244970588844e-07,1.9433532685282164e-07,1.8534130987396032e-13,5.83477603259212e-54,1.690928125882903e-37,1.4039247485721678e-24,6.55686299593812e-33
7.669773414728534e-10,0.05497191311922635,1.9572334033002103e-07,0.938,0.0,0.0,0.03521422754299081,0.009999984389016035,0.04999871614896362,4.76211342387099e-35,4.191063408680052e-38,0.001999130857417622,8.233343960317898e-54,4.16646337576681e-48,1.28356476702706e-06,3.987347714081792e-25,3.1474247384687336e-08,3.1324633495568543e-18,3.398996333369223e-11,6.739579788012012e-07,1.9518441574047856e-07,1.8783015263311608e-13,6.137235986148276e-54,1.7351605009562416e-37,1.4420431202234267e-24,6.885810223235663e-33
7.704320288101556e-10,0.05497191311922635,1.9657480938324074e-07,0.938,0.0,0.0,0.03521422327227404,0.009999984318702136,0.049998716147825674,5.022421119081813e-35,4.323920612579911e-38,0.001999127579935637,8.699472213457429e-54,4.2971170689467316e-48,1.2835646218808613e-06,4.095252166197903e-25,3.1616357194838166e-08,3.2025639109394562e-18,3.379103980235734e-11,6.763867593364605e-07,1.9603311468007363e-07,1.9034071513502343e-13,6.453831125635379e-54,1.7803258315444158e-37,1.4810172586316712e-24,7.22966757686821e-33
7.738867161474579e-10,0.05497191311922635,1.9742588469601546e-07,0.938,0.0,0.0,0.03521421900703528,0.009999984248388253,0.04999871614668842,5.295697635344944e-35,4.4603648954544986e-38,0.001999124307537226,9.189587527810755e-54,4.4311630005777174e-48,1.2835644760216008e-06,4.205571183823307e-25,3.175846463594266e-08,3.273907907317537e-18,3.359449059891311e-11,6.788108477659947e-07,1.9688142212922244e-07,1.9287308167122805e-13,6.785151677227864e-54,1.826439887934575e-37,1.5208623670599134e-24,7.589039142121071e-33
7.773414034847601e-10,0.05497191311922635,1.982765647546085e-07,0.938,0.0,0.0,0.03521421474726845,0.009999984178074387,0.04999871614555176,5.582526743808643e-35,4.6004763401802545e-38,0.001999121040214844,9.704802917912609e-54,4.568672274419972e-48,1.283564329511555e-06,4.318347523997621e-25,3.1900569734172266e-08,3.3465116254743656e-18,3.3400289124052594e-11,6.812302531738039e-07,1.97729336548364e-07,1.9542733636303824e-13,7.131809664702512e-54,1.8735186618662142e-37,1.561593847543488e-24,7.964550588950625e-33
7.807960908220623e-10,0.05497191311922635,1.9912684804834505e-07,0.938,0.0,0.0,0.03521421049296748,0.009999984107760538,0.04999871614441566,5.883515712044317e-35,4.744336444509173e-38,0.0019991177779609625,1.0246277567524161e-53,4.7097171909801137e-48,1.2835641824087272e-06,4.433624500938558e-25,3.2042672515900464e-08,3.420391489144831e-18,3.320840857274203e-11,6.836449846265584e-07,1.9857685640080095e-07,1.9800356316097454e-13,7.494439615932385e-54,1.921578368813876e-37,1.6032273025394308e-24,8.35684984387735e-33
7.842507781593645e-10,0.05497191311922635,1.9997673306962254e-07,0.938,0.0,0.0,0.03521420624412629,0.009999984037446707,0.04999871614328007,6.199296124485234e-35,4.892028139382367e-38,0.001999114520768065,1.0815218495058146e-53,4.8543712641301246e-48,1.2835640347671508e-06,4.551445990650496e-25,3.2184773007672336e-08,3.495564059492485e-18,3.301882196522769e-11,6.860550511736022e-07,1.9942398015274003e-07,2.006018458442202e-13,7.873699275608384e-54,1.9706354502649933e-37,1.645778536587335e-24,8.766607766648654e-33
7.877054654966668e-10,0.05497191311922635,2.0082621831392057e-07,0.938,0.0,0.0,0.03521420200073886,0.009999983967132893,0.04999871614214491,6.53052474024792e-35,5.043635807468299e-38,0.0019991112686286506,1.1412882297988095e-53,5.002709237977276e-48,1.2835638866371635e-06,4.671856435545129e-25,3.2326871236175805e-08,3.5720460355842326e-18,3.283150217624341e-11,6.884604618469576e-07,2.0027070627333004e-07,2.0322226802007653e-13,8.270270346010582e-54,2.020706575991659e-37,1.6892635579718976e-24,9.194518852851869e-33
7.91160152833969e-10,0.05497191311922635,2.0167530227981116e-07,0.938,0.0,0.0,0.03521419776279913,0.009999983896819097,0.04999871614101016,6.877884387333975e-35,5.199245301914105e-38,0.001999108021535232,1.2040576974282561e-53,5.1548071039702826e-48,1.2835637380656515e-06,4.794900849093326e-25,3.246896722821469e-08,3.649854254862794e-18,3.264642196255686e-11,6.908612256613304e-07,2.0111703323469883e-07,2.058649131234232e-13,8.684859255749322e-54,2.071808646314056e-37,1.733698580382807e-24,9.641301961809558e-33
7.946148401712712e-10,0.05497191311922635,2.0252398346896854e-07,0.938,0.0,0.0,0.03521419353030111,0.009999983826505318,0.04999871613987577,7.242084880981155e-35,5.35894396523031e-38,0.0019991047794803373,1.2699663795148217e-53,5.310742118151111e-48,1.28356358909628e-06,4.9206248204745685e-25,3.261106101068247e-08,3.7290056936177844e-18,3.246355398954522e-11,6.932573516141195e-07,2.019629595119887e-07,2.085298644161815e-13,9.118197946827845e-54,2.123958794356634e-37,1.7791000245897898e-24,1.0107701061044528e-32
7.980695275085734e-10,0.05497191311922635,2.0337226038617925e-07,0.938,0.0,0.0,0.03521418930323877,0.009999983756191556,0.04999871613874171,7.623863949231302e-35,5.522820648213711e-38,0.0019991015424565073,1.3391559193179102e-53,5.470592818447731e-48,1.2835634397697223e-06,5.0490745192339055e-25,3.2753152610536555e-08,3.8095174674563734e-18,3.228287085751593e-11,6.956488486854226e-07,2.0280848358339183e-07,2.112172049867784e-13,9.571044668496111e-54,2.1771743882995686e-37,1.825484520127393e-24,1.0594485975927233e-32
8.015242148458757e-10,0.05497191311922635,2.0422013153935218e-07,0.938,0.0,0.0,0.035214185081606134,0.009999983685877812,0.049998716137607924,8.023988199903671e-35,5.690965729097624e-38,0.001999098310456298,1.4117736738464189e-53,5.634439042214862e-48,1.2835632901238656e-06,5.180296699986314e-25,3.289524205477396e-08,3.8914068317715905e-18,3.210434512634227e-11,6.980357258380464e-07,2.0365360393018384e-07,2.1392701774961552e-13,1.0044184801780908e-53,2.2314730336239594e-37,1.872868906968746e-24,1.1102453167546803e-32
8.049789021831779e-10,0.05497191311922635,2.0506759543952776e-07,0.938,0.0,0.0,0.03521418086539723,0.009999983615564085,0.049998716136474386,8.443254127843306e-35,5.863471132918016e-38,0.00199909508347228,1.4879729200423086e-53,5.802361944008204e-48,1.2835631401939968e-06,5.314338707113807e-25,3.303732937040875e-08,3.974691182208349e-18,3.1927949338553107e-11,7.004179920175168e-07,2.04498319036756e-07,2.1665938544454317e-13,1.0538431714569895e-53,2.2868725753492176e-37,1.921270237210325e-24,1.1632426538062715e-32
8.084335895204801e-10,0.05497191311922635,2.0591465060088838e-07,0.938,0.0,0.0,0.03521417665460608,0.009999983545250375,0.04999871613534106,8.882489148869311e-35,6.040430351014592e-38,0.0019990918614970366,1.5679130666669988e-53,5.974444013502621e-48,1.2835629900129747e-06,5.451248479460321e-25,3.3179414584450115e-08,4.059388055128081e-18,3.175365604152972e-11,7.027956561520904e-07,2.0534262739064602e-07,2.1941439063633704e-13,1.10546276366881e-53,2.3433911002635605e-37,1.970705776771372e-24,1.2185258254047687e-32
8.118882768577824e-10,0.05497191311922635,2.0676129554076727e-07,0.938,0.0,0.0,0.03521417244922675,0.009999983474936682,0.04999871613420792,9.342552641697485e-35,6.221938460570456e-38,0.001999088644523166,1.6517598678989898e-53,6.150769093450802e-48,1.2835628396114024e-06,5.5910745550562e-25,3.332149772388086e-08,4.1455151280729635e-18,3.1581437809473944e-11,7.05168727152767e-07,2.061865274825693e-07,2.221921157141761e-13,1.159364454237763e-53,2.4010469391497866e-37,2.021193007094834e-24,1.2761829575450487e-32
8.153429641950846e-10,0.05497191311922635,2.0760752877965886e-07,0.938,0.0,0.0,0.0352141682492533,0.009999983404623007,0.04999871613307495,9.824337035640247e-35,6.408092144381851e-38,0.0019990854325432805,1.7396856467074925e-53,6.331422397887114e-48,1.2835626890177847e-06,5.7338660758893845e-25,3.346357881563736e-08,4.233090220227721e-18,3.1411267263820796e-11,7.075372139133017e-07,2.0703001780644776e-07,2.249926428911248e-13,1.215638506625888e-53,2.4598586690054993e-37,2.072749626837617e-24,1.336305171520637e-32
8.187976515323868e-10,0.05497191311922635,2.0845334884122755e-07,0.938,0.0,0.0,0.035214164054679795,0.00999998333430935,0.04999871613194211,1.0328768942813367e-34,6.59898971084658e-38,0.0019990822255500067,1.8318695277493774e-53,6.516490530562359e-48,1.2835625382586643e-06,5.879672792636357e-25,3.360565788659086e-08,4.322131292879169e-18,3.1243117092232315e-11,7.099011253102212e-07,2.07873096859438e-07,2.2781605420362083e-13,1.2743783452614143e-53,2.5198451152566725e-37,2.1253935535835214e-24,1.3989866728674212e-32
8.22252338869689e-10,0.05497191311922635,2.0929875425231754e-07,0.938,0.0,0.0,0.035214159865500354,0.00999998326399571,0.04999871613080937,1.085681031981393e-34,6.794731114088819e-38,0.0019990790235359856,1.9284976765933787e-53,6.706061503521014e-48,1.2835623873587552e-06,6.0285450694179155e-25,3.374773496352963e-08,4.412656449874319e-18,3.107696006678084e-11,7.122604702028371e-07,2.08715763141958e-07,2.3066243151096517e-13,1.3356806526451184e-53,2.581025353965022e-37,2.179142925560603e-24,1.4643248422581602e-32
8.257070262069913e-10,0.05497191311922635,2.1014374354296196e-07,0.938,0.0,0.0,0.03521415568170904,0.009999983193682086,0.04999871612967671,1.1409459638191076e-34,6.995417974122877e-38,0.0019990758264938698,2.029763540840742e-53,6.900224755718506e-48,1.283562236341072e-06,6.1805338886003275e-25,3.3889810073141335e-08,4.5046839380780725e-18,3.0912769061930336e-11,7.146152574332632e-07,2.0955801515771389e-07,2.335318564948133e-13,1.3996454672627787e-53,2.6434187140304644e-37,2.2340161033540852e-24,1.5324203270052332e-32
8.291617135442935e-10,0.05497191311922635,2.1098831524639237e-07,0.938,0.0,0.0,0.0352141515033,0.00999998312336848,0.04999871612854412,1.1987753105439232e-34,7.201153597249935e-38,0.001999072634416328,2.1358681020909363e-53,7.099071171881233e-48,1.2835620852270458e-06,6.335690855600873e-25,3.403188324199667e-08,4.598232147828495e-18,3.075051707110123e-11,7.16965495826432e-07,2.1039985141372527e-07,2.3642441065867126e-13,1.4663762851446857e-53,2.7070447793898407e-37,2.290031671624049e-24,1.6033771358865067e-32
8.326164008815957e-10,0.05497191311922635,2.1183246789904767e-07,0.938,0.0,0.0,0.03521414733026733,0.009999983053054893,0.049998716127411566,1.2592765935085058e-34,7.41204299667591e-38,0.0019990694472960414,2.2470201384659734e-53,7.302693101595167e-48,1.2835619340366313e-06,6.494068203666775e-25,3.417395449653446e-08,4.6933196133897626e-18,3.059017722195072e-11,7.193111941901119e-07,2.1124127042034897e-07,2.3934017532739597e-13,1.5359801650534693e-53,2.7719233912103444e-37,2.3472084408405738e-24,1.67730273720346e-32
8.360710882188979e-10,0.05497191311922635,2.1267620004058347e-07,0.938,0.0,0.0,0.03521414316260519,0.009999982982741322,0.04999871612627905,1.3225613649247436e-34,7.628192913267206e-38,0.001999066265125707,2.363436494141573e-53,7.511184378535753e-48,1.2835617827884032e-06,6.655718798703822e-25,3.4316023863047315e-08,4.789965013403689e-18,3.043172279092682e-11,7.216523613149277e-07,2.1208227069130245e-07,2.422792316466996e-13,1.6085678360411658e-53,2.8380746500776337e-37,2.405565449013859e-24,1.7543081589514532e-32
8.395257755562002e-10,0.05497191311922635,2.135195102138809e-07,0.938,0.0,0.0,0.035214139000307725,0.009999982912427768,0.049998716125146545,1.3887453390878421e-34,7.849711836345825e-38,0.0019990630878980323,2.4853423509766534e-53,7.724640339737562e-48,1.2835616314996562e-06,6.820696144138953e-25,3.4458091367667484e-08,4.88818717134083e-18,3.027512721764687e-11,7.239890059743781e-07,2.129228507436866e-07,2.45241660582653e-13,1.6842538058826016e-53,2.9055189181790734e-37,2.4651219634237798e-24,1.8345080896475068e-32
8.429804628935024e-10,0.05497191311922635,2.1436239696505585e-07,0.938,0.0,0.0,0.0352141348433691,0.009999982842114228,0.04999871612401403,1.4579485291666314e-34,8.076710024720367e-38,0.0019990599156057415,2.612971512151316e-53,7.943157845104593e-48,1.2835614801864905e-06,6.989054385747423e-25,3.4600157036354005e-08,4.988005055949121e-18,3.0120364118002677e-11,7.263211369248564e-07,2.1376300909800723e-07,2.4822754292119606e-13,1.7631564734743446e-53,2.9742768214856607e-37,2.5258974823687818e-24,1.9180209827559965e-32
8.464351502308046e-10,0.05497191311922635,2.1520485884346777e-07,0.938,0.0,0.0,0.03521413069178347,0.009999982771800708,0.04999871612288149,1.5302953894000209e-34,8.309299527940335e-38,0.001999056748241571,2.7465666974898826e-53,8.166835297147425e-48,1.2835613288638952e-06,7.160848316505416e-25,3.4742220894880957e-08,5.089437781700212e-18,2.996740729611835e-11,7.286487629056724e-07,2.1460274427819583e-07,2.5123695926765045e-13,1.845398245178457e-53,3.044369251930119e-37,2.587911736913097e-24,2.0049691646120497e-32
8.498898375681068e-10,0.05497191311922635,2.1604689440172845e-07,0.938,0.0,0.0,0.035214126545545024,0.009999982701487204,0.049998716121748915,1.6059149608654964e-34,8.547594207689899e-38,0.001999053585798271,2.886379846529294e-53,8.395772660860784e-48,1.283561177545818e-06,7.336133381483412e-25,3.4884282968826346e-08,5.1925046092343114e-18,2.9816230755666165e-11,7.309718926390733e-07,2.1544205481162913e-07,2.5426999004623735e-13,1.9311056537397797e-53,3.115817369580775e-37,2.6511846926317004e-24,2.0954789446285014e-32
8.533445249054091e-10,0.05497191311922635,2.1688850219571088e-07,0.938,0.0,0.0,0.035214122404647975,0.009999982631173718,0.04999871612061629,1.6849410183116889e-34,8.791709759221632e-38,0.0019990504282686055,3.032672423904986e-53,8.630071483640614e-48,1.2835610262452425e-06,7.514965682743185e-25,3.502634328356113e-08,5.297224945804648e-18,2.966680871103139e-11,7.332905348302658e-07,2.1628093922914858e-07,2.573267154995945e-13,2.0204094781532224e-53,3.1886426048111583e-37,2.7157365513654468e-24,2.189680726212624e-32
8.567992122427113e-10,0.05497191311922635,2.1772968078455798e-07,0.938,0.0,0.0,0.03521411826908652,0.00999998256086025,0.04999871611948361,1.7675122231131525e-34,9.041763733028587e-38,0.001999047275645352,3.1857157380095872e-53,8.869834915440407e-48,1.2835608749742518e-06,7.697401984211316e-25,3.516840186423936e-08,5.4036183457194264e-18,2.951911559734839e-11,7.356046981674405e-07,2.1711939606507898e-07,2.604072156882986e-13,2.113444867837232e-53,3.2628666604705027e-37,2.781587752991386e-24,2.287709121572771e-32
8.602538995800135e-10,0.05497191311922635,2.185704287306912e-07,0.938,0.0,0.0,0.03521411413885488,0.009999982490546799,0.04999871611835087,1.853772282168488e-34,9.297875556742014e-38,0.001999044127921301,3.345791272560203e-53,9.115167729153142e-48,1.2835607237440922e-06,7.883499716612223e-25,3.531045873578934e-08,5.511704510781455e-18,2.937312607952469e-11,7.37914391321793e-07,2.1795742385724573e-07,2.6351157049039245e-13,2.210351471089477e-53,3.3385115140522375e-37,2.8487589771787775e-24,2.3897030703046737e-32
8.637085869173158e-10,0.05497191311922635,2.1941074459981903e-07,0.938,0.0,0.0,0.03521411001394727,0.009999982420233361,0.04999871611721804,1.9438701107213494e-34,9.560166557170181e-38,0.001999040985089257,3.5131910267125135e-53,9.366176341133161e-48,1.283560572565224e-06,8.073316982402794e-25,3.545251392290525e-08,5.6215032907262855e-18,2.922881506070549e-11,7.402196229475521e-07,2.187950211469914e-07,2.666398596009147e-13,2.311273566333602e-53,3.415599419859615e-37,2.9172711451565295e-24,2.49580596044323e-32
