Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),NOX2(52),N2X2(45),N2X(46),O2X2(70),OH(D)(31)
3.6119798578982966e-07,0.05913344287745208,1.1266231839450587e-06,0.938,0.0,0.0,0.03785655632839449,0.009988968246741751,0.049998680606439354,1.1796647747236734e-10,2.3559462128074266e-21,0.001998461047845832,3.5776917500657907e-25,4.183061838656529e-28,1.0767213874765795e-06,1.1544456733642987e-12,2.2306014387138124e-05,1.0901105452761173e-08,1.5855078278040134e-10,9.204880063559965e-07,6.066422028687138e-07,6.706490203662397e-10,1.7108173307243152e-28,2.5284829478457276e-21,4.5970414207507905e-12,2.3936579353067776e-12,1.8593548030025555e-12,1.1315820312910748e-21,1.946122905678211e-16
3.625566993278157e-07,0.05913344287745208,1.1277469301929802e-06,0.938,0.0,0.0,0.03785647208065002,0.00998892679638106,0.04999867982189091,1.1959396631561728e-10,2.3866811126914624e-21,0.0019984616058344746,3.657954879987474e-25,4.256057229212408e-28,1.0767189743944645e-06,1.1641182018578796e-12,2.2389701389493704e-05,1.0951328633336933e-08,1.591831500262172e-10,9.204855557067079e-07,6.06034281333721e-07,6.694225374594776e-10,1.741707087755262e-28,2.5636107475344083e-21,4.635547338242255e-12,2.4172033236038114e-12,1.8776534368693517e-12,1.1400888433765534e-21,1.9556786564523628e-16
3.637795415120031e-07,0.05913344287745208,1.1287577332220404e-06,0.938,0.0,0.0,0.037856396258518825,0.009988889491361239,0.04999867911682704,1.2107165363943793e-10,2.414579862485456e-21,0.0019984621066291603,3.7314270116925585e-25,4.322564786629693e-28,1.0767168026666257e-06,1.1728593403304704e-12,2.2465018051422088e-05,1.099654626729032e-08,1.597529280150921e-10,9.204833480721783e-07,6.054884979101943e-07,6.683266335565686e-10,1.7698682351468292e-28,2.595514382697474e-21,4.67034532318133e-12,2.4385093158267418e-12,1.8942117862588968e-12,1.1477720434422793e-21,1.9642915829933089e-16
3.6500238369619053e-07,0.05913344287745208,1.1297679919647203e-06,0.938,0.0,0.0,0.037856320437191594,0.009988852186630173,0.049998678412740895,1.2256166443541326e-10,2.442704575837007e-21,0.001998462606103507,3.8060843038124204e-25,4.389847428565396e-28,1.0767146309827657e-06,1.1816344692590128e-12,2.2540333157290293e-05,1.1041779775156729e-08,1.603233177700735e-10,9.204811384969968e-07,6.049439882573827e-07,6.672381594123465e-10,1.7983737092415685e-28,2.6276927863005114e-21,4.70527851840734e-12,2.4599246008416503e-12,1.9108551640779018e-12,1.1554808861218376e-21,1.9729165691671807e-16
3.6622522588037794e-07,0.05913344287745208,1.130777701004147e-06,0.938,0.0,0.0,0.03785624461667723,0.009988814882187858,0.049998677709634586,1.240640542480868e-10,2.4710563302274887e-21,0.001998463104258799,3.881941209117348e-25,4.457911057071839e-28,1.0767124593431813e-06,1.1904436030994409e-12,2.261564670498446e-05,1.108702914144006e-08,1.608943177176096e-10,9.204789269827598e-07,6.044007510733165e-07,6.661570357473185e-10,1.827226344092771e-28,2.6601472538696217e-21,4.740346980672441e-12,2.4814493808852638e-12,1.927583728323128e-12,1.1632153695984753e-21,1.9815535954934454e-16
3.6732578384614663e-07,0.05913344287745208,1.1316859646669995e-06,0.938,0.0,0.0,0.03785617637891669,0.009988781308436648,0.049998677077678445,1.2542683508703686e-10,2.4967679214327774e-21,0.001998463551471832,3.951250133899404e-25,4.519840959874856e-28,1.0767105049056523e-06,1.1984009095822552e-12,2.268342756392504e-05,1.1127767116304276e-08,1.6140873807928342e-10,9.204769349634035e-07,6.039129244902273e-07,6.651902445710905e-10,1.8534928890882503e-28,2.689593380280693e-21,4.7720242964533344e-12,2.5009154679785105e-12,1.942712400856627e-12,1.1701983261053579e-21,1.9893371973501342e-16
3.684263418119153e-07,0.05913344287745208,1.1325937747356354e-06,0.938,0.0,0.0,0.03785610814182832,0.009988747734919324,0.04999867644651923,1.2679972852437198e-10,2.5226650786016816e-21,0.0019984639976184104,4.021553251483965e-25,4.58241258791765e-28,1.076708550504445e-06,1.206385781958949e-12,2.2751207157496204e-05,1.1168517910093341e-08,1.6192365026161817e-10,9.204749413759508e-07,6.03426126597241e-07,6.642292879730218e-10,1.88004502021417e-28,2.719265112734724e-21,4.803811264554286e-12,2.5204705563390053e-12,1.957910316819638e-12,1.1772020488562184e-21,1.9971305215662217e-16
3.69526899777684e-07,0.05913344287745208,1.1335011272631437e-06,0.938,0.0,0.0,0.037856039905418616,0.009988714161635876,0.04999867581615851,1.2818277515627726e-10,2.5487485914078715e-21,0.0019984644426994753,4.0928613450980957e-25,4.645630283843589e-28,1.0767065961397782e-06,1.2143982304594625e-12,2.2818985484161493e-05,1.1209281509157325e-08,1.6243905310497062e-10,9.20472946221642e-07,6.029403564397647e-07,6.632741106562171e-10,1.9068848262242603e-28,2.7491633960359318e-21,4.835707925118672e-12,2.540114792507965e-12,1.973177590704632e-12,1.1842265365211792e-21,2.0049335537682598e-16
3.706274577434527e-07,0.05913344287745208,1.1344080183033657e-06,0.938,0.0,0.0,0.037855971669694094,0.009988680588586306,0.04999867518659781,1.2957601561138577e-10,2.575019250844519e-21,0.0019984648867159677,4.1651852765790765e-25,4.709498402860099e-28,1.0767046418118658e-06,1.2224382652155417e-12,2.28867625423859e-05,1.125005789913091e-08,1.6295494544541005e-10,9.204709495017416e-07,6.024556130615025e-07,6.623246580827611e-10,1.9340144030087605e-28,2.779289175081551e-21,4.8677143178993166e-12,2.559848322744418e-12,1.988514336786023e-12,1.1912717877687416e-21,2.0127462795281567e-16
3.717280157092214e-07,0.05913344287745208,1.135314443910951e-06,0.938,0.0,0.0,0.037855903434661255,0.009988647015770607,0.049998674557838685,1.3097949055055839e-10,2.6014778492225754e-21,0.0019984653296688326,4.238535986641125e-25,4.774021312699005e-28,1.0767026875209288e-06,1.2305058962620135e-12,2.2954538330635922e-05,1.1290847064946197e-08,1.634713261154431e-10,9.204689512175368e-07,6.019718955044648e-07,6.613808764599578e-10,1.9614358535740377e-28,2.8096433948512003e-21,4.899830482263157e-12,2.5796712930245874e-12,2.0039206691196762e-12,1.1983378012657164e-21,2.0205686843630438e-16
3.7282857367499007e-07,0.05913344287745208,1.1362204001414199e-06,0.938,0.0,0.0,0.0378558352003266,0.009988613443188776,0.049998673929882664,1.3239324066666296e-10,2.6281251801690434e-21,0.001998465771559015,4.3129244951412e-25,4.839203393576658e-28,1.0767007332671885e-06,1.2386011335394762e-12,2.3022312847379547e-05,1.1331648990845103e-08,1.6398819394367068e-10,9.204669513703386e-07,6.014892028089772e-07,6.604427127270103e-10,1.9891512880319705e-28,2.8402270003963946e-21,4.932056457200475e-12,2.5995838490412657e-12,2.019396701542468e-12,1.2054245756770524e-21,2.028400753735154e-16
3.7392913164075876e-07,0.05913344287745208,1.1371258830512157e-06,0.938,0.0,0.0,0.03785576696669663,0.009988579870840814,0.04999867330273129,1.3381730668435384e-10,2.6549620386252312e-21,0.001998466212387461,4.388361901344083e-25,4.9050490381538885e-28,1.076698779050856e-06,1.246723986890872e-12,2.3090086091086314e-05,1.137246366039152e-08,1.6450554775424252e-10,9.20464949961481e-07,6.010075340136907e-07,6.595101145420211e-10,2.0171628235742688e-28,2.8710409368300127e-21,4.964392281313171e-12,2.619586136203204e-12,2.0349425476717714e-12,1.2125321096661023e-21,2.0362424730516935e-16
3.7502968960652745e-07,0.05913344287745208,1.1380308886977686e-06,0.938,0.0,0.0,0.03785569873377786,0.009988546298726713,0.04999867267638609,1.3525172935985116e-10,2.681989220845008e-21,0.0019984666521551185,4.464859384186743e-25,4.971562651495797e-28,1.0766968248721514e-06,1.254874466062194e-12,2.315785806022731e-05,1.1413291056483202e-08,1.6502338636776268e-10,9.204629469923215e-07,6.005268881555913e-07,6.585830302692432e-10,2.0454725844488538e-28,2.902086149315825e-21,4.9968379928175956e-12,2.639678299634465e-12,2.0505583209049272e-12,1.219660401894593e-21,2.0440938276647188e-16
3.7613024757229613e-07,0.05913344287745208,1.1389354131395491e-06,0.938,0.0,0.0,0.03785563050157678,0.009988512726846472,0.049998672050848604,1.3669654948071983e-10,2.7092075243930478e-21,0.001998467090862939,4.542428202542012e-25,5.0387486510314005e-28,1.076694870731299e-06,1.26305258070664e-12,2.3225628753275182e-05,1.1454131161363439e-08,1.6554170860120367e-10,9.204609424642399e-07,6.000472642700112e-07,6.576614089665804e-10,2.0740827019508697e-28,2.933363583058206e-21,5.029393629558758e-12,2.659860484173712e-12,2.066244134418749e-12,1.2268094510223465e-21,2.0519548028710204e-16
3.772308055380648e-07,0.05913344287745208,1.139839452436129e-06,0.938,0.0,0.0,0.03785556227009989,0.009988479155200087,0.04999867142612037,1.3815180786564903e-10,2.7366177481430635e-21,0.001998467528511872,4.6210796954814835e-25,5.106611466513129e-28,1.0766929166285087e-06,1.2712583403803798e-12,2.3293398168704176e-05,1.1494983956632523e-08,1.6606051326691867e-10,9.204589363786392e-07,5.99568661390636e-07,6.567452003733681e-10,2.1029953143977907e-28,2.9648741832917597e-21,5.062059228995722e-12,2.6801328343735524e-12,2.0820001011689826e-12,1.2339792557076054e-21,2.0598253839120105e-16
3.783313635038335e-07,0.05913344287745208,1.1407430026482382e-06,0.938,0.0,0.0,0.0378554940393537,0.009988445583787559,0.04999867080220292,1.3961754536423084e-10,2.764220692276038e-21,0.0019984679651028725,4.700825282537684e-25,5.175155539976134e-28,1.076690962563997e-06,1.2794917545423256e-12,2.3361166304990143e-05,1.1535849423258888e-08,1.665797991736132e-10,9.204569287369453e-07,5.990910785495167e-07,6.558343548984469e-10,2.13221256710233e-28,2.9966188952709417e-21,5.094834828201338e-12,2.7004954944999088e-12,2.0978263338897614e-12,1.2411698146070651e-21,2.0677055559735965e-16
3.794319214696022e-07,0.05913344287745208,1.1416460598378212e-06,0.938,0.0,0.0,0.0378554258093447,0.00998841201260888,0.04999867017909776,1.4109380285673935e-10,2.7920171582784366e-21,0.0019984684006368924,4.781676463965418e-25,5.24438532569746e-28,1.0766890085379923e-06,1.2877528325601867e-12,2.3428933160610575e-05,1.1576727541590027e-08,1.6709956512675175e-10,9.204549195406049e-07,5.986145147770794e-07,6.549288236085119e-10,2.1617366123645135e-28,3.028598664260036e-21,5.12772046388303e-12,2.720948608531293e-12,2.1137229450931267e-12,1.2483811263754634e-21,2.0755953041860832e-16
3.805324794353709e-07,0.05913344287745208,1.1425486200680958e-06,0.938,0.0,0.0,0.03785535758007937,0.009988378441664048,0.049998669556806444,1.425806212539094e-10,2.820007948940423e-21,0.00199846883511489,4.863644821002361e-25,5.314305290155034e-28,1.0766870545507032e-06,1.2960415837054726e-12,2.3496698734044596e-05,1.1617618291363203e-08,1.6761980992705305e-10,9.204529087910884e-07,5.981389691021343e-07,6.54028558216716e-10,2.1915696094483525e-28,3.060814435522977e-21,5.1607161723653115e-12,2.7414923201581354e-12,2.1296900470684804e-12,1.2556131896659553e-21,2.083494613624067e-16
3.8163303740113957e-07,0.05913344287745208,1.1434506794036098e-06,0.938,0.0,0.0,0.03785528935156425,0.009988344870953061,0.04999866893533049,1.440780414967152e-10,2.8481938683540587e-21,0.0019984692685378206,4.946742016128911e-25,5.38491991198654e-28,1.0766851006023437e-06,1.3043580171516217e-12,2.3564463023773e-05,1.1658521651715942e-08,1.6814053237129348e-10,9.204508964898888e-07,5.976644405518865e-07,6.531335110715136e-10,2.2217137245510076e-28,3.0932671543130187e-21,5.193821989584054e-12,2.7621267727821436e-12,2.1457277518819953e-12,1.2628660031302632e-21,2.091403469306319e-16
3.8273359536690826e-07,0.05913344287745208,1.1443522339102996e-06,0.938,0.0,0.0,0.037855221123805786,0.009988311300475915,0.049998668314671424,1.45586104556149e-10,2.876575721911496e-21,0.001998469700906645,5.0309797933272505e-25,5.456233681948107e-28,1.0766831466931445e-06,1.3127021419825447e-12,2.3632226028278288e-05,1.1699437601196244e-08,1.6866173125352604e-10,9.204488826385186e-07,5.971909281519475e-07,6.522436351457476e-10,2.2521711307952215e-28,3.1259577658629512e-21,5.227037951115946e-12,2.7828521095155356e-12,2.1618361713761365e-12,1.2701395654180873e-21,2.0993218561956886e-16
3.8383415333267695e-07,0.05913344287745208,1.1452532796555466e-06,0.938,0.0,0.0,0.0378551528968105,0.009988277730232609,0.04999866769483077,1.4710485143299966e-10,2.905154316303165e-21,0.0019984701322223217,5.116369978339598e-25,5.528251102872869e-28,1.0766811928233153e-06,1.321073967187152e-12,2.3699987746044646e-05,1.1740366117772677e-08,1.6918340536308188e-10,9.204468672385142e-07,5.967184309263433e-07,6.513588840259735e-10,2.282944008208477e-28,3.1588872153752064e-21,5.260364092158998e-12,2.803668473180354e-12,2.1780154171691044e-12,1.2774338751775141e-21,2.1072497591990176e-16
3.8493471129844564e-07,0.05913344287745208,1.1461538127082327e-06,0.938,0.0,0.0,0.03785508467058487,0.009988244160223137,0.04999866707581004,1.4863432315763087e-10,2.9339304595159463e-21,0.001998470562485814,5.202924478925729e-25,5.600976689629384e-28,1.0766792389930653e-06,1.3294735016548778e-12,2.3767748175558004e-05,1.1781307178844217e-08,1.6970555348475972e-10,9.20444850291434e-07,5.96246947897524e-07,6.504792119020161e-10,2.3140345436884346e-28,3.192056448011484e-21,5.29380044751807e-12,2.82457600630784e-12,2.194265600654226e-12,1.2847489310553527e-21,2.1151871631670272e-16
3.860352692642143e-07,0.05913344287745208,1.1470538291388002e-06,0.938,0.0,0.0,0.03785501644513537,0.009988210590447497,0.04999866645761077,1.5017456078975938e-10,2.9629049608313447e-21,0.0019984709916980848,5.290655285119648e-25,5.6744149690798805e-28,1.0766772852026265e-06,1.337900754187318e-12,2.3835507315306044e-05,1.1822260761249861e-08,1.7022817440122197e-10,9.204428317988561e-07,5.957764780863784e-07,6.496045735567531e-10,2.3454449309947827e-28,3.225466408883175e-21,5.3273470516451995e-12,2.8455748511376447e-12,2.2105868329994734e-12,1.292084731696323e-21,2.1231340528942246e-16
3.87135827229983e-07,0.05913344287745208,1.1479533250193063e-06,0.938,0.0,0.0,0.03785494822046851,0.009988177020905686,0.04999866584023448,1.5172560541823303e-10,2.992078630823644e-21,0.001998471419860098,5.379574469485482e-25,5.748570480038402e-28,1.0766753314522129e-06,1.3463557334928646e-12,2.39032651637782e-05,1.1863226841278074e-08,1.7075126689077457e-10,9.204408117623802e-07,5.953070205122398e-07,6.487349243561178e-10,2.37717737073171e-28,3.2591180430419027e-21,5.361003938619979e-12,2.866665149617117e-12,2.2269792251469233e-12,1.299441275743454e-21,2.1310904131188358e-16
3.8812632939917486e-07,0.05913344287745208,1.1487624229963625e-06,0.938,0.0,0.0,0.03785488681894286,0.009988146808517975,0.04999866528530069,1.5313081954896726e-10,3.0185058940154216e-21,0.001998471804308739,5.460627843433391e-25,5.815927433768279e-28,1.0766735731112302e-06,1.3539889283738443e-12,2.396424612211523e-05,1.1900106978736922e-08,1.7122245231210424e-10,9.204389924108602e-07,5.948853733463905e-07,6.479564693662406e-10,2.4060137456068563e-28,3.2896119254739574e-21,5.391389456574164e-12,2.88572472820257e-12,2.241793311221573e-12,1.3060798998757837e-21,2.1382592219369856e-16
3.891168315683667e-07,0.05913344287745208,1.1495710932865142e-06,0.938,0.0,0.0,0.0378548254180611,0.009988116596319664,0.04999866473103585,1.5454485064647648e-10,3.045095734172337e-21,0.0019984721879081585,5.542662567218472e-25,5.883872356651807e-28,1.0766718148029996e-06,1.3616445951280361e-12,2.4025226032198022e-05,1.193699720158298e-08,1.7169401781777716e-10,9.204371718112938e-07,5.944645445798532e-07,6.471819881574156e-10,2.435114384776158e-28,3.320303017540913e-21,5.421864355231023e-12,2.9048586020508116e-12,2.256665206972901e-12,1.3127353240756274e-21,2.1454356782450008e-16
3.9010733373755855e-07,0.05913344287745208,1.1503793330298748e-06,0.938,0.0,0.0,0.03785476401782798,0.009988086384310741,0.049998664177441046,1.5596772872417118e-10,3.0718487448816075e-21,0.001998472570659064,5.625687614222559e-25,5.952408582148428e-28,1.0766700565276884e-06,1.3693227399145877e-12,2.4086204892929134e-05,1.1973897491423153e-08,1.7216596251063696e-10,9.204353499648898e-07,5.940445334945365e-07,6.464114493643133e-10,2.464480906604993e-28,3.35119200802173e-21,5.452428658677945e-12,2.9240668740313585e-12,2.2715949928060834e-12,1.3194075473499968e-21,2.1526197707997408e-16
3.910978359067504e-07,0.05913344287745208,1.1511871393677583e-06,0.938,0.0,0.0,0.037854702618248234,0.009988056172491213,0.04999866362451739,1.573994838140208e-10,3.098765520574003e-21,0.001998472952562163,5.709712012608769e-25,6.021539451453938e-28,1.0766682982854353e-06,1.3770233688149083e-12,2.414718270321232e-05,1.2010807829525688e-08,1.7263828548731882e-10,9.204335268728749e-07,5.936253393713523e-07,6.456448219804366e-10,2.494114933877969e-28,3.38227958563166e-21,5.483082390701455e-12,2.943349646820309e-12,2.286582748976559e-12,1.3260965687060274e-21,2.159811488320937e-16
3.9198928785902303e-07,0.05913344287745208,1.1519137921484628e-06,0.938,0.0,0.0,0.037854647359188975,0.009988028982015566,0.04999866312746082,1.586956780765526e-10,3.123131129733654e-21,0.001998473295550663,5.786195922627168e-25,6.084268421998233e-28,1.0766667158958088e-06,1.383973163730773e-12,2.4202061833429174e-05,1.2044035709331467e-08,1.7306369885251315e-10,9.204318850260869e-07,5.9324876256799e-07,6.449581762479239e-10,2.52101562037671e-28,3.410428766643218e-21,5.510747230458645e-12,2.9607679252269958e-12,2.3001213603787148e-12,1.3321310494640069e-21,2.1662905440832092e-16
3.927915946160684e-07,0.05913344287745208,1.152567475796234e-06,0.938,0.0,0.0,0.037854597626494235,0.009988004510718641,0.049998662680576136,1.5986843961495096e-10,3.145174364796977e-21,0.0019984736036540805,5.855735335841381e-25,6.141140657333867e-28,1.0766652917682576e-06,1.3902435583104202e-12,2.4251452321719182e-05,1.2073947735209349e-08,1.7344683169145247e-10,9.20430406502939e-07,5.929104082990082e-07,6.443428644284224e-10,2.5454136088891824e-28,3.435901452872558e-21,5.535707550424167e-12,2.9764961039426686e-12,2.312346361657621e-12,1.33757371436849e-21,2.1721269602624672e-16
3.935939013731138e-07,0.05913344287745208,1.1532208700079514e-06,0.938,0.0,0.0,0.03785454789423655,0.009987980039545975,0.049998662234133746,1.610470788189893e-10,3.167326105742775e-21,0.0019984739112025125,5.925946656262478e-25,6.198409004464688e-28,1.076663867662678e-06,1.3965287153473818e-12,2.4300842118865205e-05,1.210386631936123e-08,1.7383021111213357e-10,9.20428927164767e-07,5.925725887570981e-07,6.437300649037973e-10,2.5699900075686867e-28,3.461505656436855e-21,5.560726586035496e-12,2.9922733445630586e-12,2.3246095394792076e-12,1.3430273987242777e-21,2.1779683590034945e-16
3.943962081301592e-07,0.05913344287745208,1.1538739732668471e-06,0.938,0.0,0.0,0.03785449816241843,0.00998795556849756,0.04999866178813423,1.622316116839628e-10,3.1895866700916206e-21,0.0019984742181963365,5.996834787724575e-25,6.256075253790885e-28,1.076662443579156e-06,1.4028286379640881e-12,2.4350231224287014e-05,1.2133791451203485e-08,1.7421383663078703e-10,9.204274470122473e-07,5.922353035582266e-07,6.431197618621745e-10,2.5947456872924e-28,3.487241743200721e-21,5.585804349494246e-12,3.0080997012807308e-12,2.3369109362056236e-12,1.3484921020011337e-21,2.1838147342399447e-16
3.9511828421150003e-07,0.05913344287745208,1.154461516182052e-06,0.938,0.0,0.0,0.03785445340416005,0.009987933544660226,0.0499986613871138,1.6330274356888264e-10,3.20971448473681e-21,0.0019984744940169,6.061216851733634e-25,6.308316566971471e-28,1.0766611619229216e-06,1.4085111954505053e-12,2.439468082726334e-05,1.2160729659279596e-08,1.7455930961181243e-10,9.204261141792759e-07,5.919322034248033e-07,6.425726106655691e-10,2.617179805637218e-28,3.510517283780048e-21,5.608424558920465e-12,3.022385461312153e-12,2.3480149053829415e-12,1.3534197556891407e-21,2.189080721829542e-16
3.9584036029284085e-07,0.05913344287745208,1.1550488210924646e-06,0.938,0.0,0.0,0.03785440864626155,0.009987911520923534,0.049998660986453,1.6437867395304789e-10,3.2299309358032167e-21,0.0019984747693888123,6.126154732679771e-25,6.360882943630451e-28,1.0766598802846833e-06,1.4142057177997858e-12,2.4439129869051325e-05,1.2187673154395498e-08,1.7490498118583027e-10,9.204247806877371e-07,5.916295355172948e-07,6.420274576050364e-10,2.6397604860846696e-28,3.533900212730398e-21,5.631092356435027e-12,3.03671108859797e-12,2.3591498969241023e-12,1.3583563338864879e-21,2.1943507310086527e-16
3.9656243637418167e-07,0.05913344287745208,1.1556358868935932e-06,0.938,0.0,0.0,0.03785436388872479,0.009987889497287484,0.049998660586152245,1.654594145130085e-10,3.2502362555125074e-21,0.0019984750443123507,6.191652055148209e-25,6.4137756957697545e-28,1.0766585986645024e-06,1.419912207233402e-12,2.448357834922912e-05,1.2214621928555763e-08,1.7525085099797738e-10,9.204234465381361e-07,5.913272995548815e-07,6.414842914505274e-10,2.662488367408536e-28,3.557390796683893e-21,5.653807750714716e-12,3.051076622469475e-12,2.370315941575733e-12,1.3633018362057303e-21,2.1996247573214967e-16
3.972845124555225e-07,0.05913344287745208,1.1562227124813473e-06,0.938,0.0,0.0,0.037854319131551586,0.009987867473752078,0.04999866018621197,1.6654497693030365e-10,3.2706306763224405e-21,0.0019984753187877896,6.257712459478877e-25,6.466996137527774e-28,1.076657317062442e-06,1.4256306659546809e-12,2.452802626737527e-05,1.224157597367854e-08,1.7559691869311153e-10,9.20422111730982e-07,5.910254952564765e-07,6.409431010636437e-10,2.6853640896103683e-28,3.580989302244084e-21,5.67657075036439e-12,3.0654821022024863e-12,2.3815130700415633e-12,1.368256262259214e-21,2.2049027963017252e-16
3.980065885368633e-07,0.05913344287745208,1.1568092967520477e-06,0.938,0.0,0.0,0.037854274374743764,0.009987845450317312,0.04999865978663258,1.676353728914351e-10,3.2911144309266312e-21,0.001998475592815407,6.324339601796466e-25,6.520545585174105e-28,1.076656035478562e-06,1.431361096149774e-12,2.457247362306866e-05,1.226853528159649e-08,1.7594318391500902e-10,9.204207762667873e-07,5.907241223407241e-07,6.404038753966648e-10,2.708388293915498e-28,3.604695995984779e-21,5.6993813639207205e-12,3.0799275670172685e-12,2.392741312982358e-12,1.3732196116589872e-21,2.2101848434724187e-16
3.9872866461820413e-07,0.05913344287745208,1.1573956386024304e-06,0.938,0.0,0.0,0.03785422961830316,0.009987823426983188,0.04999865938741452,1.6873061408783958e-10,3.311687752254317e-21,0.0019984758663954797,6.391537154040384e-25,6.574425357104256e-28,1.0766547539129237e-06,1.4371034999878468e-12,2.461692041588854e-05,1.2295499844057693e-08,1.7628964630680833e-10,9.204194401460685e-07,5.904231805260038e-07,6.398666034915921e-10,2.7315616227711388e-28,3.628511144448913e-21,5.722239599852568e-12,3.0944130560784322e-12,2.404000701015848e-12,1.378191884016803e-21,2.2154708943460761e-16
3.9945074069954495e-07,0.05913344287745208,1.1579817369296553e-06,0.938,0.0,0.0,0.037854184862231584,0.009987801403749701,0.04999865898855819,1.6983071221586187e-10,3.3323508734701205e-21,0.0019984761395282834,6.459308803994651e-25,6.6286367738343975e-28,1.076653472365588e-06,1.4428578796210117e-12,2.4661366645414563e-05,1.2322469652726572e-08,1.76636305511087e-10,9.204181033693463e-07,5.901226695304301e-07,6.393312744792049e-10,2.754884719843647e-28,3.652435014147467e-21,5.74514546656091e-12,3.1089386084948523e-12,2.4152912647166657e-12,1.383173078944122e-21,2.220760944424609e-16
4.001728167808858e-07,0.05913344287745208,1.158567590631313e-06,0.938,0.0,0.0,0.03785414010653086,0.009987779380616856,0.04999865859006402,1.709356789767276e-10,3.35310402797381e-21,0.001998476412214096,6.527658255317733e-25,6.683181157996043e-28,1.0766521908366155e-06,1.4486242371843686e-12,2.4705812311226714e-05,1.2349444699184767e-08,1.7698316116966253e-10,9.20416765937144e-07,5.898225890718536e-07,6.387978775781274e-10,2.778358230015606e-28,3.676467871558367e-21,5.768098972378939e-12,3.1235042633195815e-12,2.426613034616278e-12,1.3881631960521091e-21,2.226054989199334e-16
4.008948928622266e-07,0.05913344287745208,1.1591531986054292e-06,0.938,0.0,0.0,0.03785409535120281,0.009987757357584646,0.04999865819193245,1.7204552607651618e-10,3.37394744940007e-21,0.001998476684453196,6.596589227572297e-25,6.73805983433077e-28,1.0766509093260671e-06,1.454402574796022e-12,2.47502574129054e-05,1.2376424974932033e-08,1.773302129236765e-10,9.204154278499892e-07,5.895229388678633e-07,6.382664020939093e-10,2.8019827993831376e-28,3.700609983125367e-21,5.7911001255721435e-12,3.13811005954976e-12,2.4379660412029092e-12,1.3931622349516402e-21,2.231353024150975e-16
4.016169689435674e-07,0.05913344287745208,1.1597385597504749e-06,0.938,0.0,0.0,0.03785405059624926,0.009987735334653072,0.04999865779416388,1.7316026522613326e-10,3.394881371618255e-21,0.00199847695624586,6.6661054562549135e-25,6.793274129684907e-28,1.0766496278340046e-06,1.4601928945570925e-12,2.4794701950031355e-05,1.2403410471387123e-08,1.7767746041363046e-10,9.204140891084127e-07,5.892237186357876e-07,6.377368374181163e-10,2.825759075253166e-28,3.7248616152569484e-21,5.814148934338357e-12,3.1527560361265326e-12,2.4493503149214857e-12,1.3981701952532935e-21,2.2366550447496427e-16
4.030611211062491e-07,0.05913344287745208,1.1609085371494938e-06,0.938,0.0,0.0,0.037853961087472944,0.00998769128909183,0.04999865699971743,1.754044665424453e-10,3.437021655079749e-21,0.001998477498492993,6.8069087047375615e-25,6.904714895328542e-28,1.0766470649055778e-06,1.4718094888471627e-12,2.4883589328950056e-05,1.2457397091695852e-08,1.7837254115991905e-10,9.204114096641385e-07,5.886265669553965e-07,6.366833984828159e-10,2.873769341765654e-28,3.773694506664878e-21,5.860389551043309e-12,3.1821686858039195e-12,2.4722127853172267e-12,1.4082128785038332e-21,2.2472710247154646e-16
4.045052732689308e-07,0.05913344287745208,1.162077514025261e-06,0.938,0.0,0.0,0.037853871580216476,0.009987647243933123,0.04999865620672805,1.7766837670840579e-10,3.479526753997514e-21,0.0019984780389577226,6.950098204540068e-25,7.017514111590325e-28,1.0766445020518218e-06,1.4834740365245721e-12,2.4972474444636567e-05,1.2511404489873266e-08,1.7906840051899823e-10,9.20408727608646e-07,5.88031131764141e-07,6.356374775913348e-10,2.922394232118596e-28,3.8229686763031215e-21,5.9068208867261105e-12,3.211742522757626e-12,2.4952006884942066e-12,1.418291242682556e-21,2.257902892645414e-16
4.059494254316125e-07,0.05913344287745208,1.1632454815821959e-06,0.938,0.0,0.0,0.037853782074494434,0.009987603199176942,0.04999865541519911,1.7995208958223896e-10,3.5223985477502085e-21,0.0019984785776422796,7.095704416268055e-25,7.131682468468497e-28,1.076641939273223e-06,1.495186553788684e-12,2.506135729375083e-05,1.2565432594439774e-08,1.7976503559064312e-10,9.204060429463155e-07,5.874374107913927e-07,6.345989928828661e-10,2.971638968071913e-28,3.872686254058715e-21,5.9534430045410025e-12,3.241477856492022e-12,2.5183142664459125e-12,1.4284052846636513e-21,2.2685506119180884e-16
4.073935775942942e-07,0.05913344287745208,1.1644124310324603e-06,0.938,0.0,0.0,0.037853692570321326,0.009987559154823281,0.04999865462513394,1.8225569909677967e-10,3.565638919448192e-21,0.0019984791145488986,7.243758058296237e-25,7.247230689124778e-28,1.0766393765702663e-06,1.5069470565687566e-12,2.5150237872959067e-05,1.261948133270005e-08,1.804624434640337e-10,9.204033556815836e-07,5.868454017624773e-07,6.335678637896628e-10,3.021508790490074e-28,3.92284936915034e-21,6.000255966566254e-12,3.2713749956072005e-12,2.5415537604664596e-12,1.4385550013166978e-21,2.279214145741934e-16
