Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),NOX2(52),N2X2(45),N2X(46),O2X2(70),OH(D)(31)
2.3712739269608133e-09,0.05913344287745208,5.372536530295366e-07,0.938,0.0,0.0,0.03787943961068272,0.009999927488699338,0.04999892086661742,2.0210022694513153e-27,1.5589023081564058e-32,0.0019985964554568823,3.5297919150867774e-45,9.335331789849431e-42,1.077377845313281e-06,2.5748568643315047e-21,1.4674454582023296e-07,3.726361222498437e-15,3.3592761082346516e-11,8.697802444715127e-07,5.337524297329767e-07,1.1865184400859608e-11,5.0615793698276e-46,1.0411322656515258e-32,1.0346383539933665e-20,1.7744090620711444e-26,1.2734668296215648e-26,4.89454700040201e-26,2.8959877448922528e-18
2.3804115150470863e-09,0.05913344287745208,5.386852721238616e-07,0.938,0.0,0.0,0.03787943562781096,0.009999927209293871,0.0499989208599761,2.111683656776114e-27,1.5997833479425716e-32,0.0019985944696564806,3.6912084635921016e-45,9.587079074152569e-42,1.0773777297140213e-06,2.652874692321839e-21,1.4731020252978266e-07,3.7939846188581555e-15,3.350390501970549e-11,8.703481483990561e-07,5.351702063440746e-07,1.1984980741552925e-11,5.26421633838503e-46,1.0655280392144018e-32,1.0503380932171575e-20,1.8462888771949725e-26,1.3254684054220935e-26,4.932345650952169e-26,2.900677835576775e-18
2.3895491031333593e-09,0.05913344287745208,5.401114141816161e-07,0.938,0.0,0.0,0.03787943166217967,0.009999926929888466,0.04999892085333428,2.20603984346369e-27,1.6416093478029837e-32,0.001998592495619855,3.859647068174099e-45,9.844651412531662e-42,1.0773776146156243e-06,2.6804109451660115e-21,1.47875858244347e-07,3.862543900808635e-15,3.341590756254932e-11,8.709097653557514e-07,5.365825055136002e-07,1.2105410983163139e-11,5.516687542563116e-46,1.0894891499736573e-32,1.0838515963676358e-20,1.9207656413033587e-26,1.3793642379106688e-26,4.97033402717542e-26,2.9053544911454788e-18
2.3977729324110054e-09,0.05913344287745208,5.413902646794362e-07,0.938,0.0,0.0,0.03787942810778355,0.009999926678423662,0.04999892084735623,2.2942120556402733e-27,1.6800071597149706e-32,0.001998590728981911,4.018342621991158e-45,1.0081352322782577e-41,1.0773775114533046e-06,2.7413019817800926e-21,1.4838494754581414e-07,3.925054812361515e-15,3.333743511938267e-11,8.714099027639127e-07,5.378488970585746e-07,1.221433952707518e-11,5.756315065699684e-46,1.1110939314008444e-32,1.1024585343287112e-20,1.9900830764184036e-26,1.429540077431695e-26,5.0046235836682374e-26,2.9095520990224375e-18
2.4059967616886514e-09,0.05913344287745208,5.426646891426162e-07,0.938,0.0,0.0,0.037879424567224956,0.00999992642695891,0.04999892084137777,2.3855681257889324e-27,1.7191628585707077e-32,0.0019985889717557465,4.1843583838906124e-45,1.0322631616343212e-41,1.0773774086929677e-06,2.7997236340544e-21,1.488940360581043e-07,3.988337290750165e-15,3.3259641814094036e-11,8.719050542551159e-07,5.39110862227665e-07,1.2323780292189732e-11,6.026274376517193e-46,1.132404017449673e-32,1.1225221272458347e-20,2.061632200021853e-26,1.4813445571719386e-26,5.0390246188569664e-26,2.9137390186358328e-18
2.4133982080385327e-09,0.05913344287745208,5.438078910745082e-07,0.938,0.0,0.0,0.03787942139250391,0.009999926200640679,0.04999892083599683,2.470595500575204e-27,1.7550597916493883e-32,0.0019985873982540335,4.3400935182918154e-45,1.0543739962336773e-41,1.0773773165509174e-06,2.8514526421260738e-21,1.4935221505084136e-07,4.0459564926887565e-15,3.319020225384892e-11,8.723464687058604e-07,5.402428504981135e-07,1.2422714431434155e-11,6.252013157246253e-46,1.1521464610459668e-32,1.141403754517195e-20,2.1279865501788276e-26,1.529399392059684e-26,5.0700920677137193e-26,2.9174981825426576e-18
2.420799654388414e-09,0.05913344287745208,5.44947515756882e-07,0.938,0.0,0.0,0.037879418228899474,0.00999992597432249,0.049998920830615565,2.5583616206714695e-27,1.7915837345699965e-32,0.0019985858322919183,4.501365580723467e-45,1.07687296513141e-41,1.077377224731794e-06,2.9075657795148743e-21,1.4981039341622141e-07,4.1042105248752886e-15,3.312130124061569e-11,8.7278392067908e-07,5.413712612334201e-07,1.2522062534058626e-11,6.450833447732008e-46,1.1727230482980297e-32,1.1593201691248212e-20,2.1962465848604217e-26,1.5788455827918884e-26,5.1012544196610733e-26,2.9212488273698956e-18
2.4282011007382954e-09,0.05913344287745208,5.460835669951888e-07,0.938,0.0,0.0,0.03787941507636849,0.009999925748004346,0.04999892082523397,2.6489452065232828e-27,1.828752769292617e-32,0.001998584273830052,4.6674302067849026e-45,1.0997787952969508e-41,1.0773771332343368e-06,2.9572049052325127e-21,1.502685711597544e-07,4.163104048946187e-15,3.30529334144768e-11,8.732174457241346e-07,5.424960982347996e-07,1.2621824146024362e-11,6.6301005963519095e-46,1.1941555568497971e-32,1.1799465483135153e-20,2.266460328899799e-26,1.6297184829306237e-26,5.132512897866358e-26,2.924991017661996e-18
2.438022834364015e-09,0.05913344287745208,5.475855985269122e-07,0.938,0.0,0.0,0.03787941090997731,0.009999925447679794,0.0499989208180921,2.7736383502561197e-27,1.8790805511143637e-32,0.001998582217261387,4.8946467089272093e-45,1.1308288332650755e-41,1.077377012311531e-06,3.0215073436361855e-21,1.5087657296103963e-07,4.24225129839826e-15,3.296302335406367e-11,8.737867315256421e-07,5.439832479977878e-07,1.275484565329441e-11,6.8721896948320124e-46,1.2234505742260138e-32,1.2086622987051763e-20,2.3627347280703945e-26,1.699491680531936e-26,5.174144085025924e-26,2.929943967220271e-18
2.4478445679897344e-09,0.05913344287745208,5.490813534554245e-07,0.938,0.0,0.0,0.03787940676291034,0.009999925147355317,0.04999892081094969,2.903629335644158e-27,1.9305484813118276e-32,0.0019985801737407156,5.1296240630775814e-45,1.1626508504595092e-41,1.0773768919500378e-06,3.113734007958303e-21,1.514845736893814e-07,4.3225440561653506e-15,3.287403072393951e-11,8.743492457360609e-07,5.454641206303417e-07,1.2888593415851066e-11,7.138076594720338e-46,1.2534238399542834e-32,1.2288817708827168e-20,2.4626535219588218e-26,1.7719274818574474e-26,5.215940459886807e-26,2.9348822889766623e-18
2.457666301615454e-09,0.05913344287745208,5.50570841144114e-07,0.938,0.0,0.0,0.037879402635068345,0.009999924847030918,0.04999892080380672,3.0391187586582017e-27,1.9832174857458678e-32,0.0019985781431781863,5.374787831192548e-45,1.1952361689538252e-41,1.0773767721469624e-06,3.187271067927408e-21,1.520925733570939e-07,4.403993286617796e-15,3.2785943564060135e-11,8.749050688546439e-07,5.469387254866002e-07,1.3023066317867962e-11,7.439981341516997e-46,1.2836082948180046e-32,1.2563724349183352e-20,2.5663375800188922e-26,1.8471149416851183e-26,5.257899606408732e-26,2.9398061286235665e-18
2.4674880352411734e-09,0.05913344287745208,5.520540711316734e-07,0.938,0.0,0.0,0.03787939852635271,0.009999924546706592,0.04999892079666319,3.1803138686977617e-27,2.037119338212234e-32,0.0019985761254847282,5.63151908542898e-45,1.2285845273093813e-41,1.0773766528994275e-06,3.230454029344707e-21,1.52700571976292e-07,4.4866100831686055e-15,3.269875012063269e-11,8.754542804239473e-07,5.484070720962444e-07,1.3158263223104454e-11,7.758883532474252e-46,1.3141929893748514e-32,1.2950875432631471e-20,2.673911190971707e-26,1.925145656067758e-26,5.300038439136586e-26,2.944715629962419e-18
2.477309768866893e-09,0.05913344287745208,5.535310531300221e-07,0.938,0.0,0.0,0.03787939443666546,0.009999924246382337,0.049998920789519126,3.3274287603067635e-27,2.092209600122777e-32,0.001998574120572041,5.900065759018245e-45,1.2627131435664164e-41,1.0773765342045735e-06,3.3224597971162777e-21,1.53308569558884e-07,4.5704058010146195e-15,3.2612438841664884e-11,8.759969590410984e-07,5.49869170162415e-07,1.329418297514802e-11,8.086072755632085e-46,1.3453038514176982e-32,1.3182821145668909e-20,2.7855021565137337e-26,2.0061138262522466e-26,5.342353577155353e-26,2.9496109349356205e-18
2.4871315024926123e-09,0.05913344287745208,5.55001797022229e-07,0.938,0.0,0.0,0.037879390365909135,0.009999923946058158,0.04999892078237451,3.4806845626619425e-27,2.1485628148420486e-32,0.0019985721283525895,6.179254212872546e-45,1.2976594943762125e-41,1.0773764160595596e-06,3.401569981100221e-21,1.5391656611658435e-07,4.6553915054215655e-15,3.252699837248316e-11,8.765331823691485e-07,5.513250295596308e-07,1.3430824397656767e-11,8.421511317904241e-46,1.3772404354116048e-32,1.3468314810010284e-20,2.901241868610269e-26,2.090116320268968e-26,5.384813271189324e-26,2.9544921836589275e-18
2.496953236118332e-09,0.05913344287745208,5.56466312860443e-07,0.938,0.0,0.0,0.03787938631398694,0.009999923645734052,0.04999892077522936,3.640309638554502e-27,2.2062180611877336e-32,0.0019985701487395913,6.468696905312551e-45,1.3334558058553039e-41,1.077376298461561e-06,3.4485631339068e-21,1.5452456166091735e-07,4.741578407972867e-15,3.244241755146595e-11,8.770630271481664e-07,5.527746603317138e-07,1.35681862946011e-11,8.767840359569608e-46,1.4101116795522645e-32,1.3872432909318612e-20,3.0212653913335756e-26,2.177252741970142e-26,5.427443702358251e-26,2.959359514452529e-18
2.5057927963814793e-09,0.05913344287745208,5.577790605713915e-07,0.938,0.0,0.0,0.03787938268328056,0.00999992337544242,0.049998920768798256,3.7896126685569285e-27,2.2591850308790957e-32,0.001998568377795282,6.738929640799487e-45,1.3664080895957905e-41,1.0773761930887407e-06,3.528881112527187e-21,1.5507175679375988e-07,4.820183140871161e-15,3.2367020738954503e-11,8.775344964803645e-07,5.54074010988114e-07,1.3692427003300281e-11,9.091538277060866e-46,1.4403245776026505e-32,1.411635249373092e-20,3.133063878970287e-26,2.2584396071399003e-26,5.465967529523715e-26,2.963728325235323e-18
2.514632356644627e-09,0.05913344287745208,5.590867793980881e-07,0.938,0.0,0.0,0.03787937906768206,0.009999923105150845,0.04999892076236673,3.9444428976776866e-27,2.313222064059008e-32,0.0019985666169302896,7.019418693181181e-45,1.4000613303173e-41,1.0773760881546946e-06,3.607517652796205e-21,1.5561895112308833e-07,4.8997783266271065e-15,3.229230348025493e-11,8.780009152741527e-07,5.553683322853075e-07,1.3817249412611448e-11,9.430514681201786e-46,1.4710282505403308e-32,1.4374329667315323e-20,3.248548515921383e-26,2.342324493229794e-26,5.504621987797331e-26,2.9680860714718414e-18
2.5234719169077743e-09,0.05913344287745208,5.603894770116168e-07,0.938,0.0,0.0,0.03787937546712204,0.00999992283485933,0.049998920755934775,4.1049826516126555e-27,2.3683546086366945e-32,0.0019985648660828777,7.31059438395126e-45,1.4344265163092008e-41,1.0773759836574003e-06,3.6748367520078866e-21,1.5616614465692722e-07,4.98037224169868e-15,3.2218258023345456e-11,8.784623375986679e-07,5.566576318887552e-07,1.394265261068425e-11,9.78210261333339e-46,1.5022418361521593e-32,1.4679040971247868e-20,3.367825737283196e-26,2.4289859431431994e-26,5.54340977644342e-26,2.972432850385851e-18
2.532311477170922e-09,0.05913344287745208,5.616871611888557e-07,0.938,0.0,0.0,0.03787937188153147,0.009999922564567875,0.049998920749502386,4.2714195225149074e-27,2.4245853982632002e-32,0.0019985631251917863,7.612593926174435e-45,1.469519517210484e-41,1.0773758795948447e-06,3.7484250319552506e-21,1.5671333740317563e-07,5.061973256334576e-15,3.214487673283717e-11,8.789188169443754e-07,5.579419175698482e-07,1.4068635673351041e-11,1.0146677848973197e-45,1.534012976323871e-32,1.4971145524718274e-20,3.4910046041991125e-26,2.5185044542127037e-26,5.582336695178956e-26,2.976768758096598e-18
2.5411510374340693e-09,0.05913344287745208,5.629798398112668e-07,0.938,0.0,0.0,0.03787936831084166,0.009999922294276478,0.049998920743069566,4.4439464997167915e-27,2.4819352960938273e-32,0.001998561394196222,7.925720113526665e-45,1.505355291996223e-41,1.0773757759650273e-06,3.824597487288967e-21,1.5726052936961668e-07,5.144589719018646e-15,3.207215208775675e-11,8.7937040622925e-07,5.592211972046947e-07,1.419519766426811e-11,1.0525727644480367e-45,1.566365482594298e-32,1.526319728620895e-20,3.618196857126113e-26,2.610962519321626e-26,5.621399506735038e-26,2.9810938896352895e-18
2.549990597697217e-09,0.05913344287745208,5.642675208636882e-07,0.938,0.0,0.0,0.037879364754984324,0.009999922023985136,0.04999892073663634,4.622762102800594e-27,2.5404255010694567e-32,0.001998559673035855,8.250474028913712e-45,1.5419463246522489e-41,1.0773756727659563e-06,3.899520689863557e-21,1.5780772056392814e-07,5.228230006591386e-15,3.200007667937686e-11,8.79817157804889e-07,5.604954787729107e-07,1.4322337635056608e-11,1.0917396831199807e-45,1.599295379990248e-32,1.5568261981790527e-20,3.749516969144294e-26,2.7064446669449045e-26,5.660597364873654e-26,2.9854083389612742e-18
2.5588301579603643e-09,0.05913344287745208,5.655502124331292e-07,0.938,0.0,0.0,0.037879361213891495,0.009999921753693856,0.049998920730202664,4.808070516786069e-27,2.6000715989982437e-32,0.0019985579616508117,8.587345989962635e-45,1.5793045781812674e-41,1.0773755699956523e-06,3.976282981269849e-21,1.5835491099367755e-07,5.312902540937261e-15,3.192864320908607e-11,8.802591234625784e-07,5.617647703564123e-07,1.4450054625443215e-11,1.132199211471697e-45,1.6327918389107857e-32,1.5876007662914152e-20,3.885082203158548e-26,2.8050375017954875e-26,5.699931905796124e-26,2.989712198977981e-18
2.567669718223512e-09,0.05913344287745208,5.668279227075684e-07,0.938,0.0,0.0,0.03787935768749555,0.009999921483402629,0.04999892072376859,5.000081729948411e-27,2.66089205072741e-32,0.0019985562599816745,8.936739528169505e-45,1.6174430939036071e-41,1.0773754676521462e-06,4.054818424323307e-21,1.589021006663225e-07,5.398615764856706e-15,3.1857844486305605e-11,8.80696354439294e-07,5.63029080138211e-07,1.457834766340043e-11,1.174120867134838e-45,1.666861733404444e-32,1.618675973233813e-20,4.025012666725426e-26,2.9068297470718596e-26,5.739402788855374e-26,2.994005561548593e-18
2.5765092784866593e-09,0.05913344287745208,5.681006599747542e-07,0.938,0.0,0.0,0.037879354175729255,0.009999921213111464,0.04999892071733408,5.199011674626276e-27,2.722906317074547e-32,0.0019985545679694723,9.299040652324365e-45,1.6563758523827468e-41,1.0773753657334775e-06,4.134131757854387e-21,1.5944928958921574e-07,5.485378147207025e-15,3.17876734264588e-11,8.811289014236386e-07,5.642884164012129e-07,1.470721576528654e-11,1.217491747679298e-45,1.7015241866642348e-32,1.65039894820704e-20,4.1694313671924626e-26,3.0119122874609966e-26,5.779009512079784e-26,2.9982885175113962e-18
2.585348838749807e-09,0.05913344287745208,5.693684326210087e-07,0.938,0.0,0.0,0.03787935067852567,0.009999920942820355,0.049998920710899175,5.405082370977962e-27,2.7861328264938293e-32,0.001998552885555678,9.674675373270646e-45,1.6961169747650872e-41,1.0773752642376987e-06,4.214715083996793e-21,1.5999647776960644e-07,5.573198188509935e-15,3.171812304899015e-11,8.815568145617056e-07,5.6554278752702e-07,1.483665793598518e-11,1.2622845959824627e-45,1.7367914682203284e-32,1.6826142896568715e-20,4.3184642702860207e-26,3.1203782122948776e-26,5.818752414002483e-26,3.0025611566948123e-18
2.5941883990129543e-09,0.05913344287745208,5.706312491300357e-07,0.938,0.0,0.0,0.03787934719581826,0.009999920672529304,0.049998920704463844,5.6185220735452854e-27,2.8505905264826205e-32,0.0019985512126822055,1.0064103744834502e-44,1.7366803944146478e-41,1.0773751631628699e-06,4.296709168616495e-21,1.605436652146424e-07,5.662084416431552e-15,3.164918647542834e-11,8.819801434628852e-07,5.667922019947363e-07,1.4966673169044517e-11,1.3085588898519733e-45,1.7726678066942365e-32,1.715285164270499e-20,4.472240359199843e-26,3.232322859265002e-26,5.858631551663977e-26,3.0068235679321638e-18
2.603027959276102e-09,0.05913344287745208,5.718891180817315e-07,0.938,0.0,0.0,0.03787934372754078,0.00999992040223831,0.049998920698028096,5.8395654206248495e-27,2.9162988774622956e-32,0.0019985495492914,1.0467793266633296e-44,1.7780800715103156e-41,1.0773750625070627e-06,4.379911196794307e-21,1.6109085193137153e-07,5.752045385649651e-15,3.1580856927491066e-11,8.823989372056074e-07,5.680366683797755e-07,1.5097260446816038e-11,1.3563703974452678e-45,1.809158482293335e-32,1.7484909868246235e-20,4.6308916934078823e-26,3.347843859063401e-26,5.898646769225248e-26,3.0110758390761724e-18
2.6118675195392493e-09,0.05913344287745208,5.731420481509966e-07,0.938,0.0,0.0,0.037879340273627334,0.009999920131947369,0.04999892069159195,6.068453586560178e-27,2.983277334805631e-32,0.0019985478953260414,1.0886211397207977e-44,1.8203302599384024e-41,1.0773749622683592e-06,4.464391438362348e-21,1.6163803792674347e-07,5.843089679171773e-15,3.151312772523262e-11,8.82813244343027e-07,5.692761953526733e-07,1.522841874059304e-11,1.4057584043064916e-45,1.8462725531067936e-32,1.7822190739546324e-20,4.7945534686289756e-26,3.467041180804994e-26,5.938798108387139e-26,3.0153180570131902e-18
2.620707079802397e-09,0.05913344287745208,5.743900481065567e-07,0.938,0.0,0.0,0.03787933683401234,0.009999919861656487,0.04999892068515539,6.305434437052033e-27,3.051545586707591e-32,0.00199854625072933,1.131983587025529e-44,1.863445540854651e-41,1.0773748624448502e-06,4.550213616997304e-21,1.6218522320761162e-07,5.935225907522914e-15,3.1445992285233956e-11,8.832231129086448e-07,5.705107916779029e-07,1.5360147010748524e-11,1.456765253593906e-45,1.884020227968462e-32,1.816458973727421e-20,4.963364078022974e-26,3.590017178011227e-26,5.97908561291827e-26,3.019550307677173e-18
2.6295466400655444e-09,0.05913344287745208,5.756331268097813e-07,0.938,0.0,0.0,0.03787933340863058,0.009999919591365663,0.049998920678718424,6.550762687520397e-27,3.1211236253767376e-32,0.001998544615444891,1.1769162414673626e-44,1.9074407129609044e-41,1.0773747630346361e-06,4.637352326593815e-21,1.6273240778073494e-07,6.0284627084001274e-15,3.1379444118834164e-11,8.836285904218693e-07,5.717404662126933e-07,1.5492444206872887e-11,1.509430786455626e-45,1.9224107089047033e-32,1.851230400981082e-20,5.1374651742920156e-26,3.716876635193756e-26,6.019509248469504e-26,3.0237726760633814e-18
2.638386200328692e-09,0.05913344287745208,5.768712932135091e-07,0.938,0.0,0.0,0.03787932999741715,0.00999991932107489,0.049998920672281066,6.804700064532419e-27,3.1920316376262863e-32,0.0019985429894167676,1.2234703085629618e-44,1.952330721689707e-41,1.0773746640358287e-06,4.725824596107248e-21,1.632795916527795e-07,6.122808746835731e-15,3.131347683040093e-11,8.84029723893517e-07,5.729652279058539e-07,1.5625309267910955e-11,1.56379917957709e-45,1.961452148244126e-32,1.8865388536262504e-20,5.317001732666951e-26,3.847726815191426e-26,6.060069011974931e-26,3.0279852462418453e-18
2.6472257605918394e-09,0.05913344287745208,5.781045563608765e-07,0.938,0.0,0.0,0.03787932660030745,0.009999919050784175,0.0499989206658433,7.06751547033428e-27,3.2642900329005265e-32,0.001998541372589411,1.2716983040088167e-44,1.9981306778125295e-41,1.077374565446548e-06,4.8156587086096536e-21,1.6382677483032035e-07,6.218272714974104e-15,3.124808411563904e-11,8.844265598312568e-07,5.741850857965997e-07,1.5758741122298772e-11,1.6199227596485613e-45,2.0011528054085237e-32,1.922386112662094e-20,5.502122114724276e-26,3.9826775072873576e-26,6.100764918067031e-26,3.032188101370573e-18
2.656065320854987e-09,0.05913344287745208,5.793329253841509e-07,0.938,0.0,0.0,0.037879323217237214,0.009999918780493519,0.04999892065940513,7.33948515054417e-27,3.3379194706717926e-32,0.0019985397649076872,1.3216540865376928e-44,2.0448559045954943e-41,1.0773744672649232e-06,4.906863757314115e-21,1.643739573198429e-07,6.3148633318499305e-15,3.1183259759936377e-11,8.848191442449954e-07,5.754000490133827e-07,1.5892738688099818e-11,1.6778527196905054e-45,2.0415216895868014e-32,1.9587805037161993e-20,5.69297813311031e-26,4.12184107602324e-26,6.141596961872503e-26,3.036381323708533e-18
2.6649048811181344e-09,0.05913344287745208,5.805564095035658e-07,0.938,0.0,0.0,0.037879319848142495,0.009999918510202916,0.04999892065296656,7.620892865061492e-27,3.412940841681729e-32,0.0019985381663168602,1.373393037242572e-44,2.0925219558093127e-41,1.0773743694890943e-06,4.999453844297582e-21,1.649211391277447e-07,6.412589343295805e-15,3.111899763674653e-11,8.852075226522022e-07,5.766101267727253e-07,1.6027300873140813e-11,1.7376374005955785e-45,2.082568152298221e-32,1.9957287464247558e-20,5.88972511730032e-26,4.2653325106809204e-26,6.182565139610198e-26,3.0405649946283934e-18
2.673744441381282e-09,0.05913344287745208,5.817750180261616e-07,0.938,0.0,0.0,0.03787931649295966,0.00999991823991237,0.049998920646527605,7.912030062237875e-27,3.4893752701161294e-32,0.001998536576762599,1.4269721361788214e-44,2.1411446031676663e-41,1.0773742721172091e-06,5.093447507859108e-21,1.6546832026033672e-07,6.511459521790955e-15,3.105529170600713e-11,8.855917400831824e-07,5.7781532837806e-07,1.6162426575147052e-11,1.799327386129848e-45,2.1243013880905657e-32,2.0332361530617852e-20,6.092521980343062e-26,4.413269475486368e-26,6.223669454678515e-26,3.044739194629028e-18
2.6825840016444294e-09,0.05913344287745208,5.8298876034463e-07,0.938,0.0,0.0,0.03787931315162537,0.009999917969621878,0.04999892064008825,8.213196056352454e-27,3.567244122006017e-32,0.001998534996190968,1.4824499610136792e-44,2.1907398221867148e-41,1.0773741751474257e-06,5.188859804803051e-21,1.6601550072384533e-07,6.611482666292497e-15,3.099213601259255e-11,8.859718410862886e-07,5.790156632185727e-07,1.6298114681877205e-11,1.8629765367285238e-45,2.1667304694314604e-32,2.0713092896566083e-20,6.301531286518179e-26,4.565772360579015e-26,6.264909907098792e-26,3.048904003347816e-18
2.691423561907577e-09,0.05913344287745208,5.841976459361632e-07,0.938,0.0,0.0,0.03787930982407662,0.009999917699331439,0.0499989206336485,8.524698208437557e-27,3.646569003754945e-32,0.001998533424548421,1.5398867088941778e-44,2.2413237933694886e-41,1.077374078577911e-06,5.285706053126351e-21,1.6656268052441328e-07,6.712667602094076e-15,3.092952468480031e-11,8.863478697330795e-07,5.802111407680473e-07,1.6434364071257723e-11,1.9286402570869963e-45,2.2098645968274222e-32,2.1099547134622014e-20,6.516919319943298e-26,4.722964333733022e-26,6.306286495471742e-26,3.0530594995727006e-18
2.7002631221707244e-09,0.05913344287745208,5.854016843613063e-07,0.938,0.0,0.0,0.03787930651025067,0.009999917429041057,0.04999892062720837,8.84685211050465e-27,3.7273717629793786e-32,0.001998531861781802,1.599344252788355e-44,2.2929129125173688e-41,1.0773739824068413e-06,5.384002829848619e-21,1.6710985966810161e-07,6.815023180677817e-15,3.086745193287026e-11,8.867198696234216e-07,5.814017705837186e-07,1.6571173611516648e-11,1.9963746643568913e-45,2.2537131797821917e-32,2.1491786424824352e-20,6.738856154183487e-26,4.8849713928092375e-26,6.347799220302267e-26,3.057205761254047e-18
2.709102682433872e-09,0.05913344287745208,5.866008852628145e-07,0.938,0.0,0.0,0.03787930321008513,0.00999991715875073,0.04999892062076785,9.179981773220876e-27,3.809674491667115e-32,0.001998530307838342,1.6608861912213852e-44,2.345523797699584e-41,1.077373886632401e-06,5.4837662615176186e-21,1.676570381608906e-07,6.918558279559801e-15,3.080591204753582e-11,8.870878838905395e-07,5.82587562305128e-07,1.6708542161316974e-11,2.0662367725497414e-45,2.298285755109771e-32,2.1889875303214553e-20,6.967515722867317e-26,5.051922418949152e-26,6.389448081868324e-26,3.0613428655162893e-18
2.7179422426970194e-09,0.05913344287745208,5.877952583645148e-07,0.938,0.0,0.0,0.03787929992351787,0.009999916888460454,0.04999892061432694,9.524419817085196e-27,3.8934995275334283e-32,0.001998528762665648,1.724577881181022e-44,2.3991732895353987e-41,1.0773737912527838e-06,5.58501245229527e-21,1.6820421600868177e-07,7.0232818021405146e-15,3.0744899398606485e-11,8.874519552060072e-07,5.837685256529835e-07,1.68464685698895e-11,2.1382850951145898e-45,2.3435919110156608e-32,2.229387919391894e-20,7.203075891297379e-26,5.223949230536507e-26,6.431233079796224e-26,3.065470888669367e-18
2.726781802960167e-09,0.05913344287745208,5.889848134701727e-07,0.938,0.0,0.0,0.037879296650487095,0.009999916618170233,0.04999892060788564,9.880507667152916e-27,3.9788694553992673e-32,0.0019985272262117043,1.79048647545498e-44,2.4538784497890824e-41,1.0773736962661932e-06,5.6877578693578595e-21,1.6875139321729854e-07,7.129202677555036e-15,3.068440843358044e-11,8.87812125784691e-07,5.849446704280234e-07,1.6984951677165102e-11,2.2125799488396824e-45,2.389641294241273e-32,2.2703863129845728e-20,7.445718529058946e-26,5.401186637936478e-26,6.473154214068586e-26,3.069589906219966e-18
2.744460923486462e-09,0.05913344287745208,5.913495093013526e-07,0.938,0.0,0.0,0.037879290144789156,0.009999916077589956,0.04999892059500192,1.0629043712079154e-26,4.15433557358851e-32,0.001998524179253877,1.9292322664759638e-44,2.5665251465018284e-41,1.0773735074649436e-06,5.897812449973242e-21,1.6984574573992256e-07,7.344672331189881e-15,3.0564969725622034e-11,8.885209313367654e-07,5.872825438559952e-07,1.7263583301838132e-11,2.3681572002695692e-45,2.4840088864382817e-32,2.3542034789109057e-20,7.952999157775621e-26,5.7718477774373e-26,6.557404891654298e-26,3.077801222589756e-18
2.7603721319601275e-09,0.05913344287745208,5.934613579511791e-07,0.938,0.0,0.0,0.03787928433534159,0.009999915591067887,0.049998920583405264,1.1346181030167157e-26,4.3177703064770545e-32,0.001998521466295735,2.062397427555143e-44,2.6716933354681856e-41,1.0773733388701132e-06,6.092155661276257e-21,1.7083066088118504e-07,7.542780064788643e-15,3.0459204887953265e-11,8.8914593013418e-07,5.893702503418504e-07,1.7516243850031885e-11,2.5164946668027438e-45,2.5715804818656036e-32,2.4317505409655842e-20,8.435682896538926e-26,6.124678697956905e-26,6.63369608794332e-26,3.0851613495851466e-18
2.776283340433793e-09,0.05913344287745208,5.955577522966995e-07,0.938,0.0,0.0,0.03787927856880409,0.009999915104545992,0.04999892057180741,1.2106797349421201e-26,4.486573214927167e-32,0.0019985187807942447,2.2038768113612834e-44,2.780557598476163e-41,1.0773731715211292e-06,6.291616352246427e-21,1.71815574038676e-07,7.744907247710937e-15,3.035504736389755e-11,8.897589267070638e-07,5.914425006116604e-07,1.7770689649444364e-11,2.673115586851451e-45,2.661714914961511e-32,2.51133878946113e-20,8.944333186801328e-26,6.496631224558817e-26,6.710428365581324e-26,3.0924934371423544e-18
2.792194548907459e-09,0.05913344287745208,5.976387522561618e-07,0.938,0.0,0.0,0.037879272844826554,0.009999914618024266,0.04999892056020835,1.291322922663021e-26,4.6608851833623553e-32,0.0019985161224591935,2.354133193647805e-44,2.8932257596056597e-41,1.0773730054078153e-06,6.496293999077106e-21,1.72800485243717e-07,7.951106865281677e-15,3.0252467407998754e-11,8.903601513707862e-07,5.934993545691768e-07,1.802691361552153e-11,2.838425522647277e-45,2.7544721010428895e-32,2.5930080206296408e-20,9.480165427781208e-26,6.888607257703845e-26,6.787601724200561e-26,3.0997978979834597e-18
2.8081057573811245e-09,0.05913344287745208,5.997044184981511e-07,0.938,0.0,0.0,0.0378792671630618,0.009999914131502714,0.0499989205486081,1.376792247337678e-26,4.8408498296749344e-32,0.001998513491004037,2.513651920733721e-44,3.0098081614520127e-41,1.077372840520084e-06,6.706289678729295e-21,1.7378539452691285e-07,8.161432160927007e-15,3.015143598942962e-11,8.909498300225637e-07,5.955408728693456e-07,1.8284908576446178e-11,3.012847142417063e-45,2.8499129983160465e-32,2.676798377394384e-20,1.0044443208614213e-25,7.301544748594485e-26,6.865216164103344e-26,3.1070751372296765e-18
