Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),NOX2(52),N2X2(45),N2X(46),O2X2(70)
1.0984076564201343e-10,0.10924808674370724,4.63507468178966e-08,0.938,0.0,0.0,0.0699867920947153,0.00999995687275603,0.0499994773613881,1.6805584887747374e-25,1.2373295036690729e-24,0.0019999433443077244,1.679961541211929e-37,2.2741866527648437e-31,5.166397202001792e-07,8.23366607072986e-20,8.629072016116436e-08,1.0677216154924504e-13,5.962659529188732e-09,1.6357212642806213e-08,4.0281443215866546e-08,1.692964578863571e-11,2.135479689310098e-38,2.0098871189049482e-27,6.182387000971877e-19,1.9294088422756723e-26,1.888943573116957e-24,1.351905998549058e-20
1.1047223936654711e-10,0.10924808674370724,4.661713562958613e-08,0.938,0.0,0.0,0.0699867910579714,0.009999956624819483,0.04999947731817716,1.7547326218524742e-25,1.2737781235135315e-24,0.001999943113036678,1.7610897762957421e-37,2.366676842381426e-31,5.166484638077045e-07,8.427512872510982e-20,8.678714809433484e-08,1.0863941228758733e-13,5.996572026767888e-09,1.6357318358296268e-08,4.051240910985063e-08,1.7127214742266992e-11,2.225731994166924e-38,2.0794343520710725e-27,6.32748896170336e-19,2.0022903161374338e-26,1.9663455157937e-24,1.3675823753617296e-20
1.1110371309108079e-10,0.10924808674370724,4.6883519910967934e-08,0.938,0.0,0.0,0.0699867900216318,0.009999956376882951,0.04999947727535358,1.8317439170684894e-25,1.3110824848614493e-24,0.001999942881778004,1.845636664687127e-37,2.462357816614573e-31,5.16656820386126e-07,8.624776050781107e-20,8.728358151737014e-08,1.1052847103488031e-13,6.030478655995393e-09,1.6357422612501774e-08,4.074336290066056e-08,1.7325954744563555e-11,2.3192499575784627e-38,2.150960788424889e-27,6.47514038541648e-19,2.0775019803699463e-26,2.0464500126242755e-24,1.383349295078656e-20
1.1173518681561448e-10,0.10924808674370724,4.714989962540427e-08,0.938,0.0,0.0,0.06998678898567941,0.009999956128946432,0.049999477232900276,1.9116844552936305e-25,1.3492576300347718e-24,0.001999942650531653,1.9337255461902627e-37,2.5613201068458153e-31,5.166648070514366e-07,8.825495894434381e-20,8.778002045633205e-08,1.1243946805647443e-13,6.064379388850907e-09,1.6357525515105852e-08,4.097430452636498e-08,1.7525866200880555e-11,2.4161322255995277e-38,2.2245106491330948e-27,6.625371248256581e-19,2.1551050621175085e-26,2.1293352324334914e-24,1.3992067615210316e-20
1.1236666054014816e-10,0.10924808674370724,4.741627473627054e-08,0.938,0.0,0.0,0.06998678795009783,0.009999955881009924,0.0499994771908009,1.9946487810690387e-25,1.3883187783567986e-24,0.0019999424192975843,2.025483475685643e-37,2.663656261051411e-31,5.166724401626909e-07,9.029712937149318e-20,8.827646493726981e-08,1.1437253367820027e-13,6.098274197327282e-09,1.635762716951509e-08,4.120523392505806e-08,1.772694951609786e-11,2.516479846569523e-38,2.300128872731645e-27,6.778211708019903e-19,2.2351620554764483e-26,2.2150811418530756e-24,1.415154778528662e-20
1.1299813426468184e-10,0.10924808674370724,4.768264520695484e-08,0.938,0.0,0.0,0.06998678691487142,0.009999955633073432,0.049999477149039795,2.0807339547249835e-25,1.4282813272270608e-24,0.001999942188075759,2.121041313348715e-37,2.7694608764143056e-31,5.166797353554816e-07,9.237467957534076e-20,8.877291498621988e-08,1.1632779828632278e-13,6.1321630534306205e-09,1.6357727673217964e-08,4.143615103485905e-08,1.7929205094619552e-11,2.6203963159336406e-38,2.377861122308946e-27,6.933692104262385e-19,2.3177367408006284e-26,2.3037695361325277e-24,1.4311933499599563e-20
1.1362960798921552e-10,0.10924808674370724,4.7949011000857536e-08,0.938,0.0,0.0,0.06998678587998532,0.009999955385136953,0.049999477107602004,2.1700396053158817e-25,1.4691608531968744e-24,0.00199994195686615,2.2205338165473497e-37,2.878830632261574e-31,5.16686707573932e-07,9.448801979271695e-20,8.926937062920615e-08,1.18305392327495e-13,6.166045929180329e-09,1.635782711812283e-08,4.166705579391189e-08,1.813263334037352e-11,2.727987621655713e-38,2.4577537927136224e-27,7.091842958408433e-19,2.402894204196728e-26,2.3954840702992793e-24,1.4473224796919114e-20
1.142610817137492e-10,0.10924808674370724,4.8215372081390884e-08,0.938,0.0,0.0,0.06998678484542516,0.009999955137200488,0.049999477066473286,2.262667984379799e-25,1.5109731130455671e-24,0.0019999417256687294,2.3240997334401234e-37,2.9918643233283948e-31,5.166933711012758e-07,9.663756271265231e-20,8.976583189223963e-08,1.20305446308712e-13,6.199922796609183e-09,1.6357925590876614e-08,4.1897948140384884e-08,1.8337234656810976e-11,2.839362290227538e-38,2.5398540177867126e-27,7.252694973859603e-19,2.4907008572099455e-26,2.490310290670071e-24,1.4635421716201e-20
1.1489255543828289e-10,0.10924808674370724,4.848172841197865e-08,0.938,0.0,0.0,0.06998678381117733,0.009999954889264038,0.04999947702563996,2.3587240205308526e-25,1.5537340448573788e-24,0.0019999414944834775,2.4318818982976593e-37,3.1086628933496727e-31,5.166997395890849e-07,9.882372347782822e-20,9.026229880131869e-08,1.2232809079726458e-13,6.2337936277633645e-09,1.635802317316528e-08,4.2128828012470414e-08,1.8543009446905965e-11,2.954631433279685e-38,2.6242096776181065e-27,7.416279036103268e-19,2.581224456705872e-26,2.5883356667154474e-24,1.479852429658657e-20
1.1552402916281657e-10,0.10924808674370724,4.874807995605575e-08,0.938,0.0,0.0,0.06998678277722885,0.009999954641327597,0.049999476985089,2.458315374892988e-25,1.5974597690990335e-24,0.001999941263310378,2.544027328569539e-37,3.2293294689804045e-31,5.167058260852034e-07,1.0104691968602655e-19,9.075877138242875e-08,1.2437345642069307e-13,6.2676583947025415e-09,1.6358119941997134e-08,4.2359695348384594e-08,1.874995811315494e-11,3.07390879479872e-38,2.7108694058271093e-27,7.582626212821208e-19,2.6745341249468904e-26,2.689649623279357e-24,1.4962532577402716e-20
1.1615550288735025e-10,0.10924808674370724,4.9014426677067906e-08,0.938,0.0,0.0,0.06998678174356725,0.009999954393391172,0.04999947694480792,2.56155249738371e-25,1.6421665896979845e-24,0.0019999410321494215,2.6606873237195183e-37,3.3539693940458814e-31,5.167116430604477e-07,1.0330757139157897e-19,9.125524966154239e-08,1.2644167386674115e-13,6.301517069499908e-09,1.6358215969969978e-08,4.259055008636704e-08,1.895808105757626e-11,3.197310798955732e-38,2.7998825968669486e-27,7.751767753998161e-19,2.7707003698611366e-26,2.7943435731558292e-24,1.5127446598161697e-20
1.1678697661188393e-10,0.10924808674370724,4.9280768538471386e-08,0.938,0.0,0.0,0.06998678071018063,0.009999954145454761,0.04999947690478481,2.6685486838562687e-25,1.6878709951213342e-24,0.0019999408010005987,2.7820175658518466e-37,3.482690264122822e-31,5.167172024341242e-07,1.0560610110681504e-19,9.175173366461921e-08,1.2853287388330908e-13,6.335369624242249e-09,1.635831132552295e-08,4.282139216468057e-08,1.916737868170976e-11,3.324956598551031e-38,2.8912994133530907e-27,7.923735092030309e-19,2.8697951055089e-26,2.902510950024656e-24,1.5293266398561018e-20
1.1741845033641763e-10,0.10924808674370724,4.954710550373268e-08,0.938,0.0,0.0,0.06998677967705765,0.009999953897518364,0.049999476865008274,2.779420134108912e-25,1.734589659455427e-24,0.001999940569863907,2.908178222151721e-37,3.615601961452489e-31,5.167225155984194e-07,1.0794293380350985e-19,9.22482234176059e-08,1.3064718727840753e-13,6.369216031029992e-09,1.6358406073174052e-08,4.305222152161103e-08,1.9377851386616246e-11,3.456968124079922e-38,2.9851707934152e-27,8.098559841833717e-19,2.971891672747704e-26,3.0142472417479996e-24,1.545999201848334e-20
1.1804992406095132e-10,0.10924808674370724,4.981343753632821e-08,0.938,0.0,0.0,0.06998677864418747,0.009999953649581977,0.04999947682546744,2.8942860107698205e-25,1.7823394434861056e-24,0.001999940338739346,3.0393340491630498e-37,3.75281669018686e-31,5.167275934417122e-07,1.103184969143303e-19,9.274471894643603e-08,1.3278474492011102e-13,6.403056261977268e-09,1.635850027374403e-08,4.328303809546701e-08,1.958949957287707e-11,3.593470133424577e-38,3.0815484580726002e-27,8.276273800952721e-19,3.0770648600932094e-26,3.129650024029915e-24,1.5627623497996274e-20
1.1868139778548502e-10,0.10924808674370724,5.007976459974411e-08,0.938,0.0,0.0,0.06998677761155969,0.009999953401645606,0.0499994767861519,3.013268499066422e-25,1.831137395779656e-24,0.0019999401076269217,3.175654498926911e-37,3.8944490119689065e-31,5.167324463708531e-07,1.127332203342813e-19,9.324122027703018e-08,1.3494567773651117e-13,6.436890289211967e-09,1.6358593984567507e-08,4.351384182457968e-08,1.9802323640593603e-11,3.734590262176963e-38,3.1804849186330743e-27,8.456908949668257e-19,3.185390924778703e-26,3.2488189944406964e-24,1.5796160877352348e-20
1.1931287151001871e-10,0.10924808674370724,5.0346086657476e-08,0.938,0.0,0.0,0.06998677657916443,0.009999953153709249,0.0499994767470517,3.136492867487775e-25,1.8810007537644073e-24,0.00199993987652664,3.31731382700429e-37,4.040615881848041e-31,5.167370843324597e-07,1.151875364221507e-19,9.373772743529575e-08,1.3713011671567036e-13,6.470718084875797e-09,1.6358687259692103e-08,4.374463264730264e-08,2.0016323989386817e-11,3.880459074597868e-38,3.282033484114859e-27,8.640497451106141e-19,3.2969476140164625e-26,3.371856006808001e-24,1.5965604196988803e-20
1.199443452345524e-10,0.10924808674370724,5.061240367302871e-08,0.938,0.0,0.0,0.06998677554699224,0.009999952905772906,0.04999947670815733,3.2640875293488123e-25,1.9319469448130127e-24,0.0019999396454385096,3.4644912024068764e-37,4.19143668453177e-31,5.167415168332701e-07,1.1768188000195372e-19,9.423424044712697e-08,1.3933819290557474e-13,6.504539621124335e-09,1.6358780150066085e-08,4.397541050201173e-08,2.0231501018396792e-11,4.0312101152170223e-38,3.3862482686916795e-27,8.827071651345295e-19,3.41181418645882e-26,3.498865105976694e-24,1.6135953497527513e-20
1.205758189590861e-10,0.10924808674370724,5.0878715609916146e-08,0.938,0.0,0.0,0.06998677451503407,0.009999952657836573,0.04999947666945973,3.3961841052652344e-25,1.9839935873254008e-24,0.0019999394143625443,3.617370819459839e-37,4.347033270974603e-31,5.167457529595967e-07,1.2021668836437602e-19,9.473075933840482e-08,1.415700374140876e-13,6.538354870127092e-09,1.635887270371534e-08,4.420617532710482e-08,2.0447855126282236e-11,4.186979961079324e-38,3.4931841991606754e-27,9.016664079525917e-19,3.530071433859514e-26,3.629952562939382e-24,1.6307208819774796e-20
1.212072926836198e-10,0.10924808674370724,5.1145022431661006e-08,0.938,0.0,0.0,0.0699867734832813,0.009999952409900256,0.049999476630950196,3.532917486547904e-25,2.0371584918123946e-24,0.001999939183298761,3.77614201162075e-37,4.507529995305229e-31,5.167498013959181e-07,1.2279240126821674e-19,9.522728413499709e-08,1.4382578140890245e-13,6.572163804067562e-09,1.6358964965910295e-08,4.4436927061001734e-08,2.0665386711220043e-11,4.3479082746422846e-38,3.602897022433059e-27,9.209307447957589e-19,3.651801702939179e-26,3.765226910339533e-24,1.6479370204721354e-20
1.218387664081535e-10,0.10924808674370724,5.1411324101794686e-08,0.938,0.0,0.0,0.06998677245172569,0.009999952161963952,0.04999947659262045,3.6744258995256044e-25,2.091459661980006e-24,0.0019999389522471767,3.94099936727894e-37,4.673053752093006e-31,5.167536704426504e-07,1.2540946094183008e-19,9.572381486275809e-08,1.461055561174963e-13,6.60596639514329e-09,1.6359056979323197e-08,4.4667665642144157e-08,2.088409617090479e-11,4.5141378573297485e-38,3.715443313047379e-27,9.405034652227353e-19,3.777088917454516e-26,3.904798978349155e-24,1.6652437693542072e-20
1.224702401326872e-10,0.10924808674370724,5.167762058385707e-08,0.938,0.0,0.0,0.06998677142035935,0.009999951914027663,0.049999476554462526,3.820850970805116e-25,2.146915295814396e-24,0.0019999387212078137,4.112142847559832e-37,4.8437340139547625e-31,5.167573680331319e-07,1.2806831208456647e-19,9.622035154752895e-08,1.4840949282708243e-13,6.6397626155659185e-09,1.635914878417653e-08,4.489839100899541e-08,2.1103983902548297e-11,4.685814703746997e-38,3.830880480705198e-27,9.603878771307704e-19,3.9060186004701523e-26,4.048781930922973e-24,1.6826411327595942e-20
1.2310171385722089e-10,0.10924808674370724,5.194391184139635e-08,0.938,0.0,0.0,0.06998677038917478,0.009999951666091383,0.04999947651646888,3.9723377934775753e-25,2.2035437866675084e-24,0.001999938490180694,4.28977790615894e-37,5.019702869502952e-31,5.167609017498576e-07,1.3076940186821254e-19,9.671689421513721e-08,1.507377228845637e-13,6.673552437561249e-09,1.635924041838281e-08,4.5129103100040464e-08,2.132505030287912e-11,4.863088056562369e-38,3.949266777829093e-27,9.805873067664549e-19,4.0386778968364696e-26,4.197291302431048e-24,1.7001291148425896e-20
1.2373318758175458e-10,0.10924808674370724,5.2210197837968916e-08,0.938,0.0,0.0,0.06998676935816475,0.00999995141815512,0.04999947647863226,4.1290349942801043e-25,2.2613637243433742e-24,0.001999938259165843,4.474115611230443e-37,5.201095061636098e-31,5.167642788399928e-07,1.3351317993843077e-19,9.721344289139705e-08,1.530903776964852e-13,6.7073358333693e-09,1.6359331917676568e-08,4.5359801853785735e-08,2.1547295768142097e-11,5.04611046206053e-38,4.070661307142762e-27,1.0011050987365101e-18,4.1751555958746294e-26,4.350445034671748e-24,1.717707719775868e-20
1.2436466130628828e-10,0.10924808674370724,5.2476478537139266e-08,0.938,0.0,0.0,0.06998676832732244,0.00999995117021887,0.049999476440945705,4.291094801721792e-25,2.3203938961850855e-24,0.0019999380281632874,4.665372769355407e-37,5.38804802617263e-31,5.167675062302043e-07,1.3630009841619798e-19,9.7709997602109e-08,1.5546758872898724e-13,6.741112775244367e-09,1.6359423315738605e-08,4.5590487208759124e-08,2.1770720694097897e-11,5.23503782637257e-38,4.1951240292731446e-27,1.0219446160185743e-18,4.3155421542674133e-26,4.508363514267054e-24,1.7353769517504704e-20
1.2499613503082197e-10,0.10924808674370724,5.274275390247972e-08,0.938,0.0,0.0,0.06998676729664131,0.009999950922282634,0.04999947640340264,4.45867311518311e-25,2.3806532881624347e-24,0.001999937797173058,4.863772051614953e-37,5.580701930829007e-31,5.167705905408348e-07,1.3913061189924286e-19,9.820655837306012e-08,1.5786948750775804e-13,6.774883235455071e-09,1.6359514644313332e-08,4.5821159103509827e-08,2.19953254760225e-11,5.430029472388096e-38,4.322715770374386e-27,1.043109239971976e-18,4.4599297191577994e-26,4.671169610442134e-24,1.7531368149757943e-20
1.2562760875535567e-10,0.10924808674370724,5.3009023897570505e-08,0.938,0.0,0.0,0.06998676626611508,0.009999950674346409,0.04999947636599672,4.6319295749979e-25,2.4421610859602296e-24,0.0019999375661951834,5.06954212179382e-37,5.779199714543148e-31,5.167735380994474e-07,1.4200517746348293e-19,9.87031252300238e-08,1.602962056179866e-13,6.8086471862844264e-09,1.6359605933319276e-08,4.605181747660838e-08,2.222111050870678e-11,5.631248197354536e-38,4.453498229773489e-27,1.0646023703485134e-18,4.608412151457683e-26,4.838988713191073e-24,1.7709873136795777e-20
1.2625908247988936e-10,0.10924808674370724,5.327528848599946e-08,0.938,0.0,0.0,0.06998676523573777,0.0099999504264102,0.0499994763287219,4.81102763352709e-25,2.5049366760672763e-24,0.001999937335229698,5.282917766740012e-37,5.983687127144174e-31,5.167763549537761e-07,1.4492425466446096e-19,9.919969819875978e-08,1.6274787470431532e-13,6.84240460002989e-09,1.6359697210953316e-08,4.628246226664649e-08,2.2448076186455992e-11,5.838860331168891e-38,4.587533987637512e-27,1.0864274253032182e-18,4.76108504936587e-26,5.011948771830777e-24,1.7889284521078857e-20
1.2689055620442306e-10,0.10924808674370724,5.3541547631362075e-08,0.938,0.0,0.0,0.06998676420550366,0.009999950178474003,0.04999947629157241,4.996134627233415e-25,2.5689996468660274e-24,0.0019999371042766366,5.5041400289063894e-37,6.194312769369377e-31,5.167790468840989e-07,1.478883055387799e-19,9.9696277305014e-08,1.6522462647079253e-13,6.876155449003426e-09,1.635978850378899e-08,4.651309341223709e-08,2.2676222903089306e-11,6.05303579536718e-38,4.724886512662192e-27,1.1085878414051184e-18,4.918045772095923e-26,5.19018033394493e-24,1.806960234525097e-20
1.2752202992895675e-10,0.10924808674370724,5.380780129726135e-08,0.938,0.0,0.0,0.06998676317540735,0.009999949930537821,0.04999947625454272,5.18742184976633e-25,2.634369789722899e-24,0.001999936873336034,5.7334563411002465e-37,6.411228133229428e-31,5.167816194150673e-07,1.5089779460553733e-19,1.0019286257451872e-07,1.6772659268082512e-13,6.909899705531555e-09,1.6359879836869164e-08,4.674371085201422e-08,2.2905551051939367e-11,6.273948162816814e-38,4.865620169781783e-27,1.1310870736479956e-18,5.0793934638165655e-26,5.3738165847199664e-24,1.8250826652138906e-20
1.2815350365349045e-10,0.10924808674370724,5.4074049447307635e-08,0.938,0.0,0.0,0.06998676214544358,0.00999994968260165,0.04999947621762755,5.385064626066468e-25,2.7010671000792645e-24,0.0019999366424079267,5.971120663467149e-37,6.634587642722757e-31,5.167840778270106e-07,1.5395318886775901e-19,1.0068945403299224e-07,1.7025390515713097e-13,6.94363734195542e-09,1.63599712337934e-08,4.697431452463308e-08,2.3136061025851777e-11,6.501774718117232e-38,5.009800227900045e-27,1.1539285954611342e-18,5.245229077804826e-26,5.562993386674985e-24,1.8432957484752297e-20
1.2878497737802414e-10,0.10924808674370724,5.43402920451187e-08,0.938,0.0,0.0,0.06998676111560741,0.009999949434665494,0.049999476180821865,5.589242387498982e-25,2.769111778543105e-24,0.0019999364114923544,6.217393622735472e-37,6.864548694900067e-31,5.167864271667396e-07,1.5705495781383185e-19,1.0118605170613909e-07,1.728066957816914e-13,6.977368330630832e-09,1.636006271680035e-08,4.720490436876989e-08,2.3367753217184665e-11,6.736696518714096e-38,5.157492867642163e-27,1.177115898720067e-18,5.415655400811604e-26,5.757849319787562e-24,1.8615994886283503e-20
1.2941645110255784e-10,0.10924808674370724,5.460652905431952e-08,0.938,0.0,0.0,0.06998676008589408,0.009999949186729352,0.049999476144120834,5.800138748025126e-25,2.8385242319813356e-24,0.0019999361805893567,6.472542653748283e-37,7.1012717012798974e-31,5.167886722578764e-07,1.6020357341893547e-19,1.0168265561964982e-07,1.753850964957036e-13,7.0110926439283475e-09,1.6360154306845426e-08,4.7435480323121975e-08,2.3600628017808202e-11,6.978898456732346e-38,5.3087651891275e-27,1.2006524937573165e-18,5.590777077641955e-26,5.958525722017368e-24,1.8799938900107488e-20
1.3004792482709153e-10,0.10924808674370724,5.487276043854227e-08,0.938,0.0,0.0,0.06998675905629906,0.009999948938793224,0.049999476107519855,6.0179415814215475e-25,2.909325074612795e-24,0.001999935949698975,6.736842143309448e-37,7.344920129616233e-31,5.167908177107216e-07,1.6339951014647368e-19,1.0217926579920097e-07,1.7798923929953263e-13,7.044810254233301e-09,1.636024602367406e-08,4.76660423264077e-08,2.3834685819104108e-11,7.228569321533518e-38,5.4636852197630205e-27,1.2245419093731262e-18,5.77070063595128e-26,6.1651667302295524e-24,1.8984789569781628e-20
1.3067939855162523e-10,0.10924808674370724,5.513898616142629e-08,0.938,0.0,0.0,0.06998675802681806,0.009999948690857106,0.04999947607101451,6.242843099556724e-25,2.9815351291019077e-24,0.0019999357188212508,7.010573576370963e-37,7.595660546019027e-31,5.16792867931691e-07,1.6664324494950433e-19,1.0267588227045505e-07,1.8061925625266415e-13,7.0785211339458814e-09,1.6360337885890766e-08,4.789659031736647e-08,2.4069927011965217e-11,7.48590186300264e-38,5.622321922057237e-27,1.248787692846189e-18,5.955534511256946e-26,6.377919321519817e-24,1.9170546939045612e-20
1.3131087227615892e-10,0.10924808674370724,5.5405206186617966e-08,0.938,0.0,0.0,0.0699867569974469,0.009999948442921004,0.0499994760346006,6.475039931734066e-25,3.0551754276530056e-24,0.001999935487956227,7.29402568458879e-37,7.853662657428602e-31,5.167948271323307e-07,1.6993525727216865e-19,1.0317250505906053e-07,1.8327527947365604e-13,7.112225255481184e-09,1.636042991102422e-08,4.812712423475868e-08,2.4306351986795e-11,7.751092855570143e-38,5.784745201454532e-27,1.273393409944372e-18,6.145389072166743e-26,6.5969333549431205e-24,1.935721105182129e-20
1.3194234600069262e-10,0.10924808674370724,5.5671420477770725e-08,0.938,0.0,0.0,0.06998675596818164,0.009999948194984915,0.049999475998274104,6.714733205111243e-25,3.1302672131053252e-24,0.001999935257103948,7.587494597274654e-37,8.119099354444825e-31,5.167966993379349e-07,1.7327602905112026e-19,1.0366913419065168e-07,1.8595744114009092e-13,7.14592259126926e-09,1.6360522115588713e-08,4.835764401736585e-08,2.4543961133507073e-11,8.024343162974189e-38,5.9510259141897366e-27,1.2983626449354304e-18,6.340376645826093e-26,6.822361613647932e-24,1.954478195221253e-20
1.325738197252263e-10,0.10924808674370724,5.593762899854499e-08,0.938,0.0,0.0,0.06998675493901856,0.00999994794704884,0.04999947596203117,6.962128626205334e-25,3.206831940028662e-24,0.0019999350262644594,7.891283994771412e-37,8.392146754511988e-31,5.167984883957828e-07,1.7666604471695246e-19,1.0416576969084859e-07,1.8866587348852813e-13,7.179613113755188e-09,1.6360614515141992e-08,4.8588149603990484e-08,2.4782754841524762e-11,8.305857803768841e-38,6.121235875162786e-27,1.3236990005977203e-18,6.54061154358386e-26,7.054359847417998e-24,1.9733259684505085e-20
1.3320529344976e-10,0.10924808674370724,5.620383171260806e-08,0.938,0.0,0.0,0.06998675390995404,0.009999947699112777,0.049999475925868134,7.217436563493398e-25,3.284891275819704e-24,0.0019999347954378077,8.205705264279893e-37,8.672984245460287e-31,5.168001979830128e-07,1.8010579119562497e-19,1.0466241158525708e-07,1.9140070881445529e-13,7.213296795399121e-09,1.636070712433988e-08,4.8818640933456155e-08,2.502273349978059e-11,8.595846017583524e-38,6.2954478658333395e-27,1.3494060982309023e-18,6.746210086877357e-26,7.29308681562351e-24,1.992264429316643e-20
1.338367671742937e-10,0.10924808674370724,5.647002858363418e-08,0.938,0.0,0.0,0.06998675288098463,0.009999947451176728,0.04999947588978147,7.480872131118205e-25,3.364467101799017e-24,0.0019999345646240386,8.531077658165245e-37,8.961794529404785e-31,5.168018316141441e-07,1.8359575790988998e-19,1.0515905989946876e-07,1.9416207947224098e-13,7.246973608676343e-09,1.636079995698771e-08,4.90491179446075e-08,2.5263897496715863e-11,8.89452133213927e-38,6.473735642135193e-27,1.3754875776666426e-18,6.957290633338608e-26,7.53870433058367e-24,2.0112935822845622e-20
1.344682408988274e-10,0.10924808674370724,5.6736219575304466e-08,0.938,0.0,0.0,0.0699867518521071,0.009999947203240694,0.04999947585376783,7.752655273708783e-25,3.4455815143087e-24,0.0019999343338232,8.86772845477104e-37,9.25876366700279e-31,5.168033926482705e-07,1.8713643678071748e-19,1.0565571465906073e-07,1.9695011787508588e-13,7.280643526077336e-09,1.6360893026088865e-08,4.927958057631024e-08,2.5506247220280177e-11,9.202101631027264e-38,6.656173942410368e-27,1.4019470972793058e-18,7.173973603122373e-26,7.791377301342516e-24,2.0304134318373184e-20
1.350997146233611e-10,0.10924808674370724,5.700240465130684e-08,0.938,0.0,0.0,0.06998675082331829,0.009999946955304673,0.04999947581782399,8.033010852325584e-25,3.528256825810723e-24,0.0019999341030353408,9.215993121769608e-37,9.564081122070478e-31,5.168048842959331e-07,1.9072832222871943e-19,1.0615237588959588e-07,1.9976495649497497e-13,7.314306520107827e-09,1.6360986343890535e-08,4.951002876745122e-08,2.574978305793093e-11,9.51880922225515e-38,6.842838495362732e-27,1.4287883339966417e-18,7.396381505456062e-26,8.051273777859983e-24,2.049623982476094e-20
1.357311883478948e-10,0.10924808674370724,5.726858377533604e-08,0.938,0.0,0.0,0.06998674979461526,0.009999946707368663,0.04999947578194691,8.322168731540043e-25,3.6125155659858994e-24,0.0019999338722605084,9.576215482077322e-37,9.877939806559712e-31,5.168063096256897e-07,1.9437191117557262e-19,1.0664904361662246e-07,2.0260672786262922e-13,7.347962563288854e-09,1.636107992192686e-08,4.9740462456938404e-08,2.5994505396632895e-11,9.844870907566688e-38,7.033806028030976e-27,1.456014983310469e-18,7.624638965413184e-26,8.318564995620135e-24,2.0689252387201864e-20
1.3636266207242848e-10,0.10924808674370724,5.7534756911093586e-08,0.938,0.0,0.0,0.0699867487659951,0.009999946459432668,0.049999475746133636,8.6203638676584e-25,3.6983804828335445e-24,0.001999933641498755,9.94874788236359e-37,1.020053612589583e-30,5.168076715703943e-07,1.9806770304544188e-19,1.0714571786567436e-07,2.0547556456745705e-13,7.381611628156815e-09,1.6361173771059587e-08,4.997088158370091e-08,2.6240414622857716e-11,1.0180518052540293e-37,7.229154273780849e-27,1.4836307592873515e-18,7.858872750911588e-26,8.593425420658445e-24,2.088317205106993e-20
1.3699413579696218e-10,0.10924808674370724,5.7800924022287764e-08,0.938,0.0,0.0,0.06998674773745515,0.009999946211496687,0.049999475710381394,8.927836398099638e-25,3.785874543771803e-24,0.0019999334107501294,1.0333951364182823e-36,1.05320700246774e-30,5.168089729331982e-07,2.0181619976640146e-19,1.0764239866227078e-07,2.0837159925750618e-13,7.415253687263527e-09,1.636126790151644e-08,5.020128608668909e-08,2.6487511122583496e-11,1.0525986657472086e-37,7.428961980316481e-27,1.5116393945792657e-18,8.099211799936471e-26,8.876032795010136e-24,2.1077998861919997e-20
1.3762560952149587e-10,0.10924808674370724,5.80670850726336e-08,0.938,0.0,0.0,0.06998674670899277,0.00999994596356072,0.04999947567468747,9.244831731937472e-25,3.8750209367386185e-24,0.0019999331800146817,1.0732195837758448e-36,1.0872745032738654e-30,5.168102163932867e-07,2.0561790577185574e-19,1.0813908603191642e-07,2.1129496463941515e-13,7.44888871317629e-09,1.636136232292728e-08,5.0431675904874495e-08,2.6735795281294266e-11,1.0881517429048976e-37,7.633308917710687e-27,1.5400446404342674e-18,8.345787247989302e-26,9.16656818258144e-24,2.1273732865487635e-20
1.3825708324602957e-10,0.10924808674370724,5.8333240025852856e-08,0.938,0.0,0.0,0.06998674568060556,0.009999945715624764,0.04999947563904932,9.57160064161641e-25,3.965843071293386e-24,0.0019999329492924644,1.114386025844869e-36,1.1222768311575585e-30,5.168114045113599e-07,2.0947332800195897e-19,1.0863578000010125e-07,2.1424579347836464e-13,7.482516678477941e-09,1.6361457044358206e-08,5.0662050977249926e-08,2.6985267483979573e-11,1.1247355852817473e-37,7.842275886454037e-27,1.5688502667071505e-18,8.598732455764283e-26,9.465216015445728e-24,2.1470374107688972e-20
1.3888855697056326e-10,0.10924808674370724,5.8599388845674e-08,0.938,0.0,0.0,0.06998674465229113,0.009999945467688823,0.0499994756034645,9.908399355851763e-25,4.0583645797192704e-24,0.00199993271858353,1.1569332805923681e-36,1.1582350701136487e-30,5.168125397348735e-07,2.1338297590503463e-19,1.0913248059230054e-07,2.1722421859802896e-13,7.5161375557669e-09,1.636155207434369e-08,5.089241124282954e-08,2.7235928115134e-11,1.1623752266453819e-37,8.05594472552265e-27,1.598060061870099e-18,8.858183037052544e-26,9.772164140566466e-24,2.1667922634620586e-20
1.3952003069509696e-10,0.10924808674370724,5.8865531495832214e-08,0.938,0.0,0.0,0.06998674362404719,0.009999945219752896,0.04999947556793069,1.0255489653723816e-24,4.1526093181261664e-24,0.0019999324878879304,1.2009011066083874e-36,1.1951706766977744e-30,5.168136244030482e-07,2.173473614389937e-19,1.096291878339748e-07,2.2023037288052767e-13,7.549751317657245e-09,1.63616474209169e-08,5.11227566406488e-08,2.7487777558756697e-11,1.2010961933841212e-37,8.274398320464527e-27,1.6276778330233323e-18,9.124276886874822e-26,1.0087603866948877e-23,2.186637849255931e-20
