Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),NOX2(52),N2X2(45),N2X(46),O2X2(70)
9.315249027634824e-05,0.10924808674370724,8.201459270388934e-07,0.938,0.0,0.0,0.054030712042340605,0.0008200796681040932,0.05240187820199273,0.0007983843384357049,3.3901465381351657e-06,0.0003980212803858968,7.963023694028487e-10,5.617479467676998e-10,4.1817706568562933e-07,8.873618157692828e-08,0.01595321338544714,4.6838037082297375e-07,3.367974397147187e-07,2.5303477561883005e-09,8.940112501651e-08,6.406530708507707e-11,7.453356801767518e-17,2.5278928298181975e-10,5.118604733484454e-07,1.1686825126164794e-09,3.270895667965905e-07,4.666382614530245e-10
9.322146691913329e-05,0.10924808674370724,8.199266732540546e-07,0.938,0.0,0.0,0.05402909917298083,0.0008187848198421596,0.052402853469380055,0.0007987093024676028,3.3908148772315554e-06,0.0003973712875208022,7.964101576773757e-10,5.619338992260872e-10,4.181723650243155e-07,8.868329554270797e-08,0.015954827582520294,4.6803988815833615e-07,3.3673826796625495e-07,2.5261126015871835e-09,8.927334712483234e-08,6.397404361974816e-11,7.450423123125088e-17,2.5286389418472735e-10,5.115401382948373e-07,1.1690778913538037e-09,3.272100684800394e-07,4.667326981307086e-10
9.329044356191834e-05,0.10924808674370724,8.197078064901725e-07,0.938,0.0,0.0,0.05402748926642832,0.0008174921442002932,0.05240382735838423,0.0007990338089865483,3.3914796475666642e-06,0.00039672221334950984,7.965164462421101e-10,5.621191570110586e-10,4.181676758313706e-07,8.863039798914389e-08,0.01595643881635894,4.67699542762305e-07,3.366790665706155e-07,2.521883718087839e-09,8.914571206261622e-08,6.388289517480318e-11,7.447480250665213e-17,2.5293820322549076e-10,5.112197830455325e-07,1.1694726858255157e-09,3.273303957933137e-07,4.668269709765127e-10
9.335942020470339e-05,0.10924808674370724,8.194893263499061e-07,0.938,0.0,0.0,0.054025882316264734,0.0008162016372696452,0.05240479987040151,0.000799357858455541,3.392140852677587e-06,0.00039607405694133663,7.966212367264941e-10,5.623037206655223e-10,4.181629980705184e-07,8.857748903832992e-08,0.015958047093380116,4.673593347639634e-07,3.366198357062778e-07,2.517661098298893e-09,8.901821974978783e-08,6.379186163622407e-11,7.44452821062316e-17,2.530122103619059e-10,5.108994081997939e-07,1.1698668966942096e-09,3.274505489254039e-07,4.669210803134287e-10
9.342839684748844e-05,0.10924808674370724,8.192712324365738e-07,0.938,0.0,0.0,0.05402427831608775,0.0008149132951493347,0.05240577100682822,0.0007996814513375976,3.3927984961037624e-06,0.0003954268173655672,7.967245307644367e-10,5.624875907335134e-10,4.1815833170560106e-07,8.852456881203854e-08,0.015959652419984857,4.6701926429199247e-07,3.3656057555119246e-07,2.5134447348333186e-09,8.889087010611957e-08,6.370094289004887e-11,7.44156702921207e-17,2.5308591585216426e-10,5.105790143552235e-07,1.1702605246221441e-09,3.2757052806524607e-07,4.670150264637592e-10
9.349737349027349e-05,0.10924808674370724,8.190535243541861e-07,0.938,0.0,0.0,0.05402267725951094,0.0008136271139464289,0.05240674076906068,0.000800004588095748,3.3934525813869522e-06,0.0003947804936914579,7.968263299942897e-10,5.626707677601885e-10,4.1815367670057197e-07,8.847163743172156e-08,0.015961254802558292,4.6667933147466403e-07,3.3650128628283164e-07,2.5092346203095094e-09,8.876366305133136e-08,6.3610138822433e-11,7.438596732622846e-17,2.5315931995485455e-10,5.102586021077611e-07,1.1706535702712452e-09,3.276903334017235e-07,4.671088097491231e-10
9.356635013305854e-05,0.10924808674370724,8.188362017074057e-07,0.938,0.0,0.0,0.05402107914016383,0.0008123430897759244,0.052407709158495325,0.0008003272691930353,3.394103112071225e-06,0.00039413508498824,7.969266360588244e-10,5.628532522918189e-10,4.181490330195045e-07,8.841869501851066e-08,0.015962854247469613,4.663395364398506e-07,3.3644196807814504e-07,2.5050307473501127e-09,8.863659850498384e-08,6.35194493195826e-11,7.435617347024083e-17,2.5323242292895555e-10,5.099381720516945e-07,1.1710460343031012e-09,3.2780996512366416e-07,4.672024304904501e-10
9.363532677584359e-05,0.10924808674370724,8.186192641015815e-07,0.938,0.0,0.0,0.05401948395169175,0.000811061218760727,0.052408676176528536,0.000800649495092514,3.3947500917029353e-06,0.0003934905903251232,7.970254506052074e-10,5.630350448757848e-10,4.1814440062657974e-07,8.836574169321876e-08,0.015964450761072196,4.6599987931501574e-07,3.3638262111360785e-07,2.5008331085833183e-09,8.85096763865907e-08,6.342887426782589e-11,7.432628898561967e-17,2.533052250338392e-10,5.096177247796588e-07,1.171437917378966e-09,3.279294234198428e-07,4.672958890079926e-10
9.370430341862864e-05,0.10924808674370724,8.184027111427037e-07,0.938,0.0,0.0,0.05401789168775589,0.0008097814970316324,0.0524096418245568,0.0008009712662572471,3.3953935238307018e-06,0.00039284700877129894,7.971227752849785e-10,5.632161460605679e-10,4.1813977948610125e-07,8.83127775763401e-08,0.015966044349703584,4.6566036022722785e-07,3.3632324556517543e-07,2.496641696641446e-09,8.838289661550211e-08,6.333841355353573e-11,7.429631413360226e-17,2.5337772652926195e-10,5.092972608826462e-07,1.171829220159756e-09,3.2804870847897765e-07,4.673891856213134e-10
9.377328006141369e-05,0.10924808674370724,8.181865424374455e-07,0.938,0.0,0.0,0.05401630234203318,0.0008085039207273074,0.05241060610397654,0.0008012925831503053,3.3960334120053908e-06,0.0003922043393959439,7.972186117540258e-10,5.633965563957468e-10,4.1813516956247647e-07,8.825980278805197e-08,0.01596763501968558,4.653209793031467e-07,3.3626384160833105e-07,2.492456504162524e-09,8.825625911102728e-08,6.324806706321315e-11,7.426624917520021e-17,2.5344992767536935e-10,5.089767809500047e-07,1.1722199433060507e-09,3.2816782048973305e-07,4.674823206493032e-10
9.384225670419874e-05,0.10924808674370724,8.179707575931119e-07,0.938,0.0,0.0,0.05401471590821626,0.0008072284859942697,0.05241156901618428,0.0008016134462347657,3.3966697597800954e-06,0.00039156258126822347,7.973129616725644e-10,5.635762764319891e-10,4.1813057082023743e-07,8.820681744821417e-08,0.015969222777324245,4.649817366690402e-07,3.362044094180417e-07,2.4882775237885345e-09,8.812976379230751e-08,6.315783468339643e-11,7.42360943711986e-17,2.535218287326853e-10,5.08656285569448e-07,1.1726100874780898e-09,3.282867596407159e-07,4.67575294410164e-10
9.391123334698379e-05,0.10924808674370724,8.177553562176861e-07,0.938,0.0,0.0,0.05401313238001349,0.0008059551889868689,0.05241253056257652,0.0008019338559737088,3.3973025707101163e-06,0.00039092173345729487,7.974058267051111e-10,5.637553067210465e-10,4.181259832240166e-07,8.815382167637147e-08,0.015970807628909983,4.646426324507681e-07,3.361449491688055e-07,2.484104748167388e-09,8.800341057844862e-08,6.306771630075949e-11,7.420584998215567e-17,2.535934299621194e-10,5.083357753270553e-07,1.1729996533357786e-09,3.2840552612047883e-07,4.676681072214311e-10
9.398020998976884e-05,0.10924808674370724,8.175403379197739e-07,0.938,0.0,0.0,0.054011551751148835,0.0008046840258672686,0.05241349074454976,0.0008022538128302179,3.3979318483529417e-06,0.00039028179503231095,7.974972085204632e-10,5.639336478157476e-10,4.1812140673857377e-07,8.810081559175239e-08,0.015972389580717557,4.643036667738017e-07,3.360854610346077e-07,2.4799381699507194e-09,8.787719938838474e-08,6.297771180200429e-11,7.417551626840087e-17,2.5366473162495383e-10,5.080152508072792e-07,1.173388641538676e-09,3.2852412011751544e-07,4.677607593999506e-10
9.404918663255389e-05,0.10924808674370724,8.173257023086523e-07,0.938,0.0,0.0,0.05400997401536184,0.0008034149928054248,0.052414449563500505,0.0008025733172673775,3.3985575962682285e-06,0.00038964276506242297,7.975871087916728e-10,5.641113002699924e-10,4.1811684132876373e-07,8.804779931327259e-08,0.015973968639006138,4.6396483976320385e-07,3.3602594518896673e-07,2.475777781796367e-09,8.775113014101928e-08,6.288782107397817e-11,7.41450934900359e-17,2.5373573398285226e-10,5.076947125929471e-07,1.1737770527460084e-09,3.2864254182026476e-07,4.678532512619088e-10
9.411816327533894e-05,0.10924808674370724,8.171114489942156e-07,0.938,0.0,0.0,0.05400839916640766,0.0008021480859790687,0.052415407020825255,0.000802892369748271,3.399179818017784e-06,0.0003890046426167843,7.976755291960271e-10,5.642882646387456e-10,4.1811228695957346e-07,8.799477295953205e-08,0.015975544810019355,4.63626151543654e-07,3.359664018048927e-07,2.4716235763656017e-09,8.762520275508107e-08,6.279804400354477e-11,7.411458190693121e-17,2.5380643729784515e-10,5.073741612652678e-07,1.1741648876166562e-09,3.28760791417106e-07,4.679455831228005e-10
9.418713991812399e-05,0.10924808674370724,8.168975775870223e-07,0.938,0.0,0.0,0.054006827198056884,0.0008008833015736876,0.052416363117920535,0.0008032109707359785,3.399798517165544e-06,0.00038836742676455406,7.977624714150219e-10,5.64464541478031e-10,4.181077435960788e-07,8.794173664882048e-08,0.01597711809998533,4.6328760223942127e-07,3.3590683105493044e-07,2.467475546326252e-09,8.749941714927217e-08,6.27083804777257e-11,7.408398177872904e-17,2.538768418323409e-10,5.070535974038348e-07,1.1745521468091606e-09,3.2887886909636317e-07,4.680377552974688e-10
9.425611656090904e-05,0.10924808674370724,8.16684087698239e-07,0.938,0.0,0.0,0.05400525810409563,0.0007996206357825047,0.052417317856182796,0.0008035291206935777,3.400413697277558e-06,0.00038773111657489974,7.978479371343407e-10,5.64640131344925e-10,4.181032112034927e-07,8.788869049911255e-08,0.015978688515116742,4.629491919743971e-07,3.358472331111214e-07,2.4633336843491852e-09,8.737377324211775e-08,6.261883038354375e-11,7.405329336483741e-17,2.5394694784910903e-10,5.067330215866301e-07,1.1749388309817207e-09,3.289967750462987e-07,4.681297681000637e-10
9.432509320369409e-05,0.10924808674370724,8.16470978939692e-07,0.938,0.0,0.0,0.054003691878325384,0.0007983600848064616,0.05241827123700853,0.0008038468200841387,3.4010253619219667e-06,0.00038709571111700096,7.979319280438318e-10,5.648150347975511e-10,4.1809868974710945e-07,8.783563462807522e-08,0.015980256061610826,4.6261092087206043e-07,3.3578760814504266e-07,2.4591979831123e-09,8.724827095211952e-08,6.25293936081964e-11,7.402251692443623e-17,2.540167556112935e-10,5.064124343900309e-07,1.1753249407921914e-09,3.2911450945512045e-07,4.682216218440913e-10
9.439406984647914e-05,0.10924808674370724,8.162582509238075e-07,0.938,0.0,0.0,0.05400212851456302,0.0007971016448541988,0.052419223261794164,0.0008041640693707253,3.4016335146689824e-06,0.0003864612094600527,7.980144458374833e-10,5.649892523950725e-10,4.1809417919236804e-07,8.778256915306074e-08,0.015981820745649456,4.622727890555188e-07,3.3572795632777316e-07,2.4550684352960062e-09,8.712291019760098e-08,6.244007003886226e-11,7.399165271646743e-17,2.540862653823926e-10,5.060918363888092e-07,1.175710476898086e-09,3.2923207251097246e-07,4.6831331684236e-10
9.446304648926419e-05,0.10924808674370724,8.160459032636653e-07,0.938,0.0,0.0,0.0540005680066408,0.0007958453121420367,0.05242017393193612,0.0008044808690163917,3.4022381590908746e-06,0.0003858276106732685,7.980954922134032e-10,5.651627846976876e-10,4.1808967950477865e-07,8.772949419111657e-08,0.015983382573399187,4.6193479664746414e-07,3.3566827782992827e-07,2.45094503358837e-09,8.699769089686421e-08,6.235085956291713e-11,7.396070099964599e-17,2.5415547742627675e-10,5.057712281561438e-07,1.1760954399565727e-09,3.293494644019446e-07,4.684048534070474e-10
9.453202313204924e-05,0.10924808674370724,8.158339355729382e-07,0.938,0.0,0.0,0.05399901034840621,0.0007945910828939573,0.05242112324883076,0.0008047972194841815,3.4028392987619467e-06,0.0003851949138258839,7.981750688737943e-10,5.653356322666224e-10,4.180851906500065e-07,8.767640985897525e-08,0.01598494155101125,4.615969437702247e-07,3.356085728216312e-07,2.4468277706792684e-09,8.687261296803305e-08,6.226176206769105e-11,7.392966203244408e-17,2.54224392007163e-10,5.054506102636123e-07,1.1764798306244768e-09,3.2946668531606123e-07,4.684962318496233e-10
9.460099977483429e-05,0.10924808674370724,8.156223474659463e-07,0.938,0.0,0.0,0.053997455533722025,0.0007933389533415853,0.05242207121387447,0.0008051131212371262,3.4034369372585178e-06,0.0003845631179871594,7.982531775249324e-10,5.655077956641265e-10,4.180807125937749e-07,8.762331627306812e-08,0.015986497684621657,4.6125923054570786e-07,3.3554884147254035e-07,2.4427166392670575e-09,8.674767632921061e-08,6.217277744074202e-11,7.389853607310945e-17,2.5429300938964e-10,5.051299832812128e-07,1.1768636495582756e-09,3.2958373544129285e-07,4.685874524809429e-10
9.466997641761934e-05,0.10924808674370724,8.154111385575938e-07,0.938,0.0,0.0,0.05399590355646621,0.0007920889197241697,0.052423017828463515,0.000805428574738243,3.4040310781589057e-06,0.00038393222222638413,7.983298198771434e-10,5.656792754534647e-10,4.180762453019752e-07,8.757021354951084e-08,0.01598805098035121,4.6092165709546734e-07,3.354890839518305e-07,2.4386116320509734e-09,8.662288089832328e-08,6.208390556954546e-11,7.386732337964026e-17,2.543613298386332e-10,5.048093477773455e-07,1.1772468974141028e-09,3.2970061496554207e-07,4.68678515611144e-10
9.473895306040439e-05,0.10924808674370724,8.152003084634274e-07,0.938,0.0,0.0,0.05399435441053193,0.0007908409782885648,0.052423963093994164,0.0008057435804505335,3.4046217250434095e-06,0.00038330222561287845,7.984049976447802e-10,5.658500721989133e-10,4.180717887405402e-07,8.751710180412216e-08,0.015989601444305543,4.6058422354062797e-07,3.35429300428209e-07,2.434512741739824e-09,8.649822659327565e-08,6.199514634184726e-11,7.383602420981538e-17,2.5442935361944103e-10,5.044887043188456e-07,1.177629574847743e-09,3.298173240766584e-07,4.687694215497663e-10
9.480792970318944e-05,0.10924808674370724,8.149898567995708e-07,0.938,0.0,0.0,0.05399280808982744,0.0007895951252892124,0.05242490701186261,0.0008060581388369827,3.405208881494285e-06,0.00038267312721599814,7.984787125462012e-10,5.660201864657522e-10,4.180673428755887e-07,8.74639811524033e-08,0.015991149082575176,4.602469300019744e-07,3.3536949106990846e-07,2.4304199610420546e-09,8.6373713331799e-08,6.190649964526007e-11,7.380463882115438e-17,2.544970809976878e-10,5.041680534709518e-07,1.1780116825146381e-09,3.299338629624215e-07,4.688601706056181e-10
9.487690634597449e-05,0.10924808674370724,8.14779783182785e-07,0.938,0.0,0.0,0.053991264588276085,0.0007883513569881225,0.05242584958346501,0.0008063722503605566,3.4057925510957357e-06,0.0003820449261051365,7.985509663037463e-10,5.661896188202606e-10,4.180629076732597e-07,8.741085170956386e-08,0.015992693901235533,4.5990977659985124e-07,3.3530965604468964e-07,2.4263332826771295e-09,8.624934103159969e-08,6.181796536772603e-11,7.377316747096613e-17,2.545645122393723e-10,5.038473957973541e-07,1.178393221069875e-09,3.300502318105587e-07,4.689507630869314e-10
9.494588298875954e-05,0.10924808674370724,8.145700872303985e-07,0.938,0.0,0.0,0.05398972389981628,0.0007871096696548557,0.05242679081019745,0.0008066859154841999,3.4063727374338827e-06,0.00038141762134972834,7.986217606437151e-10,5.663583698297092e-10,4.180584830999009e-07,8.735771359049307e-08,0.01599423590634701,4.595727634542791e-07,3.3524979551985063e-07,2.422252699362502e-09,8.612510961021647e-08,6.17295433969837e-11,7.374161041628606e-17,2.546316476108077e-10,5.035267318601438e-07,1.1787741911682019e-09,3.3016643080872426e-07,4.690411993011874e-10
9.501485963154459e-05,0.10924808674370724,8.143607685603724e-07,0.938,0.0,0.0,0.0539881860184014,0.0007858700595665043,0.052427730693455916,0.0008069991346708368,3.4069494440967555e-06,0.0003807912120192529,7.986910972963449e-10,5.665264400623569e-10,4.1805406912185157e-07,8.730456690979508e-08,0.015995775103955008,4.5923589068482343e-07,3.351899096622108e-07,2.418178203828561e-09,8.600101898515751e-08,6.16412336211836e-11,7.370996791395313e-17,2.546984873786853e-10,5.032060622198852e-07,1.1791545934640053e-09,3.3028246014452224e-07,4.691314795553201e-10
9.508383627432964e-05,0.10924808674370724,8.141518267912266e-07,0.938,0.0,0.0,0.053986650937999814,0.0007846325230076742,0.05242866923463639,0.0008073119083833673,3.407522674674273e-06,0.00038016569718323705,7.98758977995787e-10,5.666938300874418e-10,4.1804966570569207e-07,8.725141178174955e-08,0.015997311500089977,4.5889915841074706e-07,3.3512999863814086e-07,2.4141097888014928e-09,8.587706907377172e-08,6.15530359281743e-11,7.367824022051203e-17,2.547650318099973e-10,5.028853874355374e-07,1.179534428611338e-09,3.3039832000548013e-07,4.692216041554862e-10
9.515281291711469e-05,0.10924808674370724,8.139432615421111e-07,0.938,0.0,0.0,0.05398511865259479,0.0007833970562704669,0.05242960643513472,0.0008076242370846662,3.408092432758216e-06,0.00037954107591125824,7.988254044800855e-10,5.668605404751783e-10,4.180452728179557e-07,8.719824832035892e-08,0.01599884510076744,4.58562566750837e-07,3.3507006261352297e-07,2.410047447022961e-09,8.575325979336892e-08,6.146495020633218e-11,7.364642759233314e-17,2.5483128117211927e-10,5.025647080645578e-07,1.179913697263883e-09,3.3051401057907704e-07,4.693115734073306e-10
9.522178955989974e-05,0.10924808674370724,8.137350724327231e-07,0.938,0.0,0.0,0.05398358915618446,0.0007821636556544607,0.05243054229634669,0.000807936121237582,3.408658721942223e-06,0.00037891734727294824,7.988903784911538e-10,5.670265717967491e-10,4.1804089042545915e-07,8.714507663929515e-08,0.016000375911988055,4.582261158236057e-07,3.350101017538078e-07,2.405991171227511e-09,8.562959106111126e-08,6.137697634359358e-11,7.361453028546231e-17,2.5489723573271116e-10,5.022440246627859e-07,1.1802924000749945e-09,3.306295320527119e-07,4.694013876156849e-10
9.529076620268479e-05,0.10924808674370724,8.135272590833887e-07,0.938,0.0,0.0,0.05398206244278183,0.0007809323174666937,0.05243147681966801,0.0008082475613049343,3.4092215458217617e-06,0.00037829451033799544,7.989539017747536e-10,5.671919246243003e-10,4.1803651849492307e-07,8.709189685196312e-08,0.016001903939737643,4.578898057470599e-07,3.349501162239449e-07,2.4019409541685523e-09,8.550606279410967e-08,6.128911422858615e-11,7.358254855580484e-17,2.5496289575982633e-10,5.019233377845925e-07,1.1806705376976484e-09,3.307448846137377e-07,4.694910470849174e-10
9.535974284546984e-05,0.10924808674370724,8.133198211149685e-07,0.938,0.0,0.0,0.05398053850641467,0.0007797030380216444,0.052432410006494304,0.0008085585577495136,3.409780907994113e-06,0.00037767256417614884,7.990159760804714e-10,5.673565995309358e-10,4.1803215699340647e-07,8.703870907142876e-08,0.01600342918998724,4.5755363663897087e-07,3.3489010618847316e-07,2.3978967885884834e-09,8.538267490934297e-08,6.120136374930237e-11,7.355048265889684e-17,2.550282615217816e-10,5.016026479827097e-07,1.181048110784502e-09,3.3086006844942305e-07,4.69580552118533e-10
9.542182182397638e-05,0.10924808674370724,8.131334475812727e-07,0.938,0.0,0.0,0.05397916933312655,0.0007785984437065924,0.05243324873308809,0.0008088380756346327,3.410281377164323e-06,0.000377113573472696,7.990706055289186e-10,5.675042277990255e-10,4.180282405315112e-07,8.699083332798821e-08,0.016004799545371425,4.572512050665839e-07,3.3483607633981046e-07,2.39426220760099e-09,8.52717457711944e-08,6.112248367463982e-11,7.352155159980921e-17,2.55086839332911e-10,5.013140251168664e-07,1.1813874444237127e-09,3.309635897961223e-07,4.696609748567876e-10
9.547769290463227e-05,0.10924808674370724,8.129659708811133e-07,0.938,0.0,0.0,0.05397793899269627,0.000777605729846177,0.05243400266324008,0.0008090893350995739,3.4107294066742733e-06,0.00037661109753988416,7.991187708158194e-10,5.676366244901435e-10,4.1802472289576806e-07,8.694773976910685e-08,0.016006030949364924,4.569791144308516e-07,3.3478743271685023e-07,2.390995266287237e-09,8.517200666090949e-08,6.105156877645226e-11,7.349545568719722e-17,2.5513935591774074e-10,5.0105426322587e-07,1.1816924545743018e-09,3.310566423998407e-07,4.697332487588539e-10
9.553356398528815e-05,0.10924808674370724,8.127987397961993e-07,0.938,0.0,0.0,0.05397671046370859,0.0007766143601982534,0.052434755718998804,0.0008093403043263632,3.411175171360086e-06,0.0003761092043895057,7.991659885516104e-10,5.677685774194448e-10,4.1802121204401663e-07,8.690464116598602e-08,0.01600726054160894,4.5670711649253413e-07,3.347387733067551e-07,2.3877322824790733e-09,8.507235950751702e-08,6.098072692440017e-11,7.346930500615475e-17,2.5519167991342677e-10,5.007945003944937e-07,1.1819970954921981e-09,3.311495846356413e-07,4.698054218734727e-10
9.558943506594404e-05,0.10924808674370724,8.126317541261494e-07,0.938,0.0,0.0,0.053975483743017784,0.0007756243328183569,0.052435507901105724,0.0008095909835608822,3.4116186731369004e-06,0.00037560789352731634,7.992122596733218e-10,5.679000868933092e-10,4.180177079588868e-07,8.686153757815239e-08,0.016008488325248597,4.56435211313439e-07,3.346900981960783e-07,2.38447325233356e-09,8.49728042667218e-08,6.090995805931365e-11,7.344309969204464e-17,2.552438114632095e-10,5.005347369135637e-07,1.1823013675235706e-09,3.312424166029277e-07,4.698774943607619e-10
9.564530614659993e-05,0.10924808674370724,8.124650136708364e-07,0.938,0.0,0.0,0.053974258827484474,0.0007746356457652197,0.052436259210302316,0.0008098413730489972,3.4120599139206084e-06,0.0003751071644591035,7.992575851196034e-10,5.680311532185233e-10,4.1801421062305175e-07,8.681842906500266e-08,0.016009714303422632,4.5616339895522285e-07,3.346414074711738e-07,2.3812181720100746e-09,8.487334089418906e-08,6.083926212206889e-11,7.341683988013195e-17,2.5529575071047016e-10,5.00274973073239e-07,1.1826052710144156e-09,3.3133513840107253e-07,4.699494663805664e-10
9.570117722725582e-05,0.10924808674370724,8.12298518230374e-07,0.938,0.0,0.0,0.05397303571397558,0.0007736482971007496,0.05243700964732995,0.0008100914730365576,3.4124988956278452e-06,0.0003746070166906878,7.993019658307068e-10,5.681617767022737e-10,4.180107200192319e-07,8.67753156858073e-08,0.016010938479263517,4.5589167947938035e-07,3.3459270121820303e-07,2.377967037670004e-09,8.477396934554415e-08,6.076863905356666e-11,7.33905257055714e-17,2.5534749779872555e-10,5.000152091630299e-07,1.1829088063105878e-09,3.3142775012942106e-07,4.700213380924496e-10
9.581291938856761e-05,0.10924808674370724,8.11966261595592e-07,0.938,0.0,0.0,0.053970594880528584,0.000771677607200469,0.0524385079078437,0.0008105908054933299,3.4133700894829223e-06,0.00037360846307669585,7.993878968159389e-10,5.684216963760358e-10,4.18003758938729e-07,8.668907456574464e-08,0.0160133814364458,4.5534851942002975e-07,3.344952424717616e-07,2.371476591596459e-09,8.457550154221339e-08,6.062761128657854e-11,7.33377348085911e-17,2.554504160729812e-10,4.994956822878271e-07,1.1835147737015062e-09,3.3161264377395925e-07,4.701647812294141e-10
9.59246615498794e-05,0.10924808674370724,8.116349826275373e-07,0.938,0.0,0.0,0.05396816121773737,0.0007697122476758979,0.052440002688577056,0.0008110889828976478,3.414232270049805e-06,0.0003726122287326075,7.994700601827225e-10,5.686798483800323e-10,4.1799682458003083e-07,8.660281468958244e-08,0.01601581722172992,4.548057316241139e-07,3.343977226421649e-07,2.365001883447432e-09,8.437740050092811e-08,6.048687428626992e-11,7.328472808021668e-17,2.5555256743683786e-10,4.989761585909537e-07,1.1841192724600778e-09,3.31797098330726e-07,4.703078250426553e-10
9.603640371119119e-05,0.10924808674370724,8.113046797358038e-07,0.938,0.0,0.0,0.05396573470076279,0.0007677522031359561,0.05244149399545925,0.000811586007215663,3.4150854526876945e-06,0.0003716183097062875,7.995484635099846e-10,5.689362351859806e-10,4.179899168065073e-07,8.651653652691346e-08,0.016018245859950146,4.5426331657778436e-07,3.3430014241173293e-07,2.3585428825918675e-09,8.417966586524672e-08,6.034642758110764e-11,7.323150659784555e-17,2.556539530433013e-10,4.984566403650055e-07,1.1847223053476448e-09,3.3198111459344606e-07,4.704504707987392e-10
9.614814587250298e-05,0.10924808674370724,8.109753513337526e-07,0.938,0.0,0.0,0.05396331530486439,0.0007657974582394078,0.05244298183441847,0.0008120818804132154,3.4159296527670046e-06,0.0003706267020462289,7.996231144013726e-10,5.691908592717429e-10,4.1798303548223215e-07,8.643024054532325e-08,0.01602066737584201,4.537212747646722e-07,3.3420250245972383e-07,2.3520995584332292e-09,8.398229727809308e-08,6.020627070010766e-11,7.317807143715362e-17,2.557545740475096e-10,4.979371298922697e-07,1.185323875123054e-09,3.321646933553713e-07,4.705927197598813e-10
9.625988803381477e-05,0.10924808674370724,8.106469958384702e-07,0.938,0.0,0.0,0.05396090300539992,0.0007638479976945883,0.052444466211382046,0.0008125766044558173,3.4167648856691417e-06,0.0003696374018015861,7.996940204849719e-10,5.694437231212703e-10,4.1797618047198116e-07,8.634392721039549e-08,0.01602308179404291,4.5317960666586476e-07,3.341048034623539e-07,2.3456718804095027e-09,8.37852943817598e-08,6.006640317283103e-11,7.312442367208133e-17,2.558544316067087e-10,4.974176294447529e-07,1.185923984542664e-09,3.323478354092782e-07,4.707345731839693e-10
9.637163019512655e-05,0.10924808674370724,8.103196116707494e-07,0.938,0.0,0.0,0.05395849777782515,0.0007619038062593529,0.052445947132276155,0.0008130701813086353,3.417591166786355e-06,0.0003686504050222094,7.997611894131371e-10,5.69694829224576e-10,4.1796935164122745e-07,8.625759698571344e-08,0.01602548913909225,4.526383127598971e-07,3.3400704609280754e-07,2.3392598179932574e-09,8.358865681791189e-08,5.992682452938186e-11,7.307056437482668e-17,2.5595352688022694e-10,4.968981412841897e-07,1.1865226363603388e-09,3.325305415474631e-07,4.708760323245596e-10
9.659511451775012e-05,0.10924808674370724,8.096677510195319e-07,0.938,0.0,0.0,0.053953708440655765,0.0007580311699958149,0.05244889862955525,0.0008140539013037273,3.4192169352878205e-06,0.0003666833060624068,7.998843465323508e-10,5.701917781825151e-10,4.179557719835867e-07,8.608488771147716e-08,0.01603028270740596,4.5155684942798686e-07,3.338113589148621e-07,2.3264824180471623e-09,8.319647625123108e-08,5.964853201710072e-11,7.296221546380643e-17,2.56149435217773e-10,4.958592108198389e-07,1.1877155781928247e-09,3.328946492434252e-07,4.711577727478771e-10
9.679625040811133e-05,0.10924808674370724,8.090843826059929e-07,0.938,0.0,0.0,0.053949421978833845,0.0007545636658133853,0.05245154321677746,0.0008149353456171273,3.420649666465192e-06,0.0003649207552373645,7.999824841257577e-10,5.706330458546117e-10,4.179436384902467e-07,8.592939621171045e-08,0.01603457297289415,4.505848169176987e-07,3.336350475136869e-07,2.3150358579321863e-09,8.284475957079411e-08,5.939905203582677e-11,7.286398872422092e-17,2.563231573766566e-10,4.949242379043803e-07,1.1887842684191293e-09,3.3322086327641054e-07,4.714100031665969e-10
9.699738629847255e-05,0.10924808674370724,8.085041369002356e-07,0.938,0.0,0.0,0.05394515805266628,0.0007511129987480596,0.052454176698446146,0.000815813103580368,3.422053633715921e-06,0.00036316560624239226,8.000686334312207e-10,5.710686574248411e-10,4.1793158775798826e-07,8.577385710822402e-08,0.016038840698565437,4.496140041191367e-07,3.3345855731899073e-07,2.303639419208724e-09,8.249422096649873e-08,5.915050075503391e-11,7.276509321488618e-17,2.564944278523859e-10,4.939893395085279e-07,1.189848278729101e-09,3.335456772419908e-07,4.716609754051718e-10
9.719852218883376e-05,0.10924808674370724,8.07927004822243e-07,0.938,0.0,0.0,0.05394091652250621,0.0007476790816769599,0.05245679910907878,0.0008166871866396835,3.423428927175592e-06,0.00036141783606967096,8.001428399254725e-10,5.714986276265259e-10,4.1791961902714065e-07,8.561827303336506e-08,0.01604308602403933,4.486444137323539e-07,3.332818921491266e-07,2.292292925096643e-09,8.214485832631331e-08,5.890287545374253e-11,7.266553512500096e-17,2.5666325347826374e-10,4.930545284572175e-07,1.190907625092762e-09,3.3386909574306083e-07,4.719106966192277e-10
