Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),NOX2(52)
2.0012520043995186e-09,0.054700809901540644,4.652532665262874e-07,0.938,0.0,0.0,0.03503929163230998,0.009999960415858846,0.04999869939769247,1.435546451961941e-36,2.2208889860801867e-35,0.001998205785859533,5.704977991963338e-49,1.7763195930436503e-45,1.2998920206173819e-06,9.784230647011876e-23,7.986663781751929e-08,3.033004903662194e-16,1.1931428569804488e-11,1.3303723034830405e-06,4.638390501995765e-07,2.7864852584963742e-12,1.6446287869080252e-49,3.4286268390783414e-35,3.4955533787412334e-22
2.0103471206818067e-09,0.054700809901540644,4.669434535493552e-07,0.938,0.0,0.0,0.03503928450573108,0.009999960235971573,0.049998699394737216,1.5065931175093953e-36,2.290895141647226e-35,0.0019982007121974433,6.022999535338711e-49,1.8333131577426965e-45,1.2998917508252811e-06,1.0045345005202387e-22,8.022967959753534e-08,3.0997725628199517e-16,1.1889238046953151e-11,1.3337623058261e-06,4.655226749420233e-07,2.821482061417462e-12,1.7280022467182715e-49,3.5230448922798824e-35,3.5887880913169843e-22
2.019442236964095e-09,0.054700809901540644,4.6862882545571644e-07,0.938,0.0,0.0,0.03503927740506962,0.009999960056084374,0.049998699391781004,1.5807943874832526e-36,2.3627650482805552e-35,0.0019981956596385095,6.357103407107563e-49,1.8918725102695903e-45,1.29989148200913e-06,1.031213601636646e-22,8.059272076579029e-08,3.167678863695169e-16,1.1847500387145632e-11,1.33713601991954e-06,4.6720148452592285e-07,2.8567323899778145e-12,1.815176375105225e-49,3.6196341394521514e-35,3.6840485672142836e-22
2.028537353246383e-09,0.054700809901540644,4.703093787222884e-07,0.938,0.0,0.0,0.035039270330254425,0.009999959876197251,0.049998699388823814,1.6582742034853704e-36,2.436539123781766e-35,0.0019981906281080057,6.7080209253315315e-49,1.9520335699524887e-45,1.2998912141662755e-06,1.058469844148874e-22,8.095576132922742e-08,3.236737374229649e-16,1.1806209050055742e-11,1.340493524015961e-06,4.6887547542153807e-07,2.892236427819794e-12,1.9063049599339697e-49,3.7184347053796385e-35,3.781368601982651e-22
2.037632469528671e-09,0.054700809901540644,4.719851099844539e-07,0.938,0.0,0.0,0.03503926328121434,0.009999959696310205,0.04999869938586567,1.7391607363348947e-36,2.51225845889574e-35,0.0019981856175314287,7.076512925455211e-49,2.0138329182748472e-45,1.299890947294065e-06,1.0863128121938344e-22,8.131880129466444e-08,3.3069617475326475e-16,1.1765357621846429e-11,1.3438348959920435e-06,4.7054464425773565e-07,2.927994350204313e-12,2.0015472182314103e-49,3.819487276889669e-35,3.8807823762083874e-22
2.046727585810959e-09,0.054700809901540644,4.7365601603531976e-07,0.938,0.0,0.0,0.03503925625787829,0.009999959516423232,0.04999869938290656,1.8235865080934086e-36,2.5899648249604216e-35,0.0019981806278344875,7.463370799765553e-49,2.077307808129364e-45,1.29989068138985e-06,1.1147521985323026e-22,8.168184066879647e-08,3.378365721752036e-16,1.1724939812068715e-11,1.3471602133503578e-06,4.7220898782124164e-07,2.964006324050112e-12,2.1010679594736986e-49,3.9228331081966505e-35,3.9823244575990016e-22
2.055822702093247e-09,0.054700809901540644,4.7532209382496707e-07,0.938,0.0,0.0,0.03503924926017526,0.009999959336536336,0.0499986993799465,1.9116885169442912e-36,2.669700681597868e-35,0.0019981756589431093,7.869417568155608e-49,2.1424961731529615e-45,1.2998904164509845e-06,1.1437978051323662e-22,8.204487945819909e-08,3.450963119941964e-16,1.1684949450653231e-11,1.3504695532211612e-06,4.7386850305588905e-07,3.0002725079734107e-12,2.205037752721238e-49,4.0285140263209944e-35,4.0860298030602035e-22
2.0649178183755353e-09,0.054700809901540644,4.769833404596957e-07,0.938,0.0,0.0,0.03503924228803429,0.009999959156649512,0.04999869937698547,2.0036083649764013e-36,2.751509184446429e-35,0.0019981707107834317,8.295508980669485e-49,2.2094366371506308e-45,1.2998901524748222e-06,1.1734595437505673e-22,8.240791766933115e-08,3.5247678499270614e-16,1.1645380484990999e-11,1.3537629923641874e-06,4.7552318706185927e-07,3.0367930523279098e-12,2.3136330979841702e-49,4.136572436550199e-35,4.191933760764367e-22
2.0740129346578234e-09,0.054700809901540644,4.786397532012611e-07,0.938,0.0,0.0,0.03503923534138446,0.009999958976762764,0.0499986993740235,2.099492388922717e-36,2.8354341929338613e-35,0.0019981657832818097,8.742534652642682e-49,2.2781685236123102e-45,1.2998898894587218e-06,1.2037474365105026e-22,8.277095530853767e-08,3.599793904163221e-16,1.1606226977100357e-11,1.3570406071704297e-06,4.771730370949161e-07,3.0735680992451564e-12,2.4270366019171977e-49,4.2470513279099895e-35,4.300072072210413e-22
2.0831080509401115e-09,0.054700809901540644,4.802913294661066e-07,0.938,0.0,0.0,0.035039228420154916,0.009999958796876091,0.04999869937106057,2.1994917939051297e-36,2.921520278091234e-35,0.0019981608763648085,9.211419233402589e-49,2.3487318653210175e-45,1.299889627400042e-06,1.234671616479095e-22,8.313399238205224e-08,3.676055359594978e-16,1.1567483100877095e-11,1.3603024736639126e-06,4.788180505656344e-07,3.110597782675237e-12,2.545437157773526e-49,4.3599942786483304e-35,4.410480874275344e-22
2.0922031672223996e-09,0.054700809901540644,4.819380668245861e-07,0.938,0.0,0.0,0.0350392215242749,0.009999958616989492,0.04999869936809669,2.3037627902371075e-36,3.00981273040746e-35,0.0019981559899592033,9.703123609393894e-49,2.4211674140497937e-45,1.2998893662961462e-06,1.2662423282405646e-22,8.349702889600005e-08,3.7535663775095476e-16,1.1529143139424737e-11,1.3635486675034569e-06,4.804582250386218e-07,3.1478822284278185e-12,2.669030129627626e-49,4.475445461749585e-35,4.523196701257328e-22
2.1012982835046877e-09,0.054700809901540644,4.83579963000183e-07,0.938,0.0,0.0,0.03503921465367363,0.009999958437102968,0.04999869936513188,2.412466733336522e-36,3.10035756772426e-35,0.001998151123991982,1.0218646142489348e-48,2.4955166503478434e-45,1.2998891061443966e-06,1.298469928467926e-22,8.38600648564001e-08,3.832341203387522e-16,1.1491201482462381e-11,1.3667792639844336e-06,4.820935582317345e-07,3.1854215542135184e-12,2.798017540997457e-49,4.5934496504847136e-35,4.638256486910064e-22
2.110393399786976e-09,0.054700809901540644,4.852170158687239e-07,0.938,0.0,0.0,0.03503920780828046,0.009999958257216519,0.049998699362166124,2.525770266801465e-36,3.1932015431714124e-35,0.001998146278390341,1.07590239442728e-48,2.571821793417788e-45,1.2998888469421607e-06,1.3313648864920124e-22,8.42231002691679e-08,3.9123941667502985e-16,1.1453652623807316e-11,1.369994338040513e-06,4.837240480152864e-07,3.2232158696855937e-12,2.932608268005382e-49,4.7140522239912906e-35,4.755697566468441e-22
2.119488516069264e-09,0.054700809901540644,4.868492234575822e-07,0.938,0.0,0.0,0.03503920098802476,0.009999958077330139,0.04999869935919942,2.643845468702414e-36,3.2883921531420916e-35,0.0019981414530816817,1.1325334187165461e-48,2.6501258110851433e-45,1.2998885886868073e-06,1.3649377848680732e-22,8.458613514011775e-08,3.9937396810042397e-16,1.1416491158929896e-11,1.3731939642454023e-06,4.853496924112542e-07,3.2612652764819486e-12,3.0730182371588757e-49,4.837299172877731e-35,4.875557678665448e-22
2.128583632351552e-09,0.054700809901540644,4.884765839448804e-07,0.938,0.0,0.0,0.03503919419283596,0.009999957897443833,0.049998699356231795,2.7668700011446927e-36,3.3859776453081513e-35,0.0019981366479936186,1.1918695453304538e-48,2.7304724298599892e-45,1.299888331375706e-06,1.399199319939892e-22,8.494916947496506e-08,4.076392243281625e-16,1.1379711782578239e-11,1.3763782168145757e-06,4.869704895924733e-07,3.2995698682674503e-12,3.2194706278050452e-49,4.963237104852543e-35,4.997874967740211e-22
2.13767874863384e-09,0.054700809901540644,4.90099095658684e-07,0.938,0.0,0.0,0.03503918742264357,0.009999957717557604,0.049998699353263225,2.895027263155675e-36,3.486007026675149e-35,0.0019981318630539688,1.2540269122072572e-48,2.812906145090731e-45,1.2998880750062302e-06,1.434160302401375e-22,8.531220327932871e-08,4.1603664342784155e-16,1.1343309286470348e-11,1.379547169606998e-06,4.885864378818329e-07,3.3381297307765466e-12,3.3721960793334324e-49,5.091913250381709e-35,5.122687985437095e-22
2.146773864916128e-09,0.054700809901540644,4.917167570761905e-07,0.938,0.0,0.0,0.03503918067737713,0.009999957537671446,0.04999869935029372,3.028506546951771e-36,3.588530071676935e-35,0.001998127098190755,1.3191260797169029e-48,2.897472231210429e-45,1.299887819575754e-06,1.4698316578556216e-22,8.567523655873323e-08,4.2456769180888723e-16,1.1307278557051448e-11,1.3827008961268358e-06,4.901975357514597e-07,3.3769449418561766e-12,3.531432903224954e-49,5.223375468375122e-35,5.250035692995794e-22
2.1558689811984163e-09,0.054700809901540644,4.933295668229134e-07,0.938,0.0,0.0,0.03503917395696623,0.009999957357785357,0.049998699347323296,3.167503197640753e-36,3.693597330309662e-35,0.0019981223533322074,1.3872921774136842e-48,2.9842167520764216e-45,1.2998875650816545e-06,1.5062244273714544e-22,8.603826931861085e-08,4.3323384420370555e-16,1.12716145733143e-11,1.3858394695251628e-06,4.918037818219019e-07,3.416015571508974e-12,3.6974273000448254e-49,5.357672251900872e-35,5.379957463132341e-22
2.1649640974807044e-09,0.054700809901540644,4.949375236718605e-07,0.938,0.0,0.0,0.03503916726134055,0.009999957177899343,0.049998699344351936,3.31221877641555e-36,3.801260136304977e-35,0.001998117628406756,1.4586550549287195e-48,3.073186571403821e-45,1.2998873115213122e-06,1.54334976803737e-22,8.64013015643037e-08,4.4203658365052593e-16,1.1236312404680448e-11,1.3889629626016607e-06,4.934051748613035e-07,3.4553416819367466e-12,3.870433581466248e-49,5.494852733926428e-35,5.512493082010972e-22
2.1740592137629925e-09,0.054700809901540644,4.965406265427059e-07,0.938,0.0,0.0,0.03503916059042979,0.009999956998013402,0.04999869934137967,3.462861227296172e-36,3.9115706153422705e-35,0.0019981129233430377,1.533349437098604e-48,3.1644293632932083e-45,1.2998870588921062e-06,1.581218953512912e-22,8.676433330106578e-08,4.509774014759386e-16,1.1201367208940364e-11,1.3920714478063026e-06,4.950017137845772e-07,3.4949233275842327e-12,4.050714397408416e-49,5.634966693086886e-35,5.647682751206759e-22
2.1831543300452806e-09,0.054700809901540644,4.981388745009605e-07,0.938,0.0,0.0,0.03503915394416374,0.009999956818127528,0.04999869933840647,3.6196450474769905e-36,4.02458169329976e-35,0.001998108238069889,1.611515083427685e-48,3.2579936228529016e-45,1.299886807191421e-06,1.6198433745774346e-22,8.712736453406491e-08,4.600577972771332e-16,1.116677423025055e-11,1.395164997241038e-06,4.965933976525689e-07,3.534760555183122e-12,4.238540968377975e-49,5.778064559480844e-35,5.785567089658966e-22
2.1922494463275687e-09,0.054700809901540644,4.997322667571323e-07,0.938,0.0,0.0,0.03503914732247223,0.009999956638241728,0.04999869933543235,3.782791461337147e-36,4.140347104544244e-35,0.0019981035725163475,1.6932969519827038e-48,3.3539286769162297e-45,1.2998865564166417e-06,1.6592345396762397e-22,8.749039526838473e-08,4.692792789038378e-16,1.1132528797185769e-11,1.3982436826614627e-06,4.981802256712192e-07,3.5748534037963408e-12,4.434193323108165e-49,5.924197420494043e-35,5.926187135615028e-22
2.201344562609857e-09,0.054700809901540644,5.013208026658865e-07,0.938,0.0,0.0,0.035039140725285134,0.009999956458356002,0.049998699332457326,3.952528598172398e-36,4.2589214002593286e-35,0.001998098926611653,1.778845367820409e-48,3.452284694854328e-45,1.2998863065651562e-06,1.6994040754640724e-22,8.785342550902639e-08,4.786433624399661e-16,1.109862632084457e-11,1.401307575478484e-06,4.997621971907204e-07,3.6152019048625898e-12,4.6379605415901685e-49,6.073417026650506e-35,6.069584348565125e-22
2.210439678892145e-09,0.054700809901540644,5.029044817251989e-07,0.938,0.0,0.0,0.03503913415253242,0.009999956278470345,0.04999869932948138,4.1290916737072745e-36,4.380359956811957e-35,0.001998094300285244,1.868316196050821e-48,3.553112699484923e-45,1.2998860576343535e-06,1.7403637273459596e-22,8.821645526091056e-08,4.881515721849743e-16,1.1065062293006419e-11,1.404356746759979e-06,5.013393117046679e-07,3.655806082241123e-12,4.8501410035899944e-49,6.225775797491065e-35,6.215800611167294e-22
2.219534795174433e-09,0.054700809901540644,5.044833035755046e-07,0.938,0.0,0.0,0.03503912760414406,0.009999956098584756,0.04999869932650454,4.312723175446985e-36,4.5047189841570234e-35,0.001998089693466757,1.9618710196406303e-48,3.6564645780775436e-45,1.2998858096216262e-06,1.7821253600153679e-22,8.857948452887907e-08,4.978054406349289e-16,1.1031832284338762e-11,1.4073912672324397e-06,5.029115688492074e-07,3.696665952256776e-12,5.071042642744587e-49,6.381326827479225e-35,6.364878231162944e-22
2.228629911456721e-09,0.054700809901540644,5.060572679988428e-07,0.938,0.0,0.0,0.03503912108005012,0.00999995591869924,0.04999869932352678,4.503673051929011e-36,4.632055534279918e-35,0.0019980851060860286,2.059677322062873e-48,3.762393093455555e-45,1.2998855625243672e-06,1.8247009579896599e-22,8.894251331769666e-08,5.076065084632952e-16,1.0998931942652426e-11,1.410411207282616e-06,5.044789684021779e-07,3.737781523745224e-12,5.300983206333065e-49,6.540123891934522e-35,6.516859943282805e-22
2.237725027739009e-09,0.054700809901540644,5.076263749179974e-07,0.938,0.0,0.0,0.0350391145801807,0.009999955738813794,0.049998699320548116,4.702198905934931e-36,4.762427509676782e-35,0.001998080538073091,2.1619086749008054e-48,3.870951895195511e-45,1.2998853163399733e-06,1.8681026261428523e-22,8.930554163205265e-08,5.175563245014422e-16,1.0966356991203798e-11,1.4134166369591474e-06,5.060415102822504e-07,3.779152798098461e-12,5.540290520820691e-49,6.70222145299335e-35,6.671788911143213e-22
2.2468201440212973e-09,0.054700809901540644,5.091906243956334e-07,0.938,0.0,0.0,0.035039108104465984,0.009999955558928415,0.04999869931756856,4.90856619172354e-36,4.895893671872298e-35,0.001998075989358173,2.26874493051574e-48,3.9821955309242383e-45,1.2998850710658416e-06,1.9123425902356353e-22,8.966856947656253e-08,5.276564457188739e-16,1.0934103227042366e-11,1.4164076259741878e-06,5.075991945480626e-07,3.820779769310502e-12,5.789302763274106e-49,6.867674665597206e-35,6.829708729132648e-22
2.2559152603035854e-09,0.054700809901540644,5.107500166334289e-07,0.938,0.0,0.0,0.03503910165283619,0.009999955379043107,0.0499986993145881,5.1230484163468725e-36,5.032513649974821e-35,0.0019980714598717003,2.3803724198905452e-48,4.096179457714144e-45,1.299884826699372e-06,1.9574331974426502e-22,9.003159685576961e-08,5.379084372031868e-16,1.0902166519402115e-11,1.4193842437050222e-06,5.091520213973492e-07,3.862662424023314e-12,6.0483687387469454e-49,7.036539383508316e-35,6.9906634242885095e-22
2.2650103765858735e-09,0.054700809901540644,5.123045519712028e-07,0.938,0.0,0.0,0.03503909522522162,0.009999955199157869,0.049998699311606734,5.34592734511131e-36,5.172347949268635e-35,0.001998066949544292,2.4969841557624007e-48,4.212960053577158e-45,1.299884583237968e-06,2.0033869168770113e-22,9.039462377414647e-08,5.483138721397585e-16,1.0870542808135443e-11,1.422346559195676e-06,5.106999911660692e-07,3.904800741572922e-12,6.317848163736083e-49,7.208872165352631e-35,7.154697458164063e-22
2.2741054928681616e-09,0.054700809901540644,5.138542308860404e-07,0.938,0.0,0.0,0.035039088821552586,0.0099999550192727,0.04999869930862449,5.577493211246476e-36,5.315457959843187e-35,0.0019980624583067637,2.618780041160263e-48,4.3325946290577636e-45,1.2998843406790337e-06,2.0502163401120554e-22,9.075765023609655e-08,5.588743317911712e-16,1.0839228102188282e-11,1.425294641158516e-06,5.122431043275279e-07,3.947194694035745e-12,6.5981119558099735e-49,7.384730280690202e-35,7.321855728685496e-22
2.2832006091504497e-09,0.054700809901540644,5.153990539914136e-07,0.938,0.0,0.0,0.035039082441759496,0.0099999548393876,0.04999869930564134,5.818044929845192e-36,5.461905965259047e-35,0.0019980579860901216,2.745967083464419e-48,4.455141438925575e-45,1.2998840990199748e-06,2.097934181700301e-22,9.112067624595558e-08,5.695914054763721e-16,1.0808218478115115e-11,1.4282285579758445e-06,5.137813614914966e-07,3.9898442462751115e-12,6.889542529511943e-49,7.564171716112915e-35,7.492183571999056e-22
2.292295725432738e-09,0.054700809901540644,5.169390220362983e-07,0.938,0.0,0.0,0.0350390760857728,0.009999954659502569,0.049998699302657316,6.067890316138285e-36,5.611755151250428e-35,0.0019980535328255676,2.8787596141074546e-48,4.5806596939678856e-45,1.2998838582582e-06,2.1465532796895986e-22,9.148370180799291e-08,5.804666905495754e-16,1.0777510078632692e-11,1.4311483777014843e-06,5.153147634033287e-07,4.032749355987964e-12,7.19253409864217e-49,7.74725518136957e-35,7.6657267643081525e-22
2.301390841715026e-09,0.054700809901540644,5.184741359042881e-07,0.938,0.0,0.0,0.03503906975352303,0.009999954479617604,0.0499986992996724,6.327346308168632e-36,5.765069614464067e-35,0.0019980490984444956,3.017379514037959e-48,4.7092095728826646e-45,1.2998836183911197e-06,2.196086596136473e-22,9.184672692641301e-08,5.915017923789101e-16,1.0747099111211216e-11,1.4340541680623572e-06,5.16843310943072e-07,4.075909973751746e-12,7.50749298502327e-49,7.934040115518267e-35,7.842531523700477e-22
2.310485957997314e-09,0.054700809901540644,5.200043966127049e-07,0.938,0.0,0.0,0.035039063444940725,0.00999995429973271,0.049998699296686606,6.596739193929324e-36,5.921914371234267e-35,0.0019980446828784886,3.1620564450702475e-48,4.840852234272411e-45,1.2998833794161473e-06,2.246547217616638e-22,9.220975160535687e-08,6.02698324324815e-16,1.0716981846701897e-11,1.4369459964600566e-06,5.183670051245774e-07,4.119326043071462e-12,7.834837933855538e-49,8.124586693106108e-35,8.022644511965028e-22
2.319581074279602e-09,0.054700809901540644,5.215298053117066e-07,0.938,0.0,0.0,0.035039057159956526,0.009999954119847882,0.049998699293699926,6.876404843031393e-36,6.082355366393877e-35,0.0019980402860593238,3.313028087245415e-48,4.9756498287393475e-45,1.2998831413306977e-06,2.297948355732662e-22,9.257277584890303e-08,6.140579077181862e-16,1.068715461799976e-11,1.4398239299724057e-06,5.198858470946056e-07,4.162997500426912e-12,8.17500043576896e-49,8.318955830376148e-35,8.206112836398972e-22
2.32867619056189e-09,0.054700809901540644,5.230503632833913e-07,0.938,0.0,0.0,0.03503905089850113,0.009999953939963122,0.049998699290712365,7.166688942967103e-36,6.246459482121044e-35,0.0019980359079189653,3.4705403823310636e-48,5.1136655110823597e-45,1.2998829041321876e-06,2.3503033476187777e-22,9.293579966106922e-08,6.255821718382798e-16,1.065761381874058e-11,1.4426880353550195e-06,5.213998381319292e-07,4.2069242753200705e-12,8.528425055680408e-49,8.51720919150168e-35,8.392984051604391e-22
2.3377713068441783e-09,0.054700809901540644,5.245660719408985e-07,0.938,0.0,0.0,0.03503904466050526,0.00999995376007843,0.04999869928772394,7.467947240035364e-36,6.414294546821517e-35,0.00199803154838957,3.634847783589076e-48,5.2549634525961647e-45,1.2998826678180356e-06,2.4036256564428337e-22,9.329882304581343e-08,6.37272753890373e-16,1.062835590203102e-11,1.4455383790428471e-06,5.229089796464338e-07,4.251106290322649e-12,8.89556976856549e-49,8.719409194847683e-35,8.583306161274751e-22
2.3468664231264664e-09,0.054700809901540644,5.260769328275072e-07,0.938,0.0,0.0,0.03503903844589974,0.009999953580193805,0.04999869928473464,7.780545784996278e-36,6.585929344046292e-35,0.0019980272074034806,3.8062135119429184e-48,5.399608853473122e-45,1.2998824323856639e-06,2.4579288719053617e-22,9.366184600703501e-08,6.49131298983189e-16,1.0599377379210887e-11,1.4483750271517156e-06,5.244132731782142e-07,4.295543461123775e-12,9.276906302255728e-49,8.925619019259562e-35,8.777127619971172e-22
2.3559615394087545e-09,0.054700809901540644,5.275829476157325e-07,0.938,0.0,0.0,0.03503903225461542,0.009999953400309248,0.04999869928174446,8.104861183522523e-36,6.761433621444405e-35,0.0019980228848932293,3.9849098186780414e-48,5.547667955308148e-45,1.299882197832496e-06,2.5132267107357505e-22,9.402486854857613e-08,6.611594601060855e-16,1.0570674818646603e-11,1.451198045479862e-06,5.259127203966699e-07,4.340235696577845e-12,9.672920487372767e-49,9.13590261037906e-35,8.974497334888353e-22
2.3650566556910426e-09,0.054700809901540644,5.290841181064191e-07,0.938,0.0,0.0,0.035039026086583214,0.009999953220424755,0.04999869927875343,8.441280851515674e-36,6.940878099750688e-35,0.0019980185807915375,4.171218254811051e-48,5.69920805370717e-45,1.2998819641559566e-06,2.5695330171855282e-22,9.438789067422274e-08,6.7335889810601415e-16,1.0542244844554946e-11,1.454007499509459e-06,5.274073230995958e-07,4.385182898752491e-12,1.0084112614512691e-48,9.350324686987354e-35,9.175464667610198e-22
2.3741517719733307e-09,0.054700809901540644,5.305804462278311e-07,0.938,0.0,0.0,0.03503901994173412,0.00999995304054033,0.049998699275761525,8.790203275356191e-36,7.124334481808228e-35,0.001998014295031312,4.3654299472654815e-48,5.854297510999573e-45,1.2998817313534738e-06,2.626861763518716e-22,9.475091238770567e-08,6.857312816642515e-16,1.0514084135856132e-11,1.4568034544081335e-06,5.288970832122737e-07,4.4303849629766895e-12,1.0510997798794497e-48,9.568950747375325e-35,9.380079435855016e-22
2.383246888255619e-09,0.054700809901540644,5.3207193403474e-07,0.938,0.0,0.0,0.03503901381999917,0.009999952860655971,0.049998699272768767,9.152038277156294e-36,7.311875461625393e-35,0.0019980100275456456,4.5678458819941775e-48,6.013005769055059e-45,1.2998814994224786e-06,2.6852270504992854e-22,9.511393369270195e-08,6.982782872729082e-16,1.0486189425055454e-11,1.4595859750304792e-06,5.303820027865576e-07,4.475841777888998e-12,1.0954106351888062e-48,9.791847075740952e-35,9.58839191521039e-22
2.392342004537907e-09,0.054700809901540644,5.335585837075129e-07,0.938,0.0,0.0,0.03503900772130946,0.009999952680771678,0.04999869926977514,9.527207285085528e-36,7.503574733467152e-35,0.001998005778267819,4.77877719419043e-48,6.175403362205396e-45,1.2998812683604014e-06,2.7446431078756596e-22,9.547695459283565e-08,7.110015992112141e-16,1.0458557497152585e-11,1.4623551259195569e-06,5.318620839999602e-07,4.521553225485895e-12,1.1413984161638113e-48,1.0019080748613836e-34,9.800452840857511e-22
2.401437120820195e-09,0.054700809901540644,5.35040397551195e-07,0.938,0.0,0.0,0.03503900164559617,0.00999995250088745,0.04999869926678067,9.916143608839295e-36,7.699507000980536e-35,0.0019980015471312965,4.99854546573229e-48,6.34156193027147e-45,1.2998810381646773e-06,2.8051242948622828e-22,9.583997509167903e-08,7.239029095215901e-16,1.043118518857773e-11,1.4651109713083937e-06,5.333373291547345e-07,4.5675191811702514e-12,1.189119307940178e-48,1.0250719641306787e-34,1.0016313409285108e-21
2.410532237102483e-09,0.054700809901540644,5.365173779945913e-07,0.938,0.0,0.0,0.0350389955927905,0.00999995232100329,0.049998699263785334,1.031929272032124e-35,7.899747986353996e-35,0.0019979973340697277,5.2274830300066394e-48,6.511554231696084e-45,1.2998808088327434e-06,2.866685100618247e-22,9.620299519275354e-08,7.369839179855051e-16,1.0404069386153902e-11,1.467853575121473e-06,5.348077406769554e-07,4.613739513799894e-12,1.238631131521868e-48,1.0486832434394535e-34,1.0236025279992814e-21
2.419627353384771e-09,0.054700809901540644,5.379895275893476e-07,0.938,0.0,0.0,0.03503898956282375,0.009999952141119194,0.04999869926078915,1.0737112539610846e-35,8.104374439510463e-35,0.0019979931390169464,5.465933284261911e-48,6.685454156782962e-45,1.299880580362037e-06,2.929340144722947e-22,9.656601489953084e-08,7.502463320991215e-16,1.0377207026084503e-11,1.4705830009762143e-06,5.362733211155992e-07,4.6602140857362865e-12,1.2899933840933478e-48,1.0727488620219395e-34,1.0459640577184023e-21
2.4287224696670593e-09,0.054700809901540644,5.394568490090285e-07,0.938,0.0,0.0,0.03503898355562727,0.009999951961235164,0.04999869925779212,1.1170073726288158e-35,8.313464147333909e-35,0.0019979889619069703,5.714251009640604e-48,6.863336741042382e-45,1.2998803527500006e-06,2.993104177648773e-22,9.692903421543371e-08,7.636918670487358e-16,1.035059509296555e-11,1.4732993121844495e-06,5.377340731416193e-07,4.70694275289328e-12,1.3432672801392193e-48,1.0972758509424024e-34,1.068721189144816e-21
2.446912702231635e-09,0.054700809901540644,5.423770186214679e-07,0.938,0.0,0.0,0.03503897160927077,0.009999951601467293,0.04999869925179553,1.2083368337957366e-35,8.745349715001688e-35,0.001997980661252416,6.241966913980485e-48,7.231355836258651e-45,1.2998799000917106e-06,3.124018869130181e-22,9.765507168806891e-08,7.9113919850250625e-16,1.0298110682212319e-11,1.4786928423895752e-06,5.406411032439429e-07,4.801161764579917e-12,1.4558037014145373e-48,1.147742477150225e-34,1.1154435275492038e-21
2.4632839115397533e-09,0.054700809901540644,5.449886881986283e-07,0.938,0.0,0.0,0.03503896093473676,0.009999951277676434,0.049998699246395724,1.296211007422344e-35,9.150112974216328e-35,0.0019979732513695126,6.754461998732927e-48,7.576970398116672e-45,1.2998794956102725e-06,3.2457855064747133e-22,9.830850411002084e-08,8.164854333896701e-16,1.0251701879385281e-11,1.4835027964224615e-06,5.432409464245752e-07,4.886826304998682e-12,1.5642750667811584e-48,1.194812561607402e-34,1.1589003096181197e-21
2.4796551208478716e-09,0.054700809901540644,5.475847615423816e-07,0.938,0.0,0.0,0.035038950332913536,0.00999995095388578,0.04999869924099319,1.389784378353649e-35,9.570595297760131e-35,0.0019979658986034703,7.305001098809404e-48,7.936709504412391e-45,1.299879093871227e-06,3.3713806988413967e-22,9.896193531663676e-08,8.424520032051739e-16,1.020605967661812e-11,1.4882712298136689e-06,5.458251925641527e-07,4.9733115835872185e-12,1.679975178787548e-48,1.2434906428136469e-34,1.2037227793123894e-21
2.49602633015599e-09,0.054700809901540644,5.501652585312896e-07,0.938,0.0,0.0,0.03503893980340302,0.00999995063009533,0.04999869923558799,1.4893815413021863e-35,1.0007289061748928e-34,0.0019979586025760487,7.896110047212318e-48,8.311053969463205e-45,1.299878694859733e-06,3.5008952650684974e-22,9.961536532623227e-08,8.690491856686775e-16,1.0161168116108406e-11,1.4929985009400785e-06,5.483938615280264e-07,5.060616533357349e-12,1.8033288609701552e-48,1.2938207718679622e-34,1.24994331562184e-21
2.512397539464108e-09,0.054700809901540644,5.527302002497231e-07,0.938,0.0,0.0,0.03503892934580777,0.00999995030630509,0.0499986992301801,1.5953429834288868e-35,1.0460698275433664e-34,0.0019979513629108923,8.53046256459293e-48,8.700497731865705e-45,1.2998782985609724e-06,3.634421434734863e-22,1.0026879415668003e-07,8.962873372001911e-16,1.0117011677074673e-11,1.4976849650858695e-06,5.509469743879058e-07,5.14874002355381e-12,1.9347825403512162e-48,1.3458479119449196e-34,1.2975948001828533e-21
2.5287687487722263e-09,0.054700809901540644,5.552796089702345e-07,0.938,0.0,0.0,0.035038918959731054,0.00999994998251505,0.049998699224769544,1.7080257318994269e-35,1.093133876103348e-34,0.0019979441792335245,9.210887744599254e-48,9.105548125107925e-45,1.2998779049601516e-06,3.7720528565803154e-22,1.0092222182542458e-07,9.241768924238778e-16,1.0073575260695734e-11,1.502330974469215e-06,5.534845534042106e-07,5.237680860586953e-12,2.0748051718936252e-48,1.399617951094066e-34,1.346710620275037e-21
2.5451399580803446e-09,0.054700809901540644,5.578135081359022e-07,0.938,0.0,0.0,0.035038908644776816,0.00999994965872521,0.04999869921935635,1.8278040225960918e-35,1.1419738334649685e-34,0.0019979370511713354,9.940377863204169e-48,9.526726152020028e-45,1.2998775140425033e-06,3.9138846068146396e-22,1.0157564834949657e-07,9.527283636659061e-16,1.0030844175682605e-11,1.5069368782687378e-06,5.560066220084021e-07,5.327437788966769e-12,2.2238891950428888e-48,1.4551777151312904e-34,1.3973246717772903e-21
