Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),NOX2(52)
7.590746666842403e-09,0.054700809901540644,8.589583685071917e-07,0.938,0.0,0.0,0.035037616285357634,0.00999984987212424,0.04999869748164983,8.56030913753202e-31,1.3242674799227955e-31,0.0019971471475209997,2.2666337420443998e-42,2.128188767320688e-41,1.2998284977526857e-06,1.3579843624491173e-19,3.029382818976351e-07,1.1048645940444722e-13,7.322062771683123e-12,1.999324808459512e-06,8.534694659430664e-07,5.8094112824107286e-11,1.5366276757888716e-43,1.0966194969301913e-31,4.839957496953818e-19
7.620214843597016e-09,0.054700809901540644,8.593039720049612e-07,0.938,0.0,0.0,0.03503761387351267,0.009999849289351577,0.049998697471318417,8.86372972553656e-31,1.3556366470326725e-31,0.0019971462571562676,2.3623044942639312e-42,2.1869976342536355e-41,1.2998284067108486e-06,1.384016626547649e-19,3.041142478453006e-07,1.1216837928854816e-13,7.323904887716338e-12,1.9998907970481933e-06,8.537934594933268e-07,5.847502331318016e-11,1.5946103368468778e-43,1.1224407617055247e-31,4.932722992498528e-19
7.64968302035163e-09,0.054700809901540644,8.596439308743888e-07,0.938,0.0,0.0,0.035037611481721374,0.009999848706579028,0.04999869746098638,9.176436072660228e-31,1.3876058019677012e-31,0.001997145381200978,2.461577232756717e-42,2.247187608128589e-41,1.299828316433765e-06,1.4104263417964172e-19,3.052902133760275e-07,1.1386779407671066e-13,7.325792073971136e-12,2.0004480207961835e-06,8.541118081551247e-07,5.885620430338685e-11,1.6545155929027163e-43,1.1487615768423663e-31,5.026833150281806e-19
7.679151197106243e-09,0.054700809901540644,8.599783381707251e-07,0.938,0.0,0.0,0.035037609109661916,0.00999984812380659,0.04999869745065373,9.498666660773934e-31,1.4201836237667168e-31,0.0019971445194263476,2.564571126035404e-42,2.308785330697248e-41,1.2998282269091706e-06,1.4372171531295573e-19,3.064661784919973e-07,1.1558479571343093e-13,7.327723530152265e-12,2.000996615426196e-06,8.544246049925264e-07,5.923765079142812e-11,1.7163984131243952e-43,1.1755894656274408e-31,5.1223009973909165e-19
7.708619373860857e-09,0.054700809901540644,8.603072854866804e-07,0.938,0.0,0.0,0.03503760675701751,0.009999847541034263,0.049998697440320476,9.830664897191711e-31,1.4533788752445772e-31,0.001997143671607158,2.6714087396720445e-42,2.371817843553685e-41,1.299828138124994e-06,1.4643926787940316e-19,3.076421431953552e-07,1.173194760821942e-13,7.32969847074205e-12,2.0015367145592e-06,8.547319416069182e-07,5.961935785134338e-11,1.7803150087296634e-43,1.2029320315254152e-31,5.219139778441202e-19
7.73808755061547e-09,0.054700809901540644,8.606308629729735e-07,0.938,0.0,0.0,0.035037604423476316,0.009999846958262051,0.049998697429986645,1.0172679190898836e-30,1.4872004033179757e-31,0.001997142837521705,2.7822161174166763e-42,2.4363125923615406e-41,1.299828050069352e-06,1.4919566556649454e-19,3.088181074882103e-07,1.1907192700555687e-13,7.331716124707952e-12,2.00206844974696e-06,8.550339081575584e-07,6.000132063342394e-11,1.846322951943407e-43,1.2307969582882938e-31,5.317362427601087e-19
7.767555727370084e-09,0.054700809901540644,8.60949159358681e-07,0.938,0.0,0.0,0.035037602108731365,0.009999846375489951,0.049998697419652245,1.0524963029549365e-30,1.5216571394487166e-31,0.0019971420169517394,2.8971228640030685e-42,2.502297431105925e-41,1.2998279627305465e-06,1.5199127946803482e-19,3.0999407137263656e-07,1.208422402451633e-13,7.333775735216634e-12,2.002591950504086e-06,8.553305933819272e-07,6.038353436313696e-11,1.9144812544080245e-43,1.259192010307002e-31,5.416982094662649e-19
7.797023904124698e-09,0.054700809901540644,8.612622619713761e-07,0.938,0.0,0.0,0.03503759981248049,0.00999984579271796,0.04999869740931728,1.0887775057235594e-30,1.5567581000429831e-31,0.0019971412096824216,3.01626222962875e-42,2.569800626369366e-41,1.2998278760970623e-06,1.5482647437145562e-19,3.1117003485067325e-07,1.2263050750180138e-13,7.335876559354319e-12,2.003107344339577e-06,8.556220846158694e-07,6.076599434006014e-11,1.9848502311961293e-43,1.288125033618729e-31,5.51801227886863e-19
7.826492080879311e-09,0.054700809901540644,8.615702567570672e-07,0.938,0.0,0.0,0.03503759753442628,0.00999984520994608,0.04999869739898177,1.1261379153035275e-30,1.5925123867527192e-31,0.0019971404155022673,3.139771195822954e-42,2.6388508616335175e-41,1.299827790157565e-06,1.577016290702617e-19,3.1234599792432576e-07,1.2443682041553127e-13,7.338017867853296e-12,2.0036147567878824e-06,8.559084678135325e-07,6.114869593682766e-11,2.0574916153458074e-43,1.3176039560357313e-31,5.620466090609709e-19
7.855960257633925e-09,0.054700809901540644,8.61873228299924e-07,0.938,0.0,0.0,0.03503759527427596,0.009999844627174306,0.049998697388645715,1.1646044510338849e-30,1.6289291869174705e-31,0.001997139634203099,3.26779056305617e-42,2.709477241605842e-41,1.299827704900897e-06,1.606171220358131e-19,3.1352196059556584e-07,1.2626127056573304e-13,7.340198944824445e-12,2.0041143114394745e-06,8.56189827567097e-07,6.153163459808667e-11,2.132468698655101e-43,1.3476367873217813e-31,5.724356773228298e-19
7.885428434388538e-09,0.054700809901540644,8.621712598418023e-07,0.938,0.0,0.0,0.03503759303174141,0.009999844044402644,0.049998697378309136,1.204204571695827e-30,1.666017773990667e-31,0.001997138865579995,3.400465040183852e-42,2.7817092965701136e-41,1.299827620316076e-06,1.635733208268248e-19,3.146979228663324e-07,1.2810394947117313e-13,7.342419087495572e-12,2.004606129970963e-06,8.564662471263006e-07,6.191480583946499e-11,2.209846146443616e-43,1.378231620340889e-31,5.829698086723343e-19
7.914896611143152e-09,0.054700809901540644,8.624644333015551e-07,0.938,0.0,0.0,0.03503759080653899,0.00999984346163109,0.04999869736797204,1.2449662836023938e-30,1.7037875078150216e-31,0.0019971381094312387,3.537943335284119e-42,2.8555769867627224e-41,1.2998275363922925e-06,1.665706085721227e-19,3.158738847385319e-07,1.2996494859017774e-13,7.344677605955443e-12,2.0050903321747215e-06,8.567378084177526e-07,6.229820524654981e-11,2.2896900863435063e-43,1.4093966312630036e-31,5.93650334482217e-19
7.944364787897766e-09,0.054700809901540644,8.62752829294139e-07,0.938,0.0,0.0,0.03503758859838952,0.009999842878859641,0.04999869735763443,1.286918148767245e-30,1.7422478350538494e-31,0.0019971373655582767,3.680378248260128e-42,2.931110706774428e-41,1.2998274531189069e-06,1.6960937201530041e-19,3.1704984621403905e-07,1.318443593207133e-13,7.34697382290336e-12,2.005567035988076e-06,8.570045920640419e-07,6.268182847387734e-11,2.3720683361808126e-43,1.441140079511546e-31,6.044785851002766e-19
7.97383296465238e-09,0.054700809901540644,8.630365271495083e-07,0.938,0.0,0.0,0.035037586407018276,0.009999842296088305,0.04999869734729633,1.3300892931525482e-30,1.7814082896546272e-31,0.0019971366337656633,3.8279267654721193e-42,3.008341289975596e-41,1.2998273704854458e-06,1.7268998152842952e-19,3.182258072946975e-07,1.337422730004543e-13,7.349307073404166e-12,2.0060363575220306e-06,8.572666774026334e-07,6.306567124393353e-11,2.4570501722960052e-43,1.4734703090363602e-31,6.154559623701641e-19
8.003301141406993e-09,0.054700809901540644,8.633156049313041e-07,0.938,0.0,0.0,0.03503758423215479,0.009999841713317071,0.04999869733695775,1.3745094149966851e-30,1.8212784930996961e-31,0.001997135913861019,3.9807501557809537e-42,3.087300012967238e-41,1.2998272884816017e-06,1.7581282345417286e-19,3.1940176798231985e-07,1.3565878090699697e-13,7.35167670464851e-12,2.006498411089542e-06,8.575241425045563e-07,6.344972934616591e-11,2.5447063603126557e-43,1.5063957486737576e-31,6.265838219884422e-19
8.032769318161606e-09,0.054700809901540644,8.635901394553305e-07,0.938,0.0,0.0,0.03503758207353292,0.009999841130545944,0.04999869732661867,1.4202087932221566e-30,1.861868154813963e-31,0.0019971352056549823,4.1390140683324386e-42,3.1680186000580386e-41,1.2998272070972294e-06,1.7897829375351252e-19,3.2057772827868876e-07,1.375939742579786e-13,7.354082075718259e-12,2.0069533092333766e-06,8.577770641928854e-07,6.383399863600658e-11,2.63510949687374e-43,1.5399249118145238e-31,6.378634967919872e-19
8.06223749491622e-09,0.054700809901540644,8.638602063078222e-07,0.938,0.0,0.0,0.035037579930890676,0.009999840547774924,0.04999869731627914,1.467218295923531e-30,1.903187072676358e-31,0.001997134508961163,4.302888632603057e-42,3.250529227764623e-41,1.299827126322343e-06,1.8218676601897756e-19,3.217536881855569e-07,1.3954794421113615e-13,7.356522557356919e-12,2.0074011627535144e-06,8.580255180610085e-07,6.4218475033906e-11,2.728333745600375e-43,1.5740663977582133e-31,6.492964129133921e-19
8.091705671670834e-09,0.054700809901540644,8.64125879863506e-07,0.938,0.0,0.0,0.035037577803970245,0.009999839965004009,0.049998697305939165,1.5155693889362005e-30,1.9452451332514793e-31,0.001997133823596101,4.47254855990451e-42,3.334864529337386e-41,1.299827046147115e-06,1.8543862829228707e-19,3.229296477046481e-07,1.4152078186455426e-13,7.358997531744978e-12,2.007842080734142e-06,8.582695784906891e-07,6.460315452437813e-11,2.8244547646007374e-43,1.608828892324651e-31,6.608839557970525e-19
8.121173848425447e-09,0.054700809901540644,8.643872333034486e-07,0.938,0.0,0.0,0.03503757569251785,0.009999839382233196,0.04999869729559873,1.5652941444864653e-30,1.9880523121561684e-31,0.0019971331493792155,4.648173246540568e-42,3.421057599313041e-41,1.299826966561872e-06,1.8873428663266708e-19,3.2410560683765725e-07,1.4351257825683096e-13,7.361506392279978e-12,2.0082761705702214e-06,8.585093186699182e-07,6.498803315505654e-11,2.9235501873166927e-43,1.6442211672034864e-31,6.726274574779668e-19
8.15064202518006e-09,0.054700809901540644,8.646443386327001e-07,0.938,0.0,0.0,0.035037573596283796,0.009999838799462486,0.04999869728525787,1.6164252499226116e-30,2.0316186746284457e-31,0.001997132486132767,4.8299468794875934e-42,3.509141998090202e-41,1.2998268875570943e-06,1.920741187803448e-19,3.2528156558625106e-07,1.4552342436711944e-13,7.364048543361297e-12,2.0087035379936535e-06,8.587448106105563e-07,6.537310703576145e-11,3.0256993571997966e-43,1.6802520813138538e-31,6.84528364935616e-19
8.180110201934674e-09,0.054700809901540644,8.648972666977275e-07,0.938,0.0,0.0,0.03503757151502227,0.009999838216691882,0.04999869727491657,1.6689960165277186e-30,2.0759543757518514e-31,0.001997131833681811,5.018058543637567e-42,3.599151756530085e-41,1.299826809123412e-06,1.954585125596586e-19,3.2645752395206836e-07,1.4755341111539875e-13,7.366623400179437e-12,2.009124287099024e-06,8.589761251657714e-07,6.575837233757787e-11,3.130983092744174e-43,1.7169305817810106e-31,6.9658810025138935e-19
8.209578378689288e-09,0.054700809901540644,8.651460872036399e-07,0.938,0.0,0.0,0.03503756944849138,0.009999837633921382,0.04999869726457485,1.7230403884149764e-30,2.1210696607589784e-31,0.0019971311918541576,5.2127023305228065e-42,3.691121380584774e-41,1.299826731251605e-06,1.9888788477088886e-19,3.2763348193672114e-07,1.4960262936269864e-13,7.369230388509752e-12,2.009538520368972e-06,8.592033320472643e-07,6.61438252919447e-11,3.239484325245359e-43,1.7542657029513986e-31,7.08807992231915e-19
8.239046555443902e-09,0.054700809901540644,8.653908687312088e-07,0.938,0.0,0.0,0.0350375673964531,0.00999983705115098,0.04999869725423272,1.7785929515049485e-30,2.1669748656643555e-31,0.001997130560480327,5.414077449841459e-42,3.785085855948469e-41,1.2998266539325967e-06,2.0236261891873542e-19,3.288094395417941e-07,1.516711699111167e-13,7.371868944510514e-12,2.009946338699139e-06,8.594264998422902e-07,6.652946218975487e-11,3.351287887012496e-43,1.7922665676420585e-31,7.211895027577132e-19
8.268514732198515e-09,0.054700809901540644,8.656316787536802e-07,0.938,0.0,0.0,0.03503756535867314,0.009999836468380683,0.04999869724389019,1.835688942585428e-30,2.2136804175012644e-31,0.0019971299393935094,5.622388342741344e-42,3.8810806527331327e-41,1.2998265771574564e-06,2.0588310033954164e-19,3.2998539676884565e-07,1.5375912350409714e-13,7.374538514525198e-12,2.010347841422752e-06,8.596456960304741e-07,6.691527938046622e-11,3.4664800416111105e-43,1.8309423886057454e-31,7.337340987301102e-19
8.297982908953129e-09,0.054700809901540644,8.65868583653383e-07,0.938,0.0,0.0,0.03503756333492095,0.009999835885610488,0.04999869723354727,1.894364258455006e-30,2.261196834536555e-31,0.001997129328429527,5.837844796318638e-42,3.9791417301726204e-41,1.2998265009173956e-06,2.0944975673764953e-19,3.3116135361940866e-07,1.5586658082672886e-13,7.377238554888896e-12,2.0107431263348203e-06,8.598609870004178e-07,6.730127327122333e-11,3.5851492799673896e-43,1.8703024672320325e-31,7.464431050436558e-19
8.327451085707742e-09,0.054700809901540644,8.661016487381294e-07,0.938,0.0,0.0,0.035037561324969636,0.009999835302840395,0.049998697223203964,1.9546554651495983e-30,2.3095347269680345e-31,0.001997128727426785,6.060662061179329e-42,4.079305541350008e-41,1.2998264252037627e-06,2.1306297985513289e-19,3.323373100949901e-07,1.579936325057348e-13,7.379968531738751e-12,2.011132289715955e-06,8.600724380661056e-07,6.768744032599042e-11,3.707386247892708e-43,1.910356194526775e-31,7.593179894234042e-19
8.356919262462356e-09,0.054700809901540644,8.66330938257416e-07,0.938,0.0,0.0,0.03503755932859592,0.0099998347200704,0.049998697212860294,2.0165998072523164e-30,2.358704797203329e-31,0.0019971281362262446,6.291060971091794e-42,4.181609037948262e-41,1.2998263500080457e-06,2.167231500451295e-19,3.335132661970719e-07,1.601403691097383e-13,7.382727920828308e-12,2.011515426355818e-06,8.602801134831044e-07,6.807377706469451e-11,3.833282960132562e-43,1.951113053187125e-31,7.72360272597773e-19
8.38638743921697e-09,0.054700809901540644,8.665565154184188e-07,0.938,0.0,0.0,0.03503755734558004,0.009999834137300507,0.04999869720251625,2.0802352172883023e-30,2.408717839958257e-31,0.0019971275546713735,6.52926806348584e-42,4.2860896750303247e-41,1.2998262753218661e-06,2.204307052853196e-19,3.346892219271119e-07,1.6230688114964898e-13,7.385516207345719e-12,2.011892629576216e-06,8.604840764645603e-07,6.84602800623798e-11,3.9629337274934616e-43,1.992582616061253e-31,7.855712777493151e-19
8.415855615971583e-09,0.054700809901540644,8.667784424017872e-07,0.938,0.0,0.0,0.03503755537570581,0.009999833554530714,0.04999869719217184,2.1456003252035812e-30,2.4595847430096807e-31,0.001997126982608111,6.775515703212632e-42,4.3927854158429767e-41,1.2998262011369814e-06,2.241860490210819e-19,3.358651772865428e-07,1.6449325907862928e-13,7.388332885735699e-12,2.0122639912538275e-06,8.606843891969949e-07,6.884694594837259e-11,4.096435347097837e-43,2.0347745466533925e-31,7.9895246578091205e-19
8.445323792726197e-09,0.054700809901540644,8.66996780377238e-07,0.938,0.0,0.0,0.035037553418760414,0.009999832971761017,0.04999869718182708,2.2127344679279294e-30,2.5113164875572457e-31,0.0019971264198848314,7.030042208916877e-42,4.5017347366426693e-41,1.2998261274452764e-06,2.279895541438018e-19,3.3704113227677435e-07,1.666995932923183e-13,7.391177459525121e-12,2.0126296018425853e-06,8.608811128559006e-07,6.923377140545656e-11,4.233885918413725e-43,2.07769860191122e-31,8.12505420204076e-19
8.47479196948081e-09,0.054700809901540644,8.672115895189489e-07,0.938,0.0,0.0,0.035037551474534454,0.00999983238899142,0.04999869717148199,2.2816776990239295e-30,2.563924148178408e-31,0.001997125866352305,7.29309197979692e-42,4.61297663155155e-41,1.2998260542387685e-06,2.3184166709821037e-19,3.3821708689919227e-07,1.689259741293225e-13,7.394049441152201e-12,2.012989550395707e-06,8.610743076211352e-07,6.962075316905903e-11,4.375385829255778e-43,2.1213646305849013e-31,8.262314689616357e-19
8.504260146235424e-09,0.054700809901540644,8.674229290207547e-07,0.938,0.0,0.0,0.03503754954282189,0.009999831806221923,0.04999869716113656,2.3524707984212533e-30,2.6174188936138255e-31,0.0019971253218636605,7.564915625687584e-42,4.726550617438367e-41,1.299825981509601e-06,2.3574280756065565e-19,3.3939304115515954e-07,1.7117249187117103e-13,7.396948351799164e-12,2.013343924587388e-06,8.612640326921194e-07,7.000788802644739e-11,4.5210383743404314e-43,2.1657825730133945e-31,8.401320496050241e-19
8.533728322990037e-09,0.054700809901540644,8.676308571111441e-07,0.938,0.0,0.0,0.03503754762341992,0.009999831223452525,0.0499986971507908,2.4251552822354805e-30,2.6718119872645425e-31,0.0019971247862743523,7.845770100518286e-42,4.842496738819669e-41,1.2998259092500427e-06,2.3969333888222433e-19,3.405689950460166e-07,1.7343923674246218e-13,7.399873721228322e-12,2.013692810734155e-06,8.61450346302837e-07,7.039517281593605e-11,4.670948106149669e-43,2.2109624646850203e-31,8.542088159418979e-19
8.563196499744651e-09,0.054700809901540644,8.678354310680654e-07,0.938,0.0,0.0,0.03503754571612906,0.009999830640683225,0.04999869714044472,2.4997734126743112e-30,2.727114786982275e-31,0.001997124259442118,8.135918835647795e-42,4.960855572791657e-41,1.2998258374524842e-06,2.436937125602121e-19,3.4174494857308125e-07,1.7572629891146993e-13,7.402825087621479e-12,2.014036293815895e-06,8.616333057366378e-07,7.078260442610392e-11,4.825221743406647e-43,2.256914434719421e-31,8.684631129937663e-19
8.592664676499265e-09,0.054700809901540644,8.680367072335313e-07,0.938,0.0,0.0,0.03503754382075292,0.009999830057914019,0.04999869713009833,2.5763682080303703e-30,2.7833387458455723e-31,0.0019971237412269504,8.435631876348669e-42,5.081668233988676e-41,1.2998257661094393e-06,2.477443700405809e-19,3.4292090173765e-07,1.7803376849011406e-13,7.405801997422612e-12,2.0143744574965486e-06,8.618129673408486e-07,7.117017979502186e-11,4.983969425560967e-43,2.303648704663491e-31,8.828963347498242e-19
8.622132853253878e-09,0.054700809901540644,8.682347410280361e-07,0.938,0.0,0.0,0.03503754193709832,0.009999829475144911,0.049998697119751634,2.654983452758962e-30,2.8404954128559394e-31,0.0019971232314910585,8.745186022717954e-42,5.204976379560062e-41,1.2998256952135412e-06,2.518456640080865e-19,3.440968545409971e-07,1.8036173553398542e-13,7.408804005183705e-12,2.0147073841444963e-06,8.619893865411885e-07,7.155789590949053e-11,5.147302569408865e-43,2.351175592816358e-31,8.975102093769152e-19
8.651601030008492e-09,0.054700809901540644,8.684295869647791e-07,0.938,0.0,0.0,0.03503754006497515,0.009999828892375901,0.04999869710940464,2.7356637076443033e-30,2.8985964325539384e-31,0.0019971227300988326,9.064864969976898e-42,5.330822214177639e-41,1.299825624757541e-06,2.5599804554149746e-19,3.4527280698437636e-07,1.827102900430739e-13,7.411830673413701e-12,2.0150351548526124e-06,8.621626178559947e-07,7.194574980428848e-11,5.315334477798358e-43,2.3995055131515e-31,9.12306118772234e-19
8.681069206763105e-09,0.054700809901540644,8.686212986636968e-07,0.938,0.0,0.0,0.03503753820419632,0.009999828309606985,0.049998697099057354,2.818454320053971e-30,2.9576535457206197e-31,0.0019971222369168143,9.394959451386193e-42,5.459248495072268e-41,1.2998255547343043e-06,2.602019841719178e-19,3.464487590690203e-07,1.8507952196179316e-13,7.414881572430492e-12,2.0153578494580264e-06,8.62332714910256e-07,7.233373856143005e-11,5.488182471717018e-43,2.4486489728454625e-31,9.272853903171605e-19
8.710537383517719e-09,0.054700809901540644,8.688099288653076e-07,0.938,0.0,0.0,0.03503753635457776,0.009999827726838165,0.0499986970887098,2.9034014342785857e-30,3.0176785903438844e-31,0.001997121751813661,9.735767386951709e-42,5.590298537086845e-41,1.2998254851368111e-06,2.644578224836893e-19,3.4762471079614106e-07,1.8746952117883778e-13,7.417956280215875e-12,2.015675546561564e-06,8.624997304494598e-07,7.272185930943343e-11,5.6659652949976396e-43,2.4986165772568504e-31,9.424498244635636e-19
8.740005560272333e-09,0.054700809901540644,8.689955294443709e-07,0.938,0.0,0.0,0.035037534515938336,0.009999827144069441,0.04999869707836196,2.990552001960885e-30,3.078683501071531e-31,0.001997121274660111,1.0087594031183298e-41,5.724016217759101e-41,1.2998254159581556e-06,2.6876600320358773e-19,3.488006621669308e-07,1.8988037752802292e-13,7.421054382273416e-12,2.015988323546894e-06,8.626637163532497e-07,7.31101092225987e-11,5.848803093843994e-43,2.549419029703139e-31,9.57800868738994e-19
8.769473737026946e-09,0.054700809901540644,8.691781514233559e-07,0.938,0.0,0.0,0.03503753268809983,0.009999826561300813,0.049998697068013846,3.0799537926149098e-30,3.140680309744425e-31,0.0019971208053289552,1.0450752122425492e-41,5.860445982436646e-41,1.2998253471915408e-06,2.7312703054841464e-19,3.49976613182562e-07,1.9231218078842364e-13,7.424175471489152e-12,2.016296256599378e-06,8.62824723648899e-07,7.349848552029535e-11,6.03682068204258e-43,2.601067127473058e-31,9.733397598196975e-19
8.79894191378156e-09,0.054700809901540644,8.693578449857318e-07,0.938,0.0,0.0,0.03503753087088687,0.00999982597853228,0.04999869705766547,3.171655404230686e-30,3.2036811467060917e-31,0.001997120343695001,1.0825562039639532e-41,5.999632849406798e-41,1.299825278830279e-06,2.775412401863968e-19,3.51152563844187e-07,1.947650206840145e-13,7.427319147995042e-12,2.0165994207246247e-06,8.629828025245996e-07,7.388698546625984e-11,6.23014465178354e-43,2.653571767214146e-31,9.890683588629787e-19
8.828410090536173e-09,0.054700809901540644,8.69534659489071e-07,0.938,0.0,0.0,0.03503752906412689,0.009999825395763839,0.04999869704731684,3.265706273968861e-30,3.2676982401350744e-31,0.001997119889635047,1.121235195824803e-41,6.141622415054243e-41,1.29982521086779e-06,2.8200905582029253e-19,3.523285141529401e-07,1.9723898688459246e-13,7.430485019035159e-12,2.016897889766765e-06,8.63138002342568e-07,7.427560636790287e-11,6.428902270546836e-43,2.7069439460685825e-31,1.0049882177490507e-18
8.857878267290787e-09,0.054700809901540644,8.697086434779748e-07,0.938,0.0,0.0,0.03503752726765013,0.00999982481299549,0.04999869703696796,3.36215668894772e-30,3.332743916285617e-31,0.0019971194430278435,1.1611458005839193e-41,6.286460859054925e-41,1.2998251432975987e-06,2.865310224085786e-19,3.5350446410993585e-07,1.9973416900611012e-13,7.433672698834512e-12,2.017191736426432e-06,8.632903716519712e-07,7.466434557562584e-11,6.6332261113833125e-43,2.7611947559923833e-31,1.0211004603104477e-18
8.8873464440454e-09,0.054700809901540644,8.698798446968173e-07,0.938,0.0,0.0,0.03503752548128951,0.00999982423022724,0.049998697026618834,3.461057797116006e-30,3.3988306012051586e-31,0.00199711900375407,1.2023224427194419e-41,6.434194949583555e-41,1.299825076113334e-06,2.9110747559130997e-19,3.546804137162708e-07,2.022506566100538e-13,7.436881808470485e-12,2.0174810322784735e-06,8.634399582016728e-07,7.505320048214722e-11,6.843251198541048e-43,2.8163353891397243e-31,1.0374069833772935e-18
8.916814620800014e-09,0.054700809901540644,8.700483101023143e-07,0.938,0.0,0.0,0.035037523704880655,0.009999823647459077,0.049998697016269474,3.5624616182157736e-30,3.465970820031905e-31,0.001997118571696302,1.2448003749003897e-41,6.584872048545728e-41,1.2998250093087276e-06,2.957388066094683e-19,3.558563629730234e-07,2.0478853920439345e-13,7.440111975746768e-12,2.017765847789385e-06,8.635868089528017e-07,7.544216852183802e-11,7.059112238064725e-43,2.872377140929617e-31,1.05390949197944e-18
8.946282797554628e-09,0.054700809901540644,8.70214085875913e-07,0.938,0.0,0.0,0.03503752193826184,0.009999823064691011,0.049998697005919884,3.6664210548402686e-30,3.534177196788523e-31,0.0019971181467389803,1.2886156941913388e-41,6.738540116850699e-41,1.299824942877611e-06,3.0042560543045117e-19,3.5703231188125375e-07,2.073479062442082e-13,7.443362835069813e-12,2.0180462523344718e-06,8.637309700911449e-07,7.583124717006667e-11,7.280949761351377e-43,2.9293314026222893e-31,1.0706089814436164e-18
8.975750974309241e-09,0.054700809901540644,8.703772174360118e-07,0.938,0.0,0.0,0.03503752018127391,0.009999822481923038,0.04999869699557006,3.772989903578144e-30,3.603462456549101e-31,0.0019971177287683843,1.3338053593789574e-41,6.89524771969777e-41,1.2998248768139149e-06,3.051682194327412e-19,3.582082604420045e-07,2.0992884713077527e-13,7.446634027327679e-12,2.018322314214751e-06,8.638724870393663e-07,7.622043394255308e-11,7.508907868094406e-43,2.9872096660985613e-31,1.0875073415103213e-18
9.005219151063855e-09,0.054700809901540644,8.705377494500034e-07,0.938,0.0,0.0,0.03503751843376031,0.009999821899155154,0.049998696985220026,3.882222866247108e-30,3.6738394248444837e-31,0.0019971173176726014,1.3804072084265404e-41,7.055044031882395e-41,1.2998248111116685e-06,3.09966991567166e-19,3.593842086563014e-07,2.1253145121245284e-13,7.449925199771287e-12,2.018594100673583e-06,8.640114044690532e-07,7.660972639473196e-11,7.74312909024898e-43,3.0460235294556384e-31,1.1046064878776954e-18
9.034687327818469e-09,0.054700809901540644,8.706957258461505e-07,0.938,0.0,0.0,0.03503751669556698,0.009999821316387363,0.049998696974869763,3.994175561225615e-30,3.745321026829422e-31,0.0019971169133414977,1.4284599753173547e-41,7.217978843147663e-41,1.2998247457649958e-06,3.1482255756978056e-19,3.60560156525153e-07,2.1515580778571363e-13,7.45323600589796e-12,2.0188616779130554e-06,8.641477663125905e-07,7.699912212112486e-11,7.983762025157534e-43,3.105784687981289e-31,1.121907284425415e-18
9.064155504573082e-09,0.054700809901540644,8.708511898252899e-07,0.938,0.0,0.0,0.03503751496654233,0.009999820733619665,0.0499986969645193,4.108904534871858e-30,3.817920289897377e-31,0.001997116515666695,1.4780033081787178e-41,7.384102563550945e-41,1.2998246807681164e-06,3.197352943434683e-19,3.6173610404955054e-07,2.1780200609394424e-13,7.45656610533723e-12,2.019125111110103e-06,8.64281615774869e-07,7.738861875472155e-11,8.23096053777433e-43,3.1665049375268605e-31,1.1394115491559823e-18
9.093623681327696e-09,0.054700809901540644,8.710041838723711e-07,0.938,0.0,0.0,0.035037513246537255,0.009999820150852058,0.049998696954168635,4.2264672730307765e-30,3.891650343405114e-31,0.001997116124541539,1.5290777878322612e-41,7.553466228843728e-41,1.2998246161153417e-06,3.2470547929155537e-19,3.629120512304698e-07,2.2047013532812292e-13,7.459915163738911e-12,2.019384464432387e-06,8.644129953448228e-07,7.777821396636989e-11,8.484875485673288e-43,3.228196183194886e-31,1.1571214711931668e-18
9.12309185808231e-09,0.054700809901540644,8.711547497678298e-07,0.938,0.0,0.0,0.03503751153540499,0.009999819568084543,0.049998696943817776,4.346922212642318e-30,3.966524417020924e-31,0.001997115739861074,1.581724945297643e-41,7.726121505901153e-41,1.2998245518010757e-06,3.2973378895333853e-19,3.640879980688697e-07,2.2316028462838535e-13,7.463282852663293e-12,2.0196398010539246e-06,8.64541946806804e-07,7.816790546417464e-11,8.745663526055486e-43,3.2908704291075887e-31,1.1750378008097285e-18
9.152560034836923e-09,0.054700809901540644,8.713029285987941e-07,0.938,0.0,0.0,0.03503750983300121,0.009999818985317115,0.04999869693346673,4.470328753438788e-30,4.0425558437167736e-31,0.0019971153615220153,1.635987280654081e-41,7.902120698170564e-41,1.2998244878198127e-06,3.3482065447470023e-19,3.6526394456569354e-07,2.2587254308257811e-13,7.4666688494735e-12,2.0198911831704724e-06,8.646685112517917e-07,7.855769099290499e-11,9.013488996480583e-43,3.354539779384089e-31,1.193162194401587e-18
9.182028211591537e-09,0.054700809901540644,8.714487607701339e-07,0.938,0.0,0.0,0.03503750813918385,0.009999818402549782,0.04999869692311548,4.596747269727764e-30,4.119758060101968e-31,0.001997114989422722,1.6919082828120484e-41,8.081516751125062e-41,1.2998244241661346e-06,3.3996627077918214e-19,3.6643989072186886e-07,2.286069997265435e-13,7.4700728372299e-12,2.0201386720146812e-06,8.647927290884408e-07,7.894756833341048e-11,9.28851174675876e-43,3.4192164503630384e-31,1.211497176152195e-18
