Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),NOX2(52),N2X2(45),N2X(46)
1.253215217058839e-09,0.07384695533935311,3.5529864888100673e-07,0.938,0.0,0.0,0.0473067160818708,0.009999886417652955,0.04999927665801645,8.405355332018087e-26,2.0916427063375977e-28,0.0019995130077573708,9.027968364182303e-41,1.643908289668528e-35,7.175821711202795e-07,3.065583532663228e-20,2.3174774445469808e-07,1.993949312423071e-14,1.1767619368700773e-09,1.4206296970422728e-07,3.449027796026906e-07,2.647338483233328e-11,6.66581048204254e-42,4.9156665140678563e-29,1.6093171094231288e-19,5.1640766691207824e-26,4.315603217571289e-25
1.259604918552377e-09,0.07384695533935311,3.568548486040631e-07,0.938,0.0,0.0,0.047306711847609866,0.009999885838551796,0.049999276629238004,8.86437449719685e-26,2.160307444884525e-28,0.0019995115166769203,9.542961832171435e-41,1.7004533103767401e-35,7.175821060925944e-07,3.1505103347152444e-20,2.3294150934295767e-07,2.038648290735764e-14,1.1700428338169193e-09,1.4206262831546474e-07,3.4639383004318417e-07,2.6844336789367553e-11,7.007983103749768e-42,5.053699985543784e-29,1.6538932204872123e-19,5.418259520460299e-26,4.530816267391094e-25
1.265994620045915e-09,0.07384695533935311,3.5840762438936644e-07,0.938,0.0,0.0,0.047306707620180695,0.009999885259450773,0.04999927660045742,9.346018697476578e-26,2.2308696411181936e-28,0.0019995100290061607,1.0084317211272887e-40,1.7585809276946645e-35,7.175820411678035e-07,3.23734816939602e-20,2.3413522275209427e-07,2.0841203989895733e-14,1.1633769884802556e-09,1.420622551479235e-07,3.478814994532397e-07,2.721839951778968e-11,7.365727533374658e-42,5.194726348987679e-29,1.6994721478622656e-19,5.683605724654213e-26,4.755607897068931e-25
1.272384321539453e-09,0.07384695533935311,3.5995696915596144e-07,0.938,0.0,0.0,0.04730670339959564,0.009999884680349888,0.04999927657167464,9.851283073488071e-26,2.3033718777865912e-28,0.001999508544750412,1.0653230883941756e-40,1.818325348502476e-35,7.175819763461029e-07,3.326130010765237e-20,2.353288842244102e-07,2.1303749738644133e-14,1.1567648789974013e-09,1.420618515300191e-07,3.4936578117793955e-07,2.7595578822758218e-11,7.739663381229724e-42,5.338792849107596e-29,1.7460711876523616e-19,5.960546291921077e-26,4.990353019379297e-25
1.278774023032991e-09,0.07384695533935311,3.6150287593601535e-07,0.938,0.0,0.0,0.047306699185866934,0.00999988410124914,0.049999276542889666,1.038120124894847e-25,2.3778574702736216e-28,0.0019995070639149547,1.1250946709782402e-40,1.879721318491057e-35,7.17581911627686e-07,3.416889223479639e-20,2.3652249334251182e-07,2.1774214125364803e-14,1.1502069414905351e-09,1.4206141875612508e-07,3.5084666863710084e-07,2.7975880406262048e-11,8.130431496252984e-42,5.485947306423364e-29,1.7937078407105088e-19,6.249526567549935e-26,5.23543919454666e-25
1.285163724526529e-09,0.07384695533935311,3.6304533787468983e-07,0.938,0.0,0.0,0.047306694979006664,0.009999883522148529,0.04999927651410249,1.0936846612885137e-25,2.4543704752528792e-28,0.0019995055865050263,1.1878757648954747e-40,1.94280412873453e-35,7.175818470127438e-07,3.5096595651032226e-20,2.3771604972819335e-07,2.2252691726224262e-14,1.1437035712297364e-09,1.4206095808735964e-07,3.5232415532621743e-07,2.8359309867251375e-11,8.538694584459285e-42,5.636238125685325e-29,1.8423998138492304e-19,6.551006630564737e-26,5.491266987306043e-25
1.291553426020067e-09,0.07384695533935311,3.6458434823000745e-07,0.938,0.0,0.0,0.047306690779026744,0.009999882943048054,0.049999276485313084,1.1519333637624935e-25,2.532955699392636e-28,0.0019995041125258203,1.253800743279584e-40,2.0076096223586764e-35,7.175817825014665e-07,3.604475188411061e-20,2.3890955304132793e-07,2.2739277721210103e-14,1.1372551237884277e-09,1.4206047075233633e-07,3.5379823481738775e-07,2.8745872701775233e-11,8.965137842286728e-42,5.789714304353068e-29,1.8921650210478172e-19,6.865461701231671e-26,5.7582503320110615e-25
1.297943127513605e-09,0.07384695533935311,3.661199003727094e-07,0.938,0.0,0.0,0.04730668658593896,0.009999882363947717,0.04999927645652145,1.212981923319052e-25,2.6136587081115917e-28,0.001999502641982486,1.323009228259062e-40,2.0741742013054213e-35,7.175817180940405e-07,3.7013706436866535e-20,2.401030029787667e-07,2.323406789352291e-14,1.1308619161903192e-09,1.4205995794788145e-07,3.5526890076022765e-07,2.913557430312566e-11,9.410469605186887e-42,5.946425441129202e-29,1.9430215846562056e-19,7.193382557506055e-26,6.0368169058831625e-25
1.304332829007143e-09,0.07384695533935311,3.6765198778610777e-07,0.938,0.0,0.0,0.04730668239975487,0.009999881784847514,0.04999927642772755,1.276950413895133e-25,2.6965258343853497e-28,0.0019995011748801233,1.3956462677705445e-40,2.1425348331941311e-35,7.175816537906508e-07,3.800380881012627e-20,2.412963992732476e-07,2.3737158628943337e-14,1.1245242280470503e-09,1.4205942083972102e-07,3.567361468827666e-07,2.952841996198842e-11,9.875422011946052e-42,6.106421744544122e-29,1.9949878365953986e-19,7.53527596057076e-26,6.327408510547078e-25
1.310722530500681e-09,0.07384695533935311,3.6918060406592865e-07,0.938,0.0,0.0,0.047306678220485954,0.009999881205747447,0.04999927639893138,1.3439634353440936e-25,2.7816041876036346e-28,0.001999499711223783,1.4718625174404243e-40,2.2127290582805668e-35,7.175815895914788e-07,3.901541252554703e-20,2.4248974169231275e-07,2.4248646915174738e-14,1.1182423026857593e-09,1.4205886056313978e-07,3.5819996699232885e-07,2.9924414866600306e-11,1.0360751685069812e-41,6.269754041587859e-29,2.0480823195543722e-19,7.891665089638428e-26,6.63048146201007e-25
1.317112231994219e-09,0.07384695533935311,3.707057429201497e-07,0.938,0.0,0.0,0.04730667404814348,0.009999880626647516,0.049999276370132954,1.4141502603190304e-25,2.8689416624781806e-28,0.0019994982510184696,1.5518144276595307e-40,2.2847949965140615e-35,7.175815254967053e-07,4.004887514838784e-20,2.436830300372371e-07,2.4768630341161202e-14,1.1120163482658462e-09,1.4205827822361296e-07,3.59660354976396e-07,3.0323564102913095e-11,1.0867240427438151e-41,6.436473786384985e-29,2.102323788183389e-19,8.263089986167959e-26,6.946506989223861e-25
1.323501933487757e-09,0.07384695533935311,3.7222739816882905e-07,0.938,0.0,0.0,0.0473066698827386,0.00999988004754772,0.049999276341332236,1.4876449851382604e-25,2.958586948001018e-28,0.0019994967942691317,1.63566443596957e-40,2.3587713546932518e-35,7.175814615065074e-07,4.11045583102102e-20,2.448762641419676e-07,2.529720709638132e-14,1.1058465388842123e-09,1.4205767489741486e-07,3.6111730480345216e-07,3.0725872654763934e-11,1.1395695935495352e-41,6.606633068908175e-29,2.1577312102836536e-19,8.650108007628479e-26,7.275971641354901e-25
1.329891634981295e-09,0.07384695533935311,3.737455637439283e-07,0.938,0.0,0.0,0.04730666572428224,0.00999987946844806,0.04999927631252924,1.5645866847161638e-25,3.0505895364529655e-28,0.001999495340980667,1.723581164883578e-40,2.434697433720704e-35,7.175813976210608e-07,4.218282773150765e-20,2.460694438720743e-07,2.5834475970117877e-14,1.0997330156682999e-09,1.4205705163220526e-07,3.625708105238108e-07,3.1131345404052475e-11,1.1946952529335642e-41,6.780284623726365e-29,2.214323767993255e-19,9.053294290951089e-26,7.619377703893804e-25
1.336281336474833e-09,0.07384695533935311,3.7526023368912683e-07,0.938,0.0,0.0,0.047306661572785194,0.009999878889348534,0.04999927628372394,1.6451195716473258e-25,3.1449997324622e-28,0.0019994938911579167,1.8157396252698693e-40,2.5126131359568293e-35,7.17581333840538e-07,4.328405324426308e-20,2.4726256912371415e-07,2.6380536350703535e-14,1.093675887856324e-09,1.4205640944759507e-07,3.6402086627042254e-07,3.153998713092435e-11,1.2521871900047476e-41,6.957481838783498e-29,2.2721208589693307e-19,9.473242225821017e-26,7.977243623744706e-25
1.342671037968371e-09,0.07384695533935311,3.767714021596309e-07,0.938,0.0,0.0,0.04730665742825811,0.009999878310249144,0.04999927625491636,1.7293931595340485e-25,3.2418686621127655e-28,0.001999492444805669,1.912321425432975e-40,2.59255897267346e-35,7.175812701651091e-07,4.4408608814432045e-20,2.4845563982260674e-07,2.6935488224742665e-14,1.087675233864102e-09,1.4205574933569433e-07,3.6546746625966295e-07,3.1951802513961206e-11,1.31213438746275e-41,7.13827876420406e-29,2.3311420975663697e-19,9.910563937964427e-26,8.3501044434384e-25
1.349060739461909e-09,0.07384695533935311,3.782790634219733e-07,0.938,0.0,0.0,0.04730665329071144,0.00999987773114989,0.04999927622610647,1.8175624306472521e-25,3.341248282102869e-28,0.001999491001928653,2.013514986025635e-40,2.674576071607383e-35,7.175812065949425e-07,4.5556872564351376e-20,2.4964865592302446e-07,2.7499432176309552e-14,1.0817311023379334e-09,1.4205507226164218e-07,3.669106047921013e-07,3.2366796130377254e-11,1.3746287198763423e-41,7.322730121121623e-29,2.3914073160106116e-19,1.0365890782580758e-25,8.73851224461052e-25
1.355450440955447e-09,0.07384695533935311,3.7978321185380776e-07,0.938,0.0,0.0,0.04730664916015545,0.00999987715205077,0.04999927619729428,1.909788008011203e-25,3.4431913889527757e-28,0.0019994895625315406,2.1195157609267756e-40,2.758706184614034e-35,7.175811431302031e-07,4.6729226795071995e-20,2.508416174067956e-07,2.8072469386123032e-14,1.0758435131930253e-09,1.4205437916412175e-07,3.683502762532475e-07,3.278497245622229e-11,1.4397650337816364e-41,7.510891310526595e-29,2.4529365655704733e-19,1.0839873848070617e-25,9.143036600884452e-25
1.361840142448985e-09,0.07384695533935311,3.8128384194369523e-07,0.938,0.0,0.0,0.04730664503660031,0.009999876572951786,0.04999927616847979,2.0062363320041358e-25,3.54775162826214e-28,0.001999488126618942,2.2305264642232145e-40,2.844991695421547e-35,7.175810797710541e-07,4.792605800861439e-20,2.520345242823231e-07,2.865470163069783e-14,1.0700124586369762e-09,1.4205367095586027e-07,3.697864751142794e-07,3.320633586659104e-11,1.5076412296355667e-41,7.702818422129565e-29,2.5157501177229474e-19,1.133318447021201e-25,9.564265040300973e-25
1.368229843942523e-09,0.07384695533935311,3.8278094829088333e-07,0.938,0.0,0.0,0.04730664092005594,0.009999875993852934,0.04999927613966299,2.10707984156883e-25,3.654983504016592e-28,0.0019994866941954095,2.3467573034363107e-40,2.933475627485298e-35,7.175810165176557e-07,4.914775693014586e-20,2.5322737658361624e-07,2.9246231281472644e-14,1.0642379041778804e-09,1.4205294852411668e-07,3.7121919593274797e-07,3.363089063583896e-11,1.578358345659215e-41,7.898568243236704e-29,2.579868465315883e-19,1.1846514756939762e-25,1.000280351743895e-24
1.374619545436061e-09,0.07384695533935311,3.842745256050788e-07,0.938,0.0,0.0,0.047306636810532106,0.009999875414754217,0.049999276110843906,2.2124971601287045e-25,3.764942387943417e-28,0.00199948526526543,2.4684262191376853e-40,3.024201651943104e-35,7.17580953370166e-07,5.0394718530078086e-20,2.5442017436933905e-07,2.984716130391523e-14,1.0585197896166554e-09,1.4205221273115647e-07,3.726484333532616e-07,3.405864093780434e-11,1.6520206436045975e-41,8.098198267633807e-29,2.645312323726125e-19,1.2380578123884365e-25,1.0459276895373248e-24
1.381009246929599e-09,0.07384695533935311,3.85764568706213e-07,0.938,0.0,0.0,0.04730663270803846,0.009999874835655634,0.049999276082022516,2.322673286306133e-25,3.877684528916158e-28,0.0019994838398334318,2.595759131100292e-40,3.1172140956711146e-35,7.175808903287401e-07,5.166734204608467e-20,2.556129177218735e-07,3.045759525660465e-14,1.052858030023212e-09,1.4205146441471585e-07,3.7407418210814794e-07,3.448959084603685e-11,1.7287356964790957e-41,8.301766704475666e-29,2.7121026320134415e-19,1.29361098408272e-25,1.0934329437616075e-24
1.387398948423137e-09,0.07384695533935311,3.872510725242001e-07,0.938,0.0,0.0,0.04730662861258442,0.009999874256557184,0.04999927605319883,2.4377997895409644e-25,3.9932670624079492e-28,0.001999482417903774,2.7289901911334814e-40,3.2125579494404543e-35,7.175808273935309e-07,5.296603100503669e-20,2.5680560674639916e-07,3.107763729029077e-14,1.047252516696128e-09,1.4205070438845576e-07,3.754964370180935e-07,3.492374433403212e-11,1.8086144782630115e-41,8.509332487177539e-29,2.7802605540701646e-19,1.3513867589229737e-25,1.1428625310188741e-24
1.393788649916675e-09,0.07384695533935311,3.8873403209868884e-07,0.938,0.0,0.0,0.04730662452417922,0.009999873677458871,0.049999276024372874,2.5580750107086655e-25,4.111748019993406e-28,0.0019994809994807543,2.8683620427534318e-40,3.31027887617462e-35,7.175807645646886e-07,5.429119324485561e-20,2.579982415699877e-07,3.1707392146931226e-14,1.0417031181055273e-09,1.420499334424067e-07,3.769151929927617e-07,3.536110527547282e-11,1.8917714556562614e-41,8.720955282305611e-29,2.8498074797665053e-19,1.4114632030995628e-25,1.1942849093972257e-24
1.400178351410213e-09,0.07384695533935311,3.902134425788072e-07,0.938,0.0,0.0,0.04730662044283198,0.00999987309836069,0.049999275995544615,2.6837042678390894e-25,4.233186338898887e-28,0.0019994795845686038,3.0141260878432063e-40,3.4104232193075906e-35,7.175807018423604e-07,5.564324093628232e-20,2.5919082234071514e-07,3.234696515870605e-14,1.0362096808188758e-09,1.4204915234340478e-07,3.7833044503138723e-07,3.580167744447564e-11,1.9783246818901894e-41,8.936695498463462e-29,2.9207650260914703e-19,1.4739207388625817e-25,1.2477706307486285e-24
1.406568052903751e-09,0.07384695533935311,3.916892992228999e-07,0.938,0.0,0.0,0.047306616368551595,0.009999872519262643,0.0499992759667141,2.814900067038298e-25,4.357641871600938e-28,0.0019994781731714826,3.166542760459479e-40,3.513038011242594e-35,7.175806392266918e-07,5.702259060456145e-20,2.6038334922679046e-07,3.2996462247010125e-14,1.0307720304094613e-09,1.4204836183552014e-07,3.7974218822334843e-07,3.6245464515844716e-11,2.0683958926406057e-41,9.156614295171677e-29,2.993155038289348e-19,1.5388422036928308e-25,1.3033923940247415e-24
1.4123187842479353e-09,0.07384695533935311,3.930145278416022e-07,0.938,0.0,0.0,0.047306612707748635,0.009999871998074514,0.04999927594076469,2.9379172789537236e-25,4.472281782058871e-28,0.0019994769059228108,3.309628511134102e-40,3.6075429919420196e-35,7.175805829639017e-07,5.828769628041658e-20,2.614565775074526e-07,3.358958272994873e-14,1.0259256824440813e-09,1.4204764293079058e-07,3.810097530466628e-07,3.664762457900024e-11,2.1525715183976664e-41,9.35816505904508e-29,3.059549047513809e-19,1.5994486404415836e-25,1.3553401556213445e-24
1.4180695155921195e-09,0.07384695533935311,3.943368707972641e-07,0.938,0.0,0.0,0.047306609052683156,0.009999871476886493,0.04999927591481345,3.0657870078040954e-25,4.589459806997321e-28,0.001999475641527568,3.4585245477190607e-40,3.7041229722477406e-35,7.175805267877229e-07,5.957556731312312e-20,2.625297624426511e-07,3.4190906032246234e-14,1.0211242093667263e-09,1.4204691750068074e-07,3.822744683482944e-07,3.7052394148994974e-11,2.2397925153104185e-41,9.56319628913927e-29,3.1271374836011496e-19,1.6621838788985328e-25,1.409134915180569e-24
1.4238202469363038e-09,0.07384695533935311,3.956563248590455e-07,0.938,0.0,0.0,0.04730660540336126,0.009999870955698579,0.049999275888860384,3.1986799791696654e-25,4.709221518971608e-28,0.0019994743799886462,3.6134406300893094e-40,3.8028137045484714e-35,7.175804706982552e-07,6.088651648251447e-20,2.636029041934761e-07,3.480051059062838e-14,1.016367443906275e-09,1.420461860419795e-07,3.8353633073781745e-07,3.74597756994717e-11,2.3301556752984873e-41,9.771754166178135e-29,3.1959367504654334e-19,1.7271135687941162e-25,1.4648343504897864e-24
1.429570978280488e-09,0.07384695533935311,3.969728868670702e-07,0.938,0.0,0.0,0.047306601759789006,0.009999870434510772,0.0499992758629055,3.336772192676259e-25,4.831613115247181e-28,0.0019994731213088895,3.774593171045789e-40,3.9036514149509645e-35,7.175804146955981e-07,6.222085947895961e-20,2.646760029321548e-07,3.5418475225762965e-14,1.0116552071772796e-09,1.4204544903756743e-07,3.847953368852385e-07,3.786977163958144e-11,2.4237604583337334e-41,9.983885385629518e-29,3.2659634045854033e-19,1.7943050990590583e-25,1.5224976874774428e-24
1.4353217096246723e-09,0.07384695533935311,3.982865537322517e-07,0.938,0.0,0.0,0.04730659812197225,0.009999869913323073,0.049999275836948805,3.4802450620278534e-25,4.956681423601421e-28,0.0019994718654910955,3.9422054194106925e-40,4.006672808556934e-35,7.175803587798474e-07,6.357891491592498e-20,2.6574905884158423e-07,3.604487914160381e-14,1.0069873091662262e-09,1.4204470695665224e-07,3.8605148352127014e-07,3.8282384314149835e-11,2.5207090553295346e-41,1.019963716290757e-28,3.3372341556630645e-19,1.8638276361487007e-25,1.5821857348069514e-24
1.4410724409688566e-09,0.07384695533935311,3.9959732243611617e-07,0.938,0.0,0.0,0.047306594489916774,0.009999869392135482,0.049999275810990305,3.6292855582417763e-25,5.084473908151471e-28,0.001999470612538014,4.1165076475795425e-40,4.111915074795059e-35,7.175803029510984e-07,6.496100434248222e-20,2.6682207211487525e-07,3.6679801924723086e-14,1.0023635492077396e-09,1.420439602550013e-07,3.8730476743759026e-07,3.869761600384678e-11,2.6211064522665215e-41,1.041905723856507e-28,3.409765867278537e-19,1.935752163053882e-25,1.643960919101584e-24
1.4468231723130408e-09,0.07384695533935311,4.009051900306219e-07,0.938,0.0,0.0,0.047306590863628255,0.009999868870947998,0.04999927578503001,3.784086355896614e-25,5.215038675205795e-28,0.0019994693624523483,4.297737343280148e-40,4.219415892803363e-35,7.175802472094445e-07,6.636745225576367e-20,2.6789504295490336e-07,3.73233235436329e-14,9.977837164515565e-10,1.420432093751725e-07,3.8855518548709073e-07,3.9115468925358955e-11,2.725060495495314e-41,1.0642193883473127e-28,3.4835755575431773e-19,2.010151518952422e-25,1.7078873207594414e-24
1.452573903657225e-09,0.07384695533935311,4.0221015363797524e-07,0.938,0.0,0.0,0.04730658724311221,0.009999868349760618,0.04999927575906792,3.944845982509015e-25,5.348424479139914e-28,0.0019994681152367506,4.4861394057057146e-40,4.3292134368630114e-35,7.175801915549768e-07,6.779858611337758e-20,2.689679715738708e-07,3.797552434809622e-14,9.932475903200133e-10,1.4204245474674173e-07,3.8980273458411284e-07,3.95359452315653e-11,2.832681958271513e-41,1.0869095903988163e-28,3.558680399750781e-19,2.087100439526588e-25,1.7740307103778715e-24
1.4583246350014094e-09,0.07384695533935311,4.03512210450444e-07,0.938,0.0,0.0,0.04730658362837408,0.009999867828573348,0.04999927573310407,4.1117689711574147e-25,5.484680728296846e-28,0.001999466870893827,4.681966346196139e-40,4.441346381884627e-35,7.175801359877849e-07,6.925473634577903e-20,2.700408581928767e-07,3.863648506842668e-14,9.88754940955824e-10,1.4204169678652941e-07,3.9104741170467204e-07,3.9959047011715555e-11,2.9440846086041714e-41,1.1099812647104674e-28,3.635097723025068e-19,2.1666755979706147e-25,1.8424585858084103e-24
1.4640753663455936e-09,0.07384695533935311,4.0481135773016615e-07,0.938,0.0,0.0,0.04730658001941914,0.009999867307386185,0.049999275707138434,4.28506601646242e-25,5.623857490912608e-28,0.0019994656294261342,4.885478493630804e-40,4.5558539089479844e-35,7.17580080507957e-07,7.073623636857707e-20,2.7111370304149687e-07,3.930628681477743e-14,9.843055296599587e-10,1.4204093589882374e-07,3.922892138866684e-07,4.038477629161173e-11,3.0593852784442656e-41,1.1334394005593194e-28,3.7128450129647004e-19,2.248955646704004e-25,1.913240209861165e-24
1.4698260976897779e-09,0.07384695533935311,4.0610759280895636e-07,0.938,0.0,0.0,0.0473065764162526,0.009999866786199126,0.04999927568117104,4.464954133957559e-25,5.7660055010664745e-28,0.001999464390836176,5.096944204592534e-40,4.672775710894487e-35,7.17580025115579e-07,7.224342259479069e-20,2.72186506357373e-07,3.998501107641886e-14,9.79899109319707e-10,1.4204017247560284e-07,3.9352813823008647e-07,4.081313503379262e-11,3.178703934200447e-41,1.157289042312287e-28,3.7919399122865835e-19,2.334021259793345e-25,1.9864466486616427e-24
1.4755768290339622e-09,0.07384695533935311,4.074009130881087e-07,0.938,0.0,0.0,0.04730657281887951,0.009999866265012175,0.04999927565520191,4.651656822877402e-25,5.911176164655632e-28,0.0019994631551264103,5.316640078351453e-40,4.7921519979716805e-35,7.175799698107348e-07,7.377663444707334e-20,2.7325926838581164e-07,4.067273972100578e-14,9.75535424827052e-10,1.420394068967542e-07,3.9476418189718105e-07,4.1244125137721276e-11,3.302163748582142e-41,1.181535289936768e-28,3.872400221465722e-19,2.4219551760869926e-25,2.0621508106611804e-24
1.4813275603781464e-09,0.07384695533935311,4.086913160381964e-07,0.938,0.0,0.0,0.04730656922730483,0.00999986574382533,0.04999927562923103,4.845404232408032e-25,6.0594215653939705e-28,0.001999461922299241,5.544851176741991e-40,4.914023503529406e-35,7.175799145935076e-07,7.533621436987487e-20,2.743319893793918e-07,4.1369554993833956e-14,9.712142134874172e-10,1.4203863953029308e-07,3.959973421126527e-07,4.167774843997521e-11,3.429891173798609e-41,1.206183299509582e-28,3.9542438993720746e-19,2.512842243068243e-25,2.140427486306243e-24
1.4870782917223307e-09,0.07384695533935311,4.0997879919886804e-07,0.938,0.0,0.0,0.04730656564153338,0.00999986522263859,0.04999927560325842,5.046433331468248e-25,6.210794470835078e-28,0.001999460692357023,5.781871249039596e-40,5.038431489767602e-35,7.175798594639777e-07,7.692250784153631e-20,2.7540466959758237e-07,4.2075539517086065e-14,9.66935205418791e-10,1.4203787073257815e-07,3.972276161638101e-07,4.211400671443957e-11,3.56201601614863e-41,1.231238283724141e-28,4.03748906390564e-19,2.6067694614358414e-25,2.221353388376797e-24
1.492829023066515e-09,0.07384695533935311,4.112633601786405e-07,0.938,0.0,0.0,0.04730656206156984,0.00999986470145196,0.049999275577284105,5.254988082091746e-25,6.365348338419346e-28,0.0019994594653020606,6.0280029619479125e-40,5.165417753535788e-35,7.175798044222242e-07,7.853586338635645e-20,2.7647730930636825e-07,4.2790776289067324e-14,9.626981239412121e-10,1.4203710084852672e-07,3.984550014007205e-07,4.255290167250303e-11,3.698671512023767e-41,1.2567055123958149e-28,4.1221539926284783e-19,2.7038260304231123e-25,2.305007193003962e-24
1.4985797544106992e-09,0.07384695533935311,4.125449966546898e-07,0.938,0.0,0.0,0.04730655848741883,0.009999864180265433,0.049999275551308085,5.471319616472445e-25,6.523137321545204e-28,0.0019994582411366033,6.2835581347965005e-40,5.295024632184108e-35,7.175797494683241e-07,8.017663258660846e-20,2.7754990877788576e-07,4.3515348683430546e-14,9.585026859566743e-10,1.4203633021182676e-07,3.996794952363487e-07,4.299443496325657e-11,3.839994405338161e-41,1.2825903129654178e-28,4.208257123393334e-19,2.804103393865745e-25,2.3914695813752392e-24
1.5043304857548835e-09,0.07384695533935311,4.1382370637263746e-07,0.938,0.0,0.0,0.04730655491908481,0.009999863659079013,0.04999927552533036,5.695686417728876e-25,6.6842162756642425e-28,0.0019994570198628523,6.548857980040236e-40,5.427295009465612e-35,7.175796946023525e-07,8.184517009447579e-20,2.786224682900679e-07,4.424934044839102e-14,9.543486023194997e-10,1.4203555914514873e-07,4.0090109514668376e-07,4.3438608173694925e-11,3.9861250263992546e-41,1.3088980710007966e-28,4.2958170549702993e-19,2.907695287025188e-25,2.4808232821343324e-24
1.5100812170990677e-09,0.07384695533935311,4.150994871463346e-07,0.938,0.0,0.0,0.0473065513565721,0.009999863137892698,0.04999927549935096,5.928354504444892e-25,6.848640764400151e-28,0.0019994558014829545,6.824233349153372e-40,5.562272321489556e-35,7.175796398243831e-07,8.354183364395112e-20,2.7969498812629724e-07,4.499283570593113e-14,9.502355781972744e-10,1.4203478796035448e-07,4.02119798670854e-07,4.388542282892081e-11,4.137207372242144e-41,1.3356342306964693e-28,4.384852547670704e-19,3.0146977841747093e-25,2.573153114482842e-24
1.515831948443252e-09,0.07384695533935311,4.163723368576433e-07,0.938,0.0,0.0,0.047306547799884933,0.00999986261670649,0.049999275473369874,6.169597619048251e-25,7.016467065691327e-28,0.0019994545859990053,7.110024984017865e-40,5.700000562725441e-35,7.175795851344874e-07,8.52669840627018e-20,2.807674685750698e-07,4.574591895099494e-14,9.461633134224007e-10,1.420340169587055e-07,4.033356034112306e-07,4.4334880392351723e-11,4.293389188453354e-41,1.3628042953712573e-28,4.475382523967425e-19,3.1252093469571917e-25,2.6685460319918075e-24
1.5215826797874363e-09,0.07384695533935311,4.1764225345621395e-07,0.938,0.0,0.0,0.047306544249027443,0.009999862095520387,0.04999927544738714,6.419697420091435e-25,7.187752177957083e-28,0.0019994533734130457,7.406583773910268e-40,5.840524292057708e-35,7.175795305327354e-07,8.702098528385044e-20,2.8183990992966575e-07,4.6508675050672797e-14,9.421315028343377e-10,1.420332464310691e-07,4.045485070335188e-07,4.478698226592956e-11,4.4548220525047797e-41,1.3904138279639055e-28,4.567426069112935e-19,3.23933087352404e-25,2.767091167131586e-24
1.5273334111316205e-09,0.07384695533935311,4.1890923495926054e-07,0.938,0.0,0.0,0.047306540704003586,0.00999986157433439,0.049999275421402756,6.678943678499057e-25,7.362553826287352e-28,0.0019994521637270654,7.714271018192116e-40,5.983888638890837e-35,7.175794760191949e-07,8.880420435770203e-20,2.8291231248783037e-07,4.7281189243375916e-14,9.38139836612602e-10,1.4203247665812302e-07,4.057585072668397e-07,4.5241729790332676e-11,4.62166145861622e-41,1.4184684515266541e-28,4.661002431754857e-19,3.3571657484636994e-25,2.868879876528453e-24
1.5330841424758048e-09,0.07384695533935311,4.201732794513328e-07,0.938,0.0,0.0,0.04730653716481722,0.009999861053148495,0.049999275395416744,6.947634477845554e-25,7.5409304686557815e-28,0.0019994509569429995,8.033458694807985e-40,6.130139309304675e-35,7.175794215939322e-07,9.061701146344854e-20,2.8398467655146366e-07,4.806354713800123e-14,9.34188000600619e-10,1.4203170791055873e-07,4.069656019037981e-07,4.569912424519053e-11,4.794066904168086e-41,1.4469738497167276e-28,4.75613102454782e-19,3.4788198935282793e-25,2.9740057869560817e-24
1.538834873819989e-09,0.07384695533935311,4.214343850840854e-07,0.938,0.0,0.0,0.04730653363147211,0.009999860531962708,0.049999275369429094,7.226076418726985e-25,7.72294130215609e-28,0.0019994497530627293,8.364529734695991e-40,6.279322592259727e-35,7.175793672570118e-07,9.245977992079645e-20,2.8505700242631795e-07,4.88558347130865e-14,9.302756766205071e-10,1.4203094044928285e-07,4.081697888005409e-07,4.615916684930104e-11,4.972201977686024e-41,1.4759357672857352e-28,4.852831424762734e-19,3.6044018191671546e-25,3.0825648420699016e-24
1.5445856051641733e-09,0.07384695533935311,4.226925500760444e-07,0.938,0.0,0.0,0.04730653010397185,0.009999860010777026,0.049999275343439856,7.514584827291877e-25,7.908646269261594e-28,0.0019994485520880823,8.707878302217392e-40,6.431485365852234e-35,7.175793130084961e-07,9.433288620152111e-20,2.861292904217046e-07,4.965813831595579e-14,9.264025427788999e-10,1.420301745256166e-07,4.0937106587680427e-07,4.662185876085021e-11,5.156234448418464e-41,1.5053600105669694e-28,4.951123374893811e-19,3.7340226768762926e-25,3.1946553498924894e-24
1.5503363365083576e-09,0.07384695533935311,4.2394777271237117e-07,0.938,0.0,0.0,0.04730652658231997,0.009999859489591447,0.049999275317449014,7.813483967997223e-25,8.098106064107774e-28,0.0019994473540208323,9.063910081714387e-40,6.586675103618775e-35,7.175792588484458e-07,9.623670994100184e-20,2.872015408502099e-07,5.047054466185541e-14,9.22568273763902e-10,1.4202941038149508e-07,4.105694311159491e-07,4.7087201077634334e-11,5.346336357530548e-41,1.5352524479605912e-28,5.051026783261842e-19,3.8677963123719195e-25,3.3103780310583514e-24
