Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18),NOX2(52),N2X2(45),N2X(46)
9.387030932019918e-07,0.07384695533935311,2.659254035148732e-06,0.938,0.0,0.0,0.04713483632382034,0.009915596491720927,0.04999822289211911,2.041389656915043e-08,1.1990355463060956e-15,0.0019995298732378626,1.195863308782513e-19,4.8067188986956944e-21,7.149597320048114e-07,7.187602036639829e-11,0.00016986494637085002,6.323982867282995e-08,3.771189440318364e-09,1.408529738358844e-07,2.244437109403867e-07,2.050160793318788e-10,3.863010381689245e-24,1.7176335608587185e-17,3.7526942271164957e-10,5.2012150951587275e-12,4.9945194363653326e-11
9.422724085285835e-07,0.07384695533935311,2.654256529655115e-06,0.938,0.0,0.0,0.047134207317363244,0.009915278065923355,0.04999822630324396,2.0571698189980567e-08,1.2111579543526747e-15,0.001999528993411123,1.2120474469407369e-19,4.857215584969314e-21,7.149502397630493e-07,7.231258341513632e-11,0.000170498385814491,6.338671356144438e-08,3.778997464673788e-09,1.4085101740460962e-07,2.2485955888013537e-07,2.0510195772225025e-10,3.903854600150459e-24,1.7331370705669683e-17,3.775437074538322e-10,5.231790389402849e-12,5.0239800178308436e-11
9.458417238551752e-07,0.07384695533935311,2.649258186994801e-06,0.938,0.0,0.0,0.04713357835124945,0.009914959658849592,0.049998229718450485,2.073023495863022e-08,1.223363394513854e-15,0.001999528110087778,1.2284020561713207e-19,4.90808137395005e-21,7.149407481903992e-07,7.275086773479188e-11,0.00017113178374448935,6.353401955939674e-08,3.786778535158045e-09,1.408490712294253e-07,2.2527698419672426e-07,2.0519156560189356e-10,3.945044790759527e-24,1.7487390894871084e-17,3.798269183002702e-10,5.2625153203741825e-12,5.053585197149474e-11
9.494110391817669e-07,0.07384695533935311,2.6442596066773558e-06,0.938,0.0,0.0,0.04713294942460931,0.009914641270497827,0.049998233137433803,2.088951070229801e-08,1.2356522634863237e-15,0.0019995272232984957,1.2449285750256125e-19,4.959318029717771e-21,7.149312572693065e-07,7.319088157587738e-11,0.0001717651404691743,6.368174911899068e-08,3.7945327756746284e-09,1.40847135116265e-07,2.2569594629391977e-07,2.052848468524611e-10,3.9865833815546896e-24,1.7644399903131438e-17,3.8211909796485155e-10,5.293390808938215e-12,5.0833358645926076e-11
9.529803545083586e-07,0.07384695533935311,2.6392613763717072e-06,0.938,0.0,0.0,0.047132320536590805,0.00991432290086628,0.04999823655989503,2.104952927513575e-08,1.2480249596643957e-15,0.001999526333073671,1.2616284520996115e-19,5.0109273186366855e-21,7.14921766982569e-07,7.363263311235357e-11,0.00017239845629084103,6.382990459153808e-08,3.802260313746734e-09,1.4084520887229862e-07,2.2611640489501413e-07,2.0538174598371786e-10,4.028472808259929e-24,1.7802401454904574e-17,3.844202887595222e-10,5.32441777174999e-12,5.1132329064742925e-11
9.565496698349504e-07,0.07384695533935311,2.6342640719858656e-06,0.938,0.0,0.0,0.04713169168635947,0.009914004549953172,0.049998239985541246,2.1210294557896623e-08,1.2604818831298764e-15,0.0019995254394434255,1.278503146064614e-19,5.062911009312815e-21,7.149122773133374e-07,7.407613043981143e-11,0.00017303173150579054,6.397848822765161e-08,3.809961280449124e-09,1.4084329230596975e-07,2.2653832004478e-07,2.0548220812289712e-10,4.0707155141039934e-24,1.796139927205562e-17,3.867305325848244e-10,5.355597121146078e-12,5.1432772050472546e-11
9.601189851615422e-07,0.07384695533935311,2.6292682577490278e-06,0.938,0.0,0.0,0.04713106287309824,0.009913686217756738,0.04999824341408547,2.1371810457579636e-08,1.2730234356416901e-15,0.0019995245424376013,1.2955541256970798e-19,5.115270872551308e-21,7.149027882451105e-07,7.452138157367668e-11,0.00017366496640437097,6.41275021775486e-08,3.817635810337852e-09,1.408413852270316e-07,2.2696165211144958e-07,2.0558617900436315e-10,4.1133139496344566e-24,1.8121397073747296e-17,3.890498709205518e-10,5.386929765036759e-12,5.1734696383991356e-11
9.63688300488134e-07,0.07384695533935311,2.6242744862959635e-06,0.938,0.0,0.0,0.047130434096007326,0.009913367904275225,0.049998246845246605,2.1534080907070525e-08,1.2856500206252635e-15,0.0019995236420857635,1.3127828699077022e-19,5.168008681313522e-21,7.148932997617337e-07,7.496839444743514e-11,0.0001742981612710197,6.427694849136597e-08,3.825284041377875e-09,1.4083948744658184e-07,2.2738636178871873e-07,2.0569360495958586e-10,4.1562705725267955e-24,1.8282398576315324e-17,3.913783448165138e-10,5.418416606798457e-12,5.203811080348932e-11
9.672576158147258e-07,0.07384695533935311,2.6192832987536127e-06,0.938,0.0,0.0,0.04712980535430404,0.009913049609506886,0.049998250278749386,2.1697109864779142e-08,1.2983620431616655e-15,0.001999522738417197,1.330190867769669e-19,5.22112621067379e-21,7.148838118473964e-07,7.541717691088075e-11,0.00017493131638430723,6.442682911948673e-08,3.832906114868802e-09,1.4083759877709701e-07,2.2781241009776643e-07,2.0580443290741326e-10,4.1995878473884914e-24,1.8444407493132607e-17,3.9371599488342095e-10,5.450058545166428e-12,5.234302400343697e-11
9.708269311413176e-07,0.07384695533935311,2.614295224829841e-06,0.938,0.0,0.0,0.04712917664722278,0.009912731333449996,0.049998253714324356,2.1860901314273292e-08,1.3111599099765123e-15,0.001999521831460904,1.3477796185460746e-19,5.274625237775846e-21,7.148743244866285e-07,7.586773672838574e-11,0.00017556443201698126,6.457714591287788e-08,3.840502175368776e-09,1.4083571903246536e-07,2.2823975838928224e-07,2.0591861034462811e-10,4.243268245558144e-24,1.8607427534462337e-17,3.9606286128388584e-10,5.481856474127817e-12,5.264944463355548e-11
9.743962464679093e-07,0.07384695533935311,2.609310782904282e-06,0.938,0.0,0.0,0.04712854797401471,0.00991241307610283,0.04999825715170782,2.2025459263909087e-08,1.3240440294286253e-15,0.0019995209212456035,1.365550631716483e-19,5.328507541788796e-21,7.148648376642988e-07,7.632008157719496e-11,0.00017619750843601235,6.472790062344033e-08,3.8480723706166924e-09,1.408338480280188e-07,2.2866836834549794e-07,2.0603608533677798e-10,4.287314244899593e-24,1.8771462407299546e-17,3.984189837235483e-10,5.5138112828150015e-12,5.2957381297789736e-11
9.779655617945011e-07,0.07384695533935311,2.6043304801212064e-06,0.938,0.0,0.0,0.04712791933394783,0.009912094837463675,0.04999826059064174,2.2190787746457812e-08,1.3370148114984509e-15,0.001999520007799731,1.3835054270026024e-19,5.382774903862596e-21,7.148553513656113e-07,7.677421904574301e-11,0.00017683054590264056,6.487909490437043e-08,3.855616851452771e-09,1.408319855805643e-07,2.2909820198221852e-07,2.0615680650927253e-10,4.3317283295910506e-24,1.8936515815201477e-17,4.007844014423248e-10,5.545923855399375e-12,5.326684255328508e-11
9.81534877121093e-07,0.07384695533935311,2.599354812484334e-06,0.938,0.0,0.0,0.04712729072630666,0.00991177661753083,0.049998264030873804,2.2356890818729435e-08,1.3500726677762445e-15,0.0019995190911514344,1.4016455343930607e-19,5.437429107082979e-21,7.148458655761034e-07,7.723015663199609e-11,0.00017746354467242285,6.503073031053371e-08,3.863135771737702e-09,1.408301315084135e-07,2.2952922165084537e-07,2.0628072303874046e-10,4.3765129899092835e-24,1.91025914581066e-17,4.0315915320578393e-10,5.578195070985471e-12,5.3577836909367755e-11
9.851041924476847e-07,0.07384695533935311,2.594384264953512e-06,0.938,0.0,0.0,0.04712666215039216,0.009911458416302603,0.049998267472157305,2.2523772561192647e-08,1.3632180114500116e-15,0.0019995181713285707,1.4199724941672602e-19,5.4924719364257285e-21,7.148363802816417e-07,7.768790174181855e-11,0.0001780965049952815,6.518280829885064e-08,3.870629288270344e-09,1.408282856314114e-07,2.299613900403874e-07,2.0640778464463511e-10,4.4216707220088606e-24,1.9269693032142323e-17,4.05543277296653e-10,5.6106258035055905e-12,5.3890372826529546e-11
9.886735077742765e-07,0.07384695533935311,2.5894193115432065e-06,0.938,0.0,0.0,0.04712603360552157,0.00991114023377731,0.049998270914251054,2.269143707759165e-08,1.3764512572932148e-15,0.001999517248358711,1.4384878569182912e-19,5.547905178710282e-21,7.148268954684191e-07,7.814746168736453e-11,0.00017872942711555354,6.533533022869464e-08,3.87809756070423e-09,1.4082644777096468e-07,2.303946701794561e-07,2.065379415810801e-10,4.4672040276964756e-24,1.9437824229421355e-17,4.079368115064558e-10,5.64321692161486e-12,5.420445871541673e-11
9.922428231008683e-07,0.07384695533935311,2.5844604154227246e-06,0.938,0.0,0.0,0.047125405091028284,0.009910822069953277,0.0499982743569194,2.2859888494559613e-08,1.3897728216522435e-15,0.0019995163222691317,1.4571931835748778e-19,5.603730622552572e-21,7.148174111229526e-07,7.860884368549464e-11,0.00017936231127204066,6.548829736230217e-08,3.88554075146286e-09,1.408246177500683e-07,2.3082902543823906e-07,2.0667114462894852e-10,4.513115414200354e-24,1.9606988737826853e-17,4.1033979312728296e-10,5.675969288586811e-12,5.45201029358238e-11
9.9581213842746e-07,0.07384695533935311,2.5795080290180997e-06,0.938,0.0,0.0,0.047124776606261666,0.009910503924828847,0.04999827779993217,2.302913096122888e-08,1.4031831224336488e-15,0.001999515393086819,1.476090045422347e-19,5.65995005831703e-21,7.148079272320805e-07,7.907205485622002e-11,0.00017999515769806065,6.564171086519567e-08,3.892959025653964e-09,1.4082279539333133e-07,2.3126441953044714e-07,2.0680734508816682e-10,4.559407393934835e-24,1.977719024078629e-17,4.1275225894370347e-10,5.708883762209491e-12,5.4837313795692155e-11
9.993814537540519e-07,0.07384695533935311,2.574562594115568e-06,0.938,0.0,0.0,0.04712414815058689,0.00991018579840236,0.04999828124306459,2.3199168648837927e-08,1.4166825790911452e-15,0.00199951446083846,1.4951800241225892e-19,5.716565278067753e-21,7.147984437829581e-07,7.95371022211714e-11,0.00018062796662149876,6.579557180661842e-08,3.900352550982807e-09,1.4082098052700132e-07,2.3170081651522967e-07,2.0694649477023623e-10,4.6060824842600666e-24,1.9948432417034156e-17,4.1517424522480997e-10,5.741961194682142e-12,5.5156099550114195e-11
9.999999999999997e-07,0.07384695533935311,2.5737063111880156e-06,0.938,0.0,0.0,0.047124039244964964,0.009910130670428402,0.04999828183973983,2.3228716566456997e-08,1.4190310689097068e-15,0.0019995142989742685,1.4985079813331046e-19,5.726416809103691e-21,7.147968003879842e-07,7.961788001689495e-11,0.0001807376257573406,6.582228077501481e-08,3.901631312017249e-09,1.4082066676765322e-07,2.3177654147500403e-07,2.0697090509105926e-10,4.614210200879939e-24,1.997821398279288e-17,4.155949350459854e-10,5.747709993910351e-12,5.521150439738924e-11
1.0029507690806437e-06,0.07384695533935311,2.56962454196656e-06,0.938,0.0,0.0,0.04712351972338477,0.009909867690672168,0.04999828468609724,2.33700057503352e-08,1.4302716126123777e-15,0.00199951352555045,1.5144647117329956e-19,5.7735780755186945e-21,7.14788960763054e-07,8.000399270209618e-11,0.00018126073826486085,6.594988115998219e-08,3.9077214976646755e-09,1.408191729789881e-07,2.3213818079905618e-07,2.0708854599096239e-10,4.653143207236987e-24,2.0120718940363677e-17,4.176057877164076e-10,5.775202432512456e-12,5.5476468400342914e-11
1.0065200844072355e-06,0.07384695533935311,2.564694293394149e-06,0.938,0.0,0.0,0.047122891324051674,0.009909549601636635,0.04999828812881601,2.354164647997986e-08,1.4439506455054577e-15,0.0019995125872488834,1.5339457107243527e-19,5.830990245982877e-21,7.147794781601499e-07,8.04727331193821e-11,0.000181893472845326,6.610463980332749e-08,3.915066038336575e-09,1.4081737257888668e-07,2.3257647713755957e-07,2.072334515633913e-10,4.700592089377489e-24,2.0294053479367467e-17,4.2004692163334726e-10,5.8086083164145115e-12,5.579842849280745e-11
1.0100893997338273e-06,0.07384695533935311,2.559772258900871e-06,0.938,0.0,0.0,0.047122262951999255,0.009909231531294128,0.049998291571012064,2.371409507293935e-08,1.4577201017852687e-15,0.0019995116459595565,1.5536246339976756e-19,5.888803586320553e-21,7.147699959623343e-07,8.094333019060929e-11,0.000182526170574801,6.625984851979609e-08,3.922386347968336e-09,1.4081557915799803e-07,2.3301567063733487e-07,2.073811647909373e-10,4.7484316613899334e-24,2.0468439697167324e-17,4.224976816520013e-10,5.84217968120732e-12,5.612198791813501e-11
1.013658715060419e-06,0.07384695533935311,2.554858838777853e-06,0.938,0.0,0.0,0.04712163460665435,0.009908913479643025,0.04999829501248175,2.3887355784884087e-08,1.4715804069595471e-15,0.0019995107017079642,1.573503104899953e-19,5.94701989488625e-21,7.147605141580001e-07,8.141579052912973e-11,0.000183158831659975,6.641550799811647e-08,3.929682603773165e-09,1.4081379254934996e-07,2.3345572675769083e-07,2.0753163946070212e-10,4.7966644579199696e-24,2.064388125113329e-17,4.2495810190288926e-10,5.875917355714076e-12,5.644715471017903e-11
1.0172280303870108e-06,0.07384695533935311,2.5499544232151787e-06,0.938,0.0,0.0,0.047121006287458786,0.009908595446681717,0.04999829845302655,2.4061432891579067e-08,1.485531988014727e-15,0.0019995097545193,1.593582757238796e-19,6.005640971474663e-21,7.147510327358417e-07,8.189012064267586e-11,0.00018379145630237464,6.657161883310164e-08,3.936954985117739e-09,1.408120125877166e-07,2.3389661131235273e-07,2.076848298369745e-10,4.8452930172868245e-24,2.0820381792592136e-17,4.274282159634505e-10,5.909822162662145e-12,5.677393684505433e-11
1.0207973457136026e-06,0.07384695533935311,2.5450593924134182e-06,0.938,0.0,0.0,0.04712037799386924,0.009908277432408588,0.04999830189245305,2.4236330688472574e-08,1.4995752734015665e-15,0.001999508804418454,1.6138652352959588e-19,6.06466861726532e-21,7.147415516848519e-07,8.236632693199756e-11,0.0001844240446984199,6.67281815261598e-08,3.944203673431967e-09,1.4081023910963642e-07,2.3433829047111105e-07,2.0784069065491012e-10,4.894319881214993e-24,2.099794496652534e-17,4.299080568509697e-10,5.9438949185837995e-12,5.7102342240179365e-11
1.0243666610401944e-06,0.07384695533935311,2.5401741166962564e-06,0.938,0.0,0.0,0.047119749725357006,0.00990795943682205,0.04999830533057288,2.44120534902821e-08,1.5137106930205488e-15,0.0019995078514300105,1.634352193839729e-19,6.1241046347660035e-21,7.14732070994317e-07,8.284441568952869e-11,0.00018505659703948077,6.688519648581739e-08,3.951428852118483e-09,1.4080847195342956e-07,2.3478073076141149e-07,2.0799917711437635e-10,4.943747594561515e-24,2.11765744112568e-17,4.3239765701565534e-10,5.9781364337177285e-12,5.7432378753325945e-11
1.0279359763667862e-06,0.07384695533935311,2.5352989566241524e-06,0.938,0.0,0.0,0.047119121481407934,0.009907641459920506,0.04999830876720262,2.458860563057737e-08,1.527938678207057e-15,0.0019995068955782494,1.6550452981361476e-19,6.183950827754829e-21,7.147225906538149e-07,8.332439309808302e-11,0.00018568911351193418,6.70426640282549e-08,3.958630706462024e-09,1.4080671095921415e-07,2.3522389906988527e-07,2.0816024487396524e-10,4.993578705038806e-24,2.1356273758130425e-17,4.3489704833387214e-10,6.012547511911383e-12,5.776405418167651e-11
1.031505291693378e-06,0.07384695533935311,2.5304342631089494e-06,0.938,0.0,0.0,0.047118493261522114,0.009907323501702368,0.04999831220216378,2.4765991461360654e-08,1.5422596617163308e-15,0.0019995059368871425,1.6759462239590607e-19,6.244209001220993e-21,7.14713110653211e-07,8.380626522957987e-11,0.0001863215942972212,6.720058437785514e-08,3.965809423538676e-09,1.4080495596892146e-07,2.3566776264381728e-07,2.0832385004516098e-10,5.0438157629332056e-24,2.153704663117787e-17,4.3740626210152956e-10,6.047128950524138e-12,5.809737626088952e-11
1.0350746070199698e-06,0.07384695533935311,2.5255803775293777e-06,0.938,0.0,0.0,0.04711786506521383,0.009907005562166064,0.04999831563528277,2.4944215352644357e-08,1.5566740777082052e-15,0.001999504975380352,1.6970566575989733e-19,6.304880961304087e-21,7.147036309826555e-07,8.429003804380046e-11,0.0001869540395719054,6.735895766776413e-08,3.972965192125166e-09,1.4080320682630997e-07,2.3611228909254675e-07,2.0848994918666603e-10,5.094461320819206e-24,2.1718896646776426e-17,4.399253290276309e-10,6.0818815403313665e-12,5.843235266417303e-11
1.0386439223465616e-06,0.07384695533935311,2.5207376318473884e-06,0.938,0.0,0.0,0.047117236892011284,0.009906687641310016,0.04999831906639073,2.5123281692026043e-08,1.5711823617316294e-15,0.0019995040110812336,1.7183782958706916e-19,6.365968515231978e-21,7.146941516325775e-07,8.477571738717429e-11,0.00018758644950773087,6.751778394046443e-08,3.980098202608279e-09,1.4080146337697882e-07,2.3655744638879905e-07,2.0865849929886656e-10,5.145517933269575e-24,2.1901827413297524e-17,4.4245427922797873e-10,6.116806065429384e-12,5.876899100136705e-11
1.0422132376731534e-06,0.07384695533935311,2.51590634872523e-06,0.938,0.0,0.0,0.047116608741456505,0.00990636973913266,0.04999832249532362,2.5303194884260767e-08,1.5857849507089728e-15,0.0019995030440128313,1.7399128461197358e-19,6.4274734712572015e-21,7.146846725936851e-07,8.526330899159643e-11,0.0001882188242716812,6.767706314836094e-08,3.987208646894427e-09,1.407997254683795e-07,2.3700320286994692e-07,2.0882945781845032e-10,5.1969881565613305e-24,2.2085842530745932e-17,4.4499314221904456e-10,6.151903303141372e-12,5.910729881803465e-11
1.0457825529997452e-06,0.07384695533935311,2.511086841643229e-06,0.938,0.0,0.0,0.04711598061310506,0.00990605185563244,0.04999832592192205,2.5483959350830987e-08,1.6004822829201173e-15,0.001999502074197877,1.7616620262275034e-19,6.4893976385917984e-21,7.146751938569582e-07,8.575281847327599e-11,0.0001888511640260384,6.783679515437891e-08,3.99429671831949e-09,1.4079799294982718e-07,2.37449527239198e-07,2.0900278261314873e-10,5.248874548377734e-24,2.22709455903899e-17,4.4754194691199833e-10,6.1871740239242085e-12,5.944728359456194e-11
1.049351868326337e-06,0.07384695533935311,2.506279415018184e-06,0.938,0.0,0.0,0.047115352506526015,0.0099057339908078,0.049998329346031246,2.5665579529513992e-08,1.6152747979863387e-15,0.00199950110165879,1.7836275646151746e-19,6.551742827340608e-21,7.14665715413648e-07,8.624425133161589e-11,0.00018948346892844274,6.799697973257463e-08,4.001362611559034e-09,1.4079626567251088e-07,2.3789638856670528e-07,2.091784319766281e-10,5.301179667506326e-24,2.245714017438247e-17,4.501007216069049e-10,6.222618991276353e-12,5.978895274526809e-11
1.0529211836529288e-06,0.07384695533935311,2.5014843643223224e-06,0.938,0.0,0.0,0.047114724421301636,0.009905416144657196,0.04999833276750105,2.5848059873946906e-08,1.63016293685398e-15,0.001999500126417681,1.8058112002463354e-19,6.6145108484329435e-21,7.146562372552716e-07,8.67376129481242e-11,0.00019011573913195205,6.815761656875787e-08,4.0084065225389254e-09,1.4079454348950272e-07,2.3834375629060106e-07,2.0935636462348634e-10,5.3539060735332204e-24,2.2644429855374368e-17,4.526694939870831e-10,6.258238961646723e-12,6.013231361752459e-11
1.0564904989795206e-06,0.07384695533935311,2.4967019762027595e-06,0.938,0.0,0.0,0.047114096357027256,0.009905098317179081,0.04999833618618577,2.603140485318942e-08,1.6451471417779182e-15,0.001999499148496343,1.828214682628305e-19,6.6777035135526336e-21,7.146467593736081e-07,8.723290858535721e-11,0.00019074797478510212,6.831870526112675e-08,4.0154286483464395e-09,1.407928262557659e-07,2.3879160021795065e-07,2.09536539684403e-10,5.407056326533541e-24,2.283281819611854e-17,4.55248291113633e-10,6.294034684344633e-12,6.047737349088458e-11
1.0600598143061124e-06,0.07384695533935311,2.491932528601382e-06,0.938,0.0,0.0,0.0471134683133111,0.009904780508371926,0.04999833960194419,2.6215618951284226e-08,1.6602278563048268e-15,0.001999498167916255,1.8508397718121582e-19,6.7413226350663904e-21,7.146372817606969e-07,8.773014338589462e-11,0.0001913801760319667,6.84802453209146e-08,4.022429187141955e-09,1.407911138281618e-07,2.392398905256238e-07,2.0971891670136602e-10,5.460632986758357e-24,2.3022308749066715e-17,4.5783713942012946e-10,6.3300069014507995e-12,6.082413957622255e-11
1.0636291296327041e-06,0.07384695533935311,2.4871762908751115e-06,0.938,0.0,0.0,0.047112840289774104,0.0099044627182342,0.04999834301463947,2.640070666681528e-08,1.6754055252562366e-15,0.001999497184698582,1.873688238391413e-19,6.805370025950473e-21,7.146278044088324e-07,8.822932237134697e-11,0.00019201234301221824,6.864223617304855e-08,4.0294083380712924e-09,1.4078940606545672e-07,2.3968859776108313e-07,2.099034556230711e-10,5.514638614317939e-24,2.3212905055958224e-17,4.6043606470748584e-10,6.3661563477294885e-12,6.117261901488455e-11
1.067198444959296e-06,0.07384695533935311,2.4824335239164705e-06,0.938,0.0,0.0,0.0471122122860497,0.009904144946764372,0.049998346424139126,2.658667251246388e-08,1.6906805947114017e-15,0.0019994961988641763,1.8967618634993903e-19,6.86984749971565e-21,7.146183273105612e-07,8.873045044139561e-11,0.00019264447586118827,6.880467715682037e-08,4.0363663011787455e-09,1.40787702828327e-07,2.401376928430893e-07,2.1009011680034895e-10,5.569075768861777e-24,2.3404610647401536e-17,4.6304509213898604e-10,6.402483750541771e-12,6.152281887784918e-11
1.0707677602858877e-06,0.07384695533935311,2.477704480274407e-06,0.938,0.0,0.0,0.04711158430178366,0.009903827193960926,0.0499983498303149,2.6773521014562794e-08,1.7060535119899613e-15,0.001999495210433569,1.920062438805211e-19,6.93475687033036e-21,7.146088504586773e-07,8.923353237286532e-11,0.00019327657470992856,6.896756752656836e-08,4.043303277320836e-09,1.40786003979363e-07,2.4058714706231826e-07,2.1027886098181922e-10,5.623947009255074e-24,2.359742904244855e-17,4.656642462354895e-10,6.438989829759948e-12,6.187474616489963e-11
1.0743370756124795e-06,0.07384695533935311,2.4729894042753035e-06,0.938,0.0,0.0,0.04711095633663392,0.009903509459822346,0.04999835323304279,2.6961256712648283e-08,1.7215247256344175e-15,0.00199949421942698,1.9435917665084293e-19,7.000099952142167e-21,7.145993738462203e-07,8.973857281882931e-11,0.00019390863968527192,6.913090645237142e-08,4.050219468081052e-09,1.4078430938307357e-07,2.4103693208189203e-07,2.1046964930946726e-10,5.679254893252198e-24,2.379136374816206e-17,4.682935508708037e-10,6.475675297683186e-12,6.222840780380714e-11
1.0779063909390713e-06,0.07384695533935311,2.4682885321441236e-06,0.938,0.0,0.0,0.047110328390270365,0.009903191744347117,0.04999835663220289,2.7149884159010273e-08,1.7370946853924148e-15,0.001999493225864312,1.9673516593322884e-19,7.065878559797352e-21,7.145898974664699e-07,9.024557630774777e-11,0.00019454067090989295,6.929469302075412e-08,4.057115075685254e-09,1.4078261890588796e-07,2.414870199378221e-07,2.1066244331459108e-10,5.735001977166944e-24,2.3986418259176988e-17,4.709330292672331e-10,6.512540858954356e-12,6.258381064952588e-11
1.081475706265663e-06,0.07384695533935311,2.4636020921256395e-06,0.938,0.0,0.0,0.047109700462374685,0.009902874047533738,0.049998360027679434,2.7339407918240696e-08,1.7527638421988354e-15,0.0019994922297651495,1.991343940515576e-19,7.132094508158747e-21,7.145804213129438e-07,9.07545472426389e-11,0.00019517266850236964,6.945892623540332e-08,4.0639903029182595e-09,1.4078093241615776e-07,2.419373830393632e-07,2.108572049134298e-10,5.791190815539846e-24,2.418259605725501e-17,4.735827039912973e-10,6.549587210478107e-12,6.29409614833998e-11
1.085045021592255e-06,0.07384695533935311,2.4589303046056706e-06,0.938,0.0,0.0,0.04710907255264014,0.009902556369380706,0.049998363419360654,2.752983256677998e-08,1.7685326481577097e-15,0.001999491231148763,2.0155704438030847e-19,7.198749612221701e-21,7.145709453793928e-07,9.126548990028425e-11,0.00019580463257724406,6.962360501789557e-08,4.070845353041175e-09,1.4077924978415787e-07,2.423879941692754e-07,2.1105389640352363e-10,5.847823960802649e-24,2.4379900610833794e-17,4.762425969496292e-10,6.58681504134024e-12,6.329986701238168e-11
1.0886143369188467e-06,0.07384695533935311,2.454273382232299e-06,0.938,0.0,0.0,0.047108444660771465,0.009902238709886524,0.04999836680713875,2.77211626924619e-08,1.7844015565239445e-15,0.0019994902300341038,2.040033013434647e-19,7.265845687028225e-21,7.145614696597982e-07,9.177840843046505e-11,0.00019643656324508388,6.978872820843613e-08,4.077680429710206e-09,1.4077757088208668e-07,2.4283882648399955e-07,2.1125248045915545e-10,5.904903962939928e-24,2.4578335374570326e-17,4.789127293850354e-10,6.624225032728363e-12,6.36605338682642e-11
1.0921836522454385e-06,0.07384695533935311,2.449631530036996e-06,0.938,0.0,0.0,0.04710781678648458,0.009901921069049696,0.04999837019090986,2.7913402894056817e-08,1.80037102168487e-15,0.001999489226439808,2.0647335041327477e-19,7.333384547579281e-21,7.145519941483677e-07,9.229330685523603e-11,0.00019706846061254307,6.99542945666076e-08,4.084495736895761e-09,1.407758955840652e-07,2.4328985351373845e-07,2.114529201284881e-10,5.9624333691484744e-24,2.477790378887959e-17,4.815931218727502e-10,6.661817857853867e-12,6.402296860692402e-11
1.0957529675720303e-06,0.07384695533935311,2.4450049455556027e-06,0.938,0.0,0.0,0.04710718892950645,0.00990160344686873,0.0499983735705739,2.8106557780813304e-08,1.8164414991416177e-15,0.0019994882203841985,2.089673781088697e-19,7.401368008745199e-21,7.145425188395305e-07,9.281018906822663e-11,0.00019770032478242357,7.012030277213138e-08,4.091291478804113e-09,1.407742237661355e-07,2.4374104916244713e-07,2.1165517882817353e-10,6.020414723493183e-24,2.497860927946741e-17,4.842837943168357e-10,6.699594181875208e-12,6.438717770757796e-11
1.099322282898622e-06,0.07384695533935311,2.440393818949135e-06,0.938,0.0,0.0,0.04710656108957498,0.009901285843342144,0.04999837694603462,2.8300631971998363e-08,1.8326134454903186e-15,0.0019994872118852766,2.1148557199473547e-19,7.469797885174225e-21,7.145330437279366e-07,9.332905883398499e-11,0.00019833215585373574,7.02867514256356e-08,4.098067859797984e-09,1.4077255530625854e-07,2.4419238770773234e-07,2.1185922034232546e-10,6.078850566562715e-24,2.518045525686057e-17,4.869847659468051e-10,6.7375546618227176e-12,6.47531675720536e-11
1.1028915982252139e-06,0.07384695533935311,2.435798333124334e-06,0.938,0.0,0.0,0.04710593326643868,0.009900968258468456,0.049998380317199505,2.8495630096436167e-08,1.8488873184031357e-15,0.0019994862009607337,2.1402812067903976e-19,7.538675991199207e-21,7.145235688084502e-07,9.384991978734079e-11,0.00019896395392175962,7.045363904944034e-08,4.1048250843220114e-09,1.407708900843108e-07,2.446438438006607e-07,2.120650088144458e-10,6.1377434351188786e-24,2.5383445115929998e-17,4.896960553143415e-10,6.775699946524502e-12,6.512094452407087e-11
1.1061039820191465e-06,0.07384695533935311,2.4316759141719905e-06,0.938,0.0,0.0,0.047105368239776534,0.009900682448029144,0.049998383347501424,2.8671922204420862e-08,1.8636213303550445e-15,0.001999485289069104,2.1633739457183826e-19,7.601051022143098e-21,7.145150415410905e-07,9.432040000995582e-11,0.00019953254404096057,7.060421194668439e-08,4.110890376588923e-09,1.4076939405524606e-07,2.4505023413735803e-07,2.1225168274482498e-10,6.1911398668876634e-24,2.556711680079427e-17,4.921450521951492e-10,6.8101892404107816e-12,6.545347690379339e-11
1.1089951274336858e-06,0.07384695533935311,2.4279767929286217e-06,0.938,0.0,0.0,0.04710485972710574,0.00990042523154991,0.04999838607168493,2.8831230982750336e-08,1.8769531250085273e-15,0.0019994844667090995,2.1843285417061156e-19,7.657501320278592e-21,7.145073671272486e-07,9.474521567420047e-11,0.00020004425240847641,7.074002950692744e-08,4.116336137555688e-09,1.4076804971946862e-07,2.4541603470694725e-07,2.124208533644325e-10,6.2395164458879484e-24,2.5733217879040012e-17,4.943563177064935e-10,6.841358416432e-12,6.575400173707648e-11
