Time (s),Volume (m^3),H_X(19),He,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),NO2(8),H2OX(9),NOX(10),OX(11),NX(12),OHX(13),NH3X(14),NH2X(15),NHX(16),N2OX(17),NO2X(18)
4.957305179868098e-18,0.041572359999999996,1.1178694904549957e-15,0.938,0.0,0.0,0.026632463764451608,0.009999999999999986,0.049999999999886795,2.217966262257477e-99,4.185180627633077e-105,0.001999999999994225,1.6967420301544926e-163,2.1258111962768616e-133,1.1320985245540623e-13,1.44725286009069e-78,3.2150582446315065e-17,2.8836663912595484e-53,8.124986349281055e-20,4.657451002278836e-15,1.1177882405915028e-15,3.401323063791025e-36,4.804006959456397e-155,6.526273142464928e-110
7.435957773906014e-18,0.041572359999999996,1.6768042366033258e-15,0.938,0.0,0.0,0.02663246376439154,0.009999999999999978,0.04999999999983019,3.0134506522945257e-99,2.7260750954244492e-104,0.0019999999999913377,6.633926362908909e-162,2.699926547789273e-132,1.698147773766956e-13,7.966999153934869e-78,4.8225873695988235e-17,7.876842746947166e-53,1.2187479530616176e-19,6.986176507148824e-15,1.6766823618080197e-15,7.042773516544552e-36,1.7316943840251708e-153,7.546359446021296e-109
9.91461036794393e-18,0.041572359999999996,2.2357389827485966e-15,0.938,0.0,0.0,0.026632463764331475,0.009999999999999969,0.04999999999977358,5.040317712065853e-99,1.00229573993082e-103,0.0019999999999884503,4.6369140465646606e-161,1.3813760384290793e-131,2.2641970136415133e-13,2.5569540639951016e-77,6.430116494559473e-17,1.6482271430135936e-52,1.6249972711930217e-19,9.3149020119354e-15,2.2355764830214775e-15,1.1979212071374897e-35,1.0771387640644747e-152,3.395542199461281e-108
1.2393262961981845e-17,0.041572359999999996,2.7946737288905896e-15,0.938,0.0,0.0,0.02663246376427141,0.00999999999999996,0.04999999999971697,8.725820852791205e-99,2.9519544816634387e-103,0.001999999999985563,2.5017663997714236e-160,5.416298638404151e-131,2.830246243510709e-13,6.681629495260373e-77,8.037645619512979e-17,3.000777317163899e-52,2.0312465893221651e-19,1.1643627516632605e-14,2.7944706042316575e-15,1.8303564780022038e-35,5.493171789812693e-152,1.2095520332435551e-107
1.7350568150057677e-17,0.041572359999999996,3.912543221164535e-15,0.938,0.0,0.0,0.026632463764151272,0.009999999999999945,0.049999999999603764,1.062994425295685e-98,2.4777817589788877e-102,0.0019999999999797875,1.5290772526373164e-158,1.272580072567678e-129,3.9623446726045393e-13,3.738581965278188e-76,1.1252703869398108e-16,7.924679216238431e-52,2.8437452255735286e-19,1.6301078525753288e-14,3.912258846641977e-15,3.5206020778179744e-35,1.8125329485159677e-150,1.7356930906386334e-106
2.230787333813351e-17,0.041572359999999996,5.030412713425167e-15,0.938,0.0,0.0,0.026632463764031136,0.009999999999999929,0.049999999999490556,4.4979484564375976e-98,1.0125994314692751e-101,0.001999999999974012,1.2477340875364815e-157,7.678429881120228e-129,5.094443061061299e-13,1.236031899229799e-75,1.4467762119254223e-16,1.643308208263102e-51,3.656243861815707e-19,2.0958529534510992e-14,5.0300470890389855e-15,5.775182514347763e-35,1.2657827449279435e-149,8.668925007944836e-106
3.222248371428517e-17,0.041572359999999996,7.266151697906496e-15,0.938,0.0,0.0,0.026632463763790866,0.009999999999999896,0.04999999999926413,6.166475307680594e-97,1.0613135977382962e-100,0.0019999999999624615,8.006891293516379e-156,2.0573618984188284e-127,7.358639716080739e-13,8.28063411748011e-75,2.0897878618879422e-16,4.939924343647646e-51,5.281241134272499e-19,3.02734315509376e-14,7.265623573793068e-15,1.1979166147818652e-34,4.749973255561088e-148,1.4124984780398e-104
5.20517044665885e-17,0.041572359999999996,1.1737629666709415e-14,0.938,0.0,0.0,0.026632463763310327,0.009999999999999832,0.049999999998811294,7.982859622143092e-96,2.44427646368262e-99,0.0019999999999393606,1.575307557305139e-153,1.5197771288769342e-125,1.1887032538547166e-12,1.0314185760584242e-73,3.37581116177817e-16,2.1259588121673182e-50,8.531235679075702e-19,4.890323557943566e-14,1.1736776543141506e-14,3.117957863955001e-34,4.741884808467891e-146,5.397506944372302e-103
9.171014597119515e-17,0.041572359999999996,2.0680585603676286e-14,0.938,0.0,0.0,0.026632463762349245,0.009999999999999704,0.049999999997905616,1.2713261122693242e-94,9.130796573940245e-98,0.001999999999893159,6.248955325761777e-151,2.0015363200436238e-123,2.0943816233206674e-12,1.9703733456241246e-72,5.947857761419375e-16,1.1996497712432404e-49,1.5031224768239616e-18,8.616284361901136e-14,2.0679082481199464e-14,9.685672491665714e-34,9.435065326245982e-144,3.581216933316852e-101
1.7102702898040845e-16,0.041572359999999996,3.856649747505421e-14,0.938,0.0,0.0,0.02663246376042708,0.009999999999999447,0.04999999999609426,2.0412286491075687e-93,4.433830618606826e-96,0.001999999999800755,3.8399192776651155e-148,3.6262710961492825e-121,3.905737582144237e-12,4.8229691386036434e-71,1.1091950960144805e-15,7.999667963907702e-49,2.8031202944789883e-18,1.60682059628481e-13,3.856369435475971e-14,3.3816767905735286e-33,2.902067815241257e-141,3.252546355736465e-99
3.2966079499883507e-16,0.041572359999999996,7.433832120758668e-14,0.938,0.0,0.0,0.026632463756582764,0.009999999999998932,0.049999999992471546,3.314255259728832e-92,2.479656988054567e-94,0.0019999999996159474,3.0352678201593577e-145,7.819824278541381e-119,7.528446379362125e-12,1.3533830062541435e-69,2.1380137355367788e-15,5.864394272768734e-48,5.40311592907192e-18,3.0972049136869363e-13,7.433291809165757e-14,1.2674281963029568e-32,1.1474815296552363e-138,3.510799910196072e-97
6.469283270356883e-16,0.041572359999999996,1.4588196863175809e-13,0.938,0.0,0.0,0.02663246374889414,0.009999999999997903,0.04999999998522614,4.175537661944465e-92,1.5002855818116577e-92,0.001999999999246332,3.711025089170115e-142,1.8572086723119075e-116,1.4773851492101822e-11,4.101349596430829e-68,4.1956510136902756e-15,4.544085112123548e-47,1.0603107195340518e-17,6.077973537342125e-13,1.4587136552456243e-13,4.966998737382566e-32,7.018600975499478e-136,4.171279425381854e-95
1.2814633911093947e-15,0.041572359999999996,2.889692633165249e-13,0.938,0.0,0.0,0.02663246373351693,0.009999999999995846,0.04999999997073536,7.131495880054198e-92,9.555464824190998e-91,0.0019999999985071014,3.818305337440942e-139,4.6867913237174886e-114,2.926461179095803e-11,1.3074728378017272e-66,8.310925566433267e-15,3.664473375629928e-46,2.100308971581841e-17,1.2039510740056257e-12,2.889482602268067e-13,2.0166299116206034e-31,3.610069455886368e-133,5.264865191839959e-93
1.915998455183101e-15,0.041572359999999996,4.320565577831886e-13,0.938,0.0,0.0,0.026632463718139796,0.009999999999993788,0.04999999995624466,1.1896646848600967e-89,6.640589597662825e-90,0.0019999999977678706,5.0299838271507984e-138,4.6196256185200806e-113,4.3755305521191864e-11,7.494947471212692e-66,1.2426200114424779e-14,1.1813459628434092e-45,3.140307221970776e-17,1.800104788330874e-12,4.3202515471096126e-13,4.633498347312323e-31,4.279527799419751e-132,4.510021533716285e-92
2.5505335192568076e-15,0.041572359999999996,5.751438520317463e-13,0.938,0.0,0.0,0.026632463702762725,0.00999999999999173,0.04999999994175402,3.3201121991568796e-89,2.8183641090679176e-89,0.00199999999702864,5.1016820568528645e-137,2.7367501146493437e-112,5.82459326830946e-11,2.7415102448744964e-65,1.6541474657665544e-14,2.7420373095077445e-45,4.180305470629676e-17,2.39625849670996e-12,5.751020489770226e-13,8.426827737440265e-31,4.2063991639405967e-131,2.4116381157948365e-91
3.185068583330514e-15,0.041572359999999996,7.182311460621951e-13,0.938,0.0,0.0,0.02663246368738572,0.009999999999989673,0.04999999992726345,5.94802241484914e-89,9.129083626558787e-89,0.001999999996289409,3.72237245728514e-136,1.2171535100905385e-111,7.273649327696721e-11,7.80343547939895e-65,2.065674919615631e-14,5.326752979871614e-45,5.220303717484952e-17,2.992412199142886e-12,7.181789430249871e-13,1.3478831757052866e-30,2.8955342781070023e-130,9.79423809496671e-91
4.454138711477927e-15,0.041572359999999996,1.0044057334687552e-12,0.938,0.0,0.0,0.026632463656631914,0.009999999999985559,0.04999999989828251,8.976889652428953e-89,5.96867973333009e-88,0.001999999994810948,1.1052435198471766e-134,1.4992057350645265e-110,1.0171741476173775e-10,4.028012503574277e-64,2.888729825889063e-14,1.4703818401479418e-44,7.30030020551176e-17,4.184719586170266e-12,1.004332730466612e-12,2.7663711428611527e-30,7.020972579953713e-129,9.979729379102237e-90
5.7232088396253396e-15,0.041572359999999996,1.2905803200028457e-12,0.938,0.0,0.0,0.02663246362587837,0.009999999999981444,0.04999999986930183,1.0310947992078417e-88,2.3618952569371653e-87,0.001999999993332487,8.94842281263263e-134,8.436686380859115e-110,1.306980699779168e-10,1.3544703416942222e-63,3.711784730263379e-14,3.187528883131876e-44,9.380296685460953e-17,5.3770269494130326e-12,1.2904865170358068e-12,4.7847548001265355e-30,5.282119209807447e-128,4.911684386799752e-89
6.9922789677727525e-15,0.041572359999999996,1.5767549056644423e-12,0.938,0.0,0.0,0.026632463595125094,0.009999999999977329,0.04999999984032141,1.346239797567062e-88,7.268202800118847e-87,0.001999999991854026,5.257759660582517e-133,3.479182112997972e-109,1.596784589280451e-10,3.627741715897799e-63,4.5348396327392134e-14,5.984570347285504e-44,1.1460293156711118e-16,6.569334288871204e-12,1.5766403027325413e-12,7.472457559302587e-30,2.8809069444827026e-127,1.803915408084449e-88
9.530419224067578e-15,0.041572359999999996,2.1491040743700577e-12,0.938,0.0,0.0,0.02663246353361934,0.009999999999969098,0.0499999997823614,1.426867710632299e-88,5.610470435512755e-86,0.001999999988897104,2.8847621363667963e-131,6.736006249986465e-108,2.176384380400381e-10,1.9137809863097468e-62,6.180949431997912e-14,1.628178885745272e-43,1.5620286070695637e-16,8.953948896433837e-12,2.1489478715085086e-12,1.5126038535137367e-29,8.109758787186221e-126,2.1372193751428963e-87
1.2068559480362404e-14,0.041572359999999996,2.7214532395854113e-12,0.938,0.0,0.0,0.026632463472114655,0.009999999999960867,0.049999999724402444,4.2050041412169e-88,2.4035117575874636e-85,0.001999999985940182,2.8154830923121592e-130,4.3544618120406045e-107,2.7559735211739816e-10,6.581980866788257e-62,7.827059223670082e-14,3.541343886790336e-43,1.9780278942651372e-16,1.1338563408858314e-11,2.721255436794277e-12,2.6264920081645856e-29,6.790417627613635e-125,1.1314670480682953e-86
1.7144839992952054e-14,0.041572359999999996,3.866151559544582e-12,0.938,0.0,0.0,0.026632463349108473,0.009999999999944406,0.04999999960848772,4.4724708197855414e-88,2.485578861641281e-84,0.0019999999800263384,1.887490247026001e-128,1.0781720297519455e-105,3.9151198524632506e-10,4.5055411993398784e-61,1.1119278784274374e-13,1.1597590015807444e-42,2.8100264541371805e-16,1.6107792148293378e-11,3.8658705568942744e-12,6.113293546771792e-29,2.6705560810572314e-123,1.746312313253443e-85
2.2221120505541706e-14,0.041572359999999996,5.010849865540445e-12,0.938,0.0,0.0,0.026632463226106552,0.009999999999927945,0.049999999492577274,1.71727143264726e-86,1.2231688440931059e-83,0.0019999999741124944,2.172557137141705e-127,7.87197064265202e-105,5.074223584713654e-10,1.782058474654183e-60,1.4411498314591248e-13,2.8297867355838766e-42,3.6420249914582124e-16,2.0877020507177568e-11,5.010485663030643e-12,1.1635424038398686e-28,2.698563410100978e-122,1.0594575884858027e-84
2.7297401018131358e-14,0.041572359999999996,6.155548157571493e-12,0.938,0.0,0.0,0.02663246310310889,0.009999999999911484,0.04999999937667108,6.532048022818181e-86,4.298780488739822e-83,0.001999999968198651,1.575274928214534e-126,3.768971629638418e-104,6.233284719490253e-10,5.321265975584526e-60,1.7703717814659856e-13,5.807854631811395e-42,4.474023502399896e-16,2.5646248485512057e-11,6.155100755201499e-12,1.9620579928540243e-28,1.7862566369527229e-121,4.429176783109295e-84
3.744996204331066e-14,0.041572359999999996,8.444944699733103e-12,0.938,0.0,0.0,0.02663246285712635,0.009999999999878563,0.049999999144871465,1.0695283773108784e-85,3.6706015035272785e-82,0.0019999999563709665,8.512611046419593e-125,7.044945183110428e-103,8.551279202883172e-10,3.1997923198802557e-59,2.428815672420891e-13,1.8123571572211393e-41,6.138020429828663e-16,3.518470330053662e-11,8.444330897639113e-12,4.469111235138103e-28,5.980855850101494e-120,5.570198494661167e-83
5.775508409366927e-14,0.041572359999999996,1.3023737616412137e-11,0.938,0.0,0.0,0.026632462365212387,0.009999999999812718,0.04999999868132334,3.550875817427898e-85,8.212877225341567e-81,0.001999999932715601,2.084051133169537e-122,4.7276901712090896e-101,1.3186757068855063e-09,4.137725662293716e-58,3.7457034182050917e-13,9.155849119195146e-41,9.46601379964554e-16,5.4261608364040933e-11,1.302279101484508e-11,1.4321178007301299e-27,7.5091253855082505e-118,2.0081540783696289e-81
9.836532819438648e-14,0.041572359999999996,2.2181322778855372e-11,0.938,0.0,0.0,0.026632461381588878,0.00999999999968103,0.049999997754431515,-3.677211839338771e-86,4.041092476178644e-79,0.0019999998854048897,1.6982167508666162e-119,7.965484707368741e-99,2.245566874811118e-09,1.0578792269467962e-56,6.379478766148281e-13,7.357533006294194e-40,1.6121997741319017e-15,9.241540022513287e-11,2.2179710578156947e-11,6.296035326271482e-27,3.067841639885078e-115,1.7105817747777203e-79
